admin2,indicator,choice,bfa_2020,choice_key
sissili,access_to_soap,non,0.34276762498567365,access_to_soapnon
sissili,access_to_soap,oui,0.6572323750143263,access_to_soapoui
sissili,critical_handwashing_times,nsp,0,critical_handwashing_timesnsp
sissili,critical_handwashing_times,autre,0,critical_handwashing_timesautre
sissili,critical_handwashing_times,ablution,0.40723237501432635,critical_handwashing_timesablution
sissili,critical_handwashing_times,retour_champ,0.15723237501432635,critical_handwashing_timesretour_champ
sissili,critical_handwashing_times,avant_sein,0.15723237501432635,critical_handwashing_timesavant_sein
sissili,critical_handwashing_times,apres_netto,0.15723237501432635,critical_handwashing_timesapres_netto
sissili,critical_handwashing_times,avant_prepare,0.25,critical_handwashing_timesavant_prepare
sissili,critical_handwashing_times,avant_manger,1,critical_handwashing_timesavant_manger
sissili,critical_handwashing_times,apres_toilette,0.40723237501432635,critical_handwashing_timesapres_toilette
sissili,critical_handwashing_times,aucun,0,critical_handwashing_timesaucun
sissili,diarrhea_rate_hh_2w,NA,0,diarrhea_rate_hh_2wNA
sissili,distance_to_water_source,entre_16_30mn,0.25,distance_to_water_sourceentre_16_30mn
sissili,distance_to_water_source,entre_5_15mn,0.25,distance_to_water_sourceentre_5_15mn
sissili,distance_to_water_source,plus_46mn,0.5,distance_to_water_sourceplus_46mn
sissili,fcs_score,acceptable,1,fcs_scoreacceptable
sissili,gbv_30days,NA,0,gbv_30daysNA
sissili,hhs_score,NA,0,hhs_scoreNA
sissili,hhs_thresholds,peu_pasFaim,1,hhs_thresholdspeu_pasFaim
sissili,lcsi_score,crisis,0.5,lcsi_scorecrisis
sissili,lcsi_score,emergency,0.15723237501432635,lcsi_scoreemergency
sissili,lcsi_score,none,0.09276762498567365,lcsi_scorenone
sissili,lcsi_score,stress,0.25,lcsi_scorestress
sissili,livelihoods_change_pratique_agri,oui,1,livelihoods_change_pratique_agrioui
sissili,location_sanitation_facility,dal_precis,0.25,location_sanitation_facilitydal_precis
sissili,location_sanitation_facility,lat_prive,0.3144647500286527,location_sanitation_facilitylat_prive
sissili,location_sanitation_facility,lat_privep,0.09276762498567365,location_sanitation_facilitylat_privep
sissili,location_sanitation_facility,lat_publiq,0.34276762498567365,location_sanitation_facilitylat_publiq
sissili,open_defecation,NA,0.25,open_defecationNA
sissili,prob_access_water,attente_longue,0.5,prob_access_waterattente_longue
sissili,prob_access_water,pas_resc_eau,0.5,prob_access_waterpas_resc_eau
sissili,rcsi_score,NA,4.443394250085958,rcsi_scoreNA
sissili,rcsi_thresholds,high,0.15723237501432635,rcsi_thresholdshigh
sissili,rcsi_thresholds,low,0.34276762498567365,rcsi_thresholdslow
sissili,rcsi_thresholds,no_coping,0.5,rcsi_thresholdsno_coping
sissili,sanitation_facility_sharing,lat_com,0.12369016664756487,sanitation_facility_sharinglat_com
sissili,sanitation_facility_sharing,lat_com_20,0.8763098333524351,sanitation_facility_sharinglat_com_20
sissili,sufficiency_of_water,insuffisant,0.5,sufficiency_of_waterinsuffisant
sissili,sufficiency_of_water,juste_suffisant,0.09276762498567365,sufficiency_of_waterjuste_suffisant
sissili,sufficiency_of_water,suffisant,0.40723237501432635,sufficiency_of_watersuffisant
sissili,time_going_water_source,entre_16_30mn,0.25,time_going_water_sourceentre_16_30mn
sissili,time_going_water_source,entre_5_15mn,0.15723237501432635,time_going_water_sourceentre_5_15mn
sissili,time_going_water_source,moins_5mn,0.34276762498567365,time_going_water_sourcemoins_5mn
sissili,time_going_water_source,plus_46mn,0.25,time_going_water_sourceplus_46mn
sissili,time_queing_water_source,entre_31_45mn,0.25,time_queing_water_sourceentre_31_45mn
sissili,time_queing_water_source,entre_5_15mn,0.25,time_queing_water_sourceentre_5_15mn
sissili,time_queing_water_source,moins_5mn,0.25,time_queing_water_sourcemoins_5mn
sissili,time_queing_water_source,plus_46mn,0.25,time_queing_water_sourceplus_46mn
sissili,total_income,0_10000,0.6289295000573054,total_income0_10000
sissili,total_income,10000_25000,0.3710704999426946,total_income10000_25000
sissili,type_handwashing_fac,bouilloire,0.75,type_handwashing_facbouilloire
sissili,type_handwashing_fac,pas_dispositif,0.25,type_handwashing_facpas_dispositif
sissili,type_livelihoods,agri,0.6855352499713473,type_livelihoodsagri
sissili,type_livelihoods,argent,0.3144647500286527,type_livelihoodsargent
sissili,type_of_sanitation_facility,dal,0.25,type_of_sanitation_facilitydal
sissili,type_of_sanitation_facility,lat_non,0.34276762498567365,type_of_sanitation_facilitylat_non
sissili,type_of_sanitation_facility,lat_oui,0.40723237501432635,type_of_sanitation_facilitylat_oui
sissili,water_source,borne_fontaine,0.25,water_sourceborne_fontaine
sissili,water_source,pmh,0.75,water_sourcepmh
