x_coord,y_coord,date,rain,evap,depth,scaled_depth,medianDepth,Condition,area_ha
-0.8129176596,13.0837511909,2000-01-01,0,5.095915,0,0,28.6709134783,Near-Dry,3.7783000469
-0.8129176596,13.0837511909,2000-01-02,0,5.238278,0,0,28.2939654738,Near-Dry,3.7783000469
-0.8129176596,13.0837511909,2000-01-03,0,4.775319,0,0,25.5878793766,Near-Dry,3.7783000469
-0.8129176596,13.0837511909,2000-01-04,0,5.128423,0,0,25.1004435106,Near-Dry,3.7783000469
-0.8129176596,13.0837511909,2000-01-05,0,4.964763,0,0,24.6228301203,Near-Dry,3.7783000469
-0.8129176596,13.0837511909,2000-01-06,0,4.986061,0,0,26.3837637713,Near-Dry,3.7783000469
-0.8129176596,13.0837511909,2000-01-07,0,5.051077,0,0,25.9009692949,Near-Dry,3.7783000469
-0.8129176596,13.0837511909,2000-01-08,0,5.384004,0,0,25.3982120455,Near-Dry,3.7783000469
-0.8129176596,13.0837511909,2000-01-09,0,5.625012,0,0,24.881002924,Near-Dry,3.7783000469
-0.8129176596,13.0837511909,2000-01-10,0,5.444608,0,0,24.3746117184,Near-Dry,3.7783000469
-0.8129176596,13.0837511909,2000-01-11,0,5.533642,0,0,23.8628835143,Near-Dry,3.7783000469
-0.8129176596,13.0837511909,2000-01-12,0,5.140737,0,0,23.3747100631,Near-Dry,3.7783000469
-0.8129176596,13.0837511909,2000-01-13,0,5.640288,0,0,22.8565834575,Near-Dry,3.7783000469
-0.8129176596,13.0837511909,2000-01-14,0,5.540377,0,0,22.3444534794,Near-Dry,3.7783000469
-0.8129176596,13.0837511909,2000-01-15,0,5.539255,0,0,21.8323834675,Near-Dry,3.7783000469
-0.8129176596,13.0837511909,2000-01-16,0,5.623449,0,0,21.315270292,Near-Dry,3.7783000469
-0.8129176596,13.0837511909,2000-01-17,0,5.565074,0,0,20.8016531503,Near-Dry,3.7783000469
-0.8129176596,13.0837511909,2000-01-18,0,5.654882,0,0,20.2826510371,Near-Dry,3.7783000469
-0.8129176596,13.0837511909,2000-01-19,0,5.899605,0,0,19.7489751764,Near-Dry,3.7783000469
-0.8129176596,13.0837511909,2000-01-20,0,5.56732,0,0,19.2352261088,Near-Dry,3.7783000469
-0.8129176596,13.0837511909,2000-01-21,0,5.576329,0,0,18.7209313482,Near-Dry,3.7783000469
-0.8129176596,13.0837511909,2000-01-22,0,5.954221,0,0,18.1839813289,Near-Dry,3.7783000469
-0.8129176596,13.0837511909,2000-01-23,0,5.81069,0,0,17.65563647,Near-Dry,3.7783000469
-0.8129176596,13.0837511909,2000-01-24,0,5.856665,0,0,17.1245391592,Near-Dry,3.7783000469
-0.8129176596,13.0837511909,2000-01-25,0,5.708647,0,0,16.6023108604,Near-Dry,3.7783000469
-0.8129176596,13.0837511909,2000-01-26,0,5.679492,0,0,16.0818335768,Near-Dry,3.7783000469
-0.8129176596,13.0837511909,2000-01-27,0,6.024866,0,0,15.5406499385,Near-Dry,3.7783000469
-0.8129176596,13.0837511909,2000-01-28,0,6.111209,0,0,14.994285214,Near-Dry,3.7783000469
-0.8129176596,13.0837511909,2000-01-29,0,4.94277,0,0,14.5179850852,Near-Dry,3.7783000469
-0.8129176596,13.0837511909,2000-01-30,0,5.856665,0,0,13.9868817777,Near-Dry,3.7783000469
-0.8129176596,13.0837511909,2000-01-31,0,6.212131,0,0,13.4344664561,Near-Dry,3.7783000469
