x_coord,y_coord,date,rain,evap,depth,scaled_depth,medianDepth,Condition,area_ha
-2.5564591175,13.5920743298,2000-01-01,0,4.989902,0,0,52.0618,Near-Dry,50.2944984436
-2.5564591175,13.5920743298,2000-01-02,0,5.037364,0,0,51.65995,Near-Dry,50.2944984436
-2.5564591175,13.5920743298,2000-01-03,0,4.606606,0,0,50.1218,Near-Dry,50.2944984436
-2.5564591175,13.5920743298,2000-01-04,0,5.043081,0,0,49.719635,Near-Dry,50.2944984436
-2.5564591175,13.5920743298,2000-01-05,0,4.938173,0,0,49.322725,Near-Dry,50.2944984436
-2.5564591175,13.5920743298,2000-01-06,0,5.026894,0,0,50.0792,Near-Dry,50.2944984436
-2.5564591175,13.5920743298,2000-01-07,0,4.969258,0,0,49.68075,Near-Dry,50.2944984436
-2.5564591175,13.5920743298,2000-01-08,0,5.28704,0,0,49.2664,Near-Dry,50.2944984436
-2.5564591175,13.5920743298,2000-01-09,0.1328671,5.396801,0,0,48.84656,Near-Dry,50.2944984436
-2.5564591175,13.5920743298,2000-01-10,0,5.265174,0,0,48.4333,Near-Dry,50.2944984436
-2.5564591175,13.5920743298,2000-01-11,0,5.211316,0,0,48.022735,Near-Dry,50.2944984436
-2.5564591175,13.5920743298,2000-01-12,0,5.085607,0,0,47.618455,Near-Dry,50.2944984436
-2.5564591175,13.5920743298,2000-01-13,0,5.50651,0,0,47.19313,Near-Dry,50.2944984436
-2.5564591175,13.5920743298,2000-01-14,0,5.436056,0,0,46.771325,Near-Dry,50.2944984436
-2.5564591175,13.5920743298,2000-01-15,0,5.380495,0,0,46.3523,Near-Dry,50.2944984436
-2.5564591175,13.5920743298,2000-01-16,0,5.330287,0,0,45.935785,Near-Dry,50.2944984436
-2.5564591175,13.5920743298,2000-01-17,0,5.42923,0,0,45.514325,Near-Dry,50.2944984436
-2.5564591175,13.5920743298,2000-01-18,0,5.50604,0,0,45.08902,Near-Dry,50.2944984436
-2.5564591175,13.5920743298,2000-01-19,0,5.50412,0,0,44.663815,Near-Dry,50.2944984436
-2.5564591175,13.5920743298,2000-01-20,0,5.396565,0,0,44.24399,Near-Dry,50.2944984436
-2.5564591175,13.5920743298,2000-01-21,0,5.606859,0,0,43.813645,Near-Dry,50.2944984436
-2.5564591175,13.5920743298,2000-01-22,0,5.761686,0,0,43.37556,Near-Dry,50.2944984436
-2.5564591175,13.5920743298,2000-01-23,0,5.687463,0,0,42.94119,Near-Dry,50.2944984436
-2.5564591175,13.5920743298,2000-01-24,0,5.712904,0,0,42.505545,Near-Dry,50.2944984436
-2.5564591175,13.5920743298,2000-01-25,0,5.618779,0,0,42.074605,Near-Dry,50.2944984436
-2.5564591175,13.5920743298,2000-01-26,0,5.486197,0,0,41.650295,Near-Dry,50.2944984436
-2.5564591175,13.5920743298,2000-01-27,0,5.863206,0,0,41.207135,Near-Dry,50.2944984436
-2.5564591175,13.5920743298,2000-01-28,0,5.877577,0,0,40.763255,Near-Dry,50.2944984436
-2.5564591175,13.5920743298,2000-01-29,0,5.268594,0,0,40.349825,Near-Dry,50.2944984436
-2.5564591175,13.5920743298,2000-01-30,0,5.623901,0,0,39.91863,Near-Dry,50.2944984436
-2.5564591175,13.5920743298,2000-01-31,0,6.037205,0,0,39.46677,Near-Dry,50.2944984436
-2.5564591175,13.5920743298,2000-02-01,0,5.983244,0,0,39.01761,Near-Dry,50.2944984436
-2.5564591175,13.5920743298,2000-02-02,0,6.164551,0,0,38.55938,Near-Dry,50.2944984436
-2.5564591175,13.5920743298,2000-02-03,0,6.164692,0,0,38.101145,Near-Dry,50.2944984436
-2.5564591175,13.5920743298,2000-02-04,0,6.421529,0,0,37.63007,Near-Dry,50.2944984436
-2.5564591175,13.5920743298,2000-02-05,0,6.177023,0,0,37.17122,Near-Dry,50.2944984436
-2.5564591175,13.5920743298,2000-02-06,0,5.914423,0,0,36.725495,Near-Dry,50.2944984436
-2.5564591175,13.5920743298,2000-02-07,0,5.61328,0,0,36.294835,Near-Dry,50.2944984436
-2.5564591175,13.5920743298,2000-02-08,0,6.212849,0,0,35.83419,Near-Dry,50.2944984436
-2.5564591175,13.5920743298,2000-02-09,0,5.949799,0,0,35.3867,Near-Dry,50.2944984436
-2.5564591175,13.5920743298,2000-02-10,0,6.054265,0,0,34.933985,Near-Dry,50.2944984436
-2.5564591175,13.5920743298,2000-02-11,0,6.516221,0,0,34.458175,Near-Dry,50.2944984436
-2.5564591175,13.5920743298,2000-02-12,0,6.264088,0,0,33.99497,Near-Dry,50.2944984436
-2.5564591175,13.5920743298,2000-02-13,0,6.415154,0,0,33.52421,Near-Dry,50.2944984436
-2.5564591175,13.5920743298,2000-02-14,0,5.996342,0,0,33.074395,Near-Dry,50.2944984436
-2.5564591175,13.5920743298,2000-02-15,0,5.78399,0,0,32.635195,Near-Dry,50.2944984436
-2.5564591175,13.5920743298,2000-02-16,0,6.092626,0,0,32.180565,Near-Dry,50.2944984436
-2.5564591175,13.5920743298,2000-02-17,0,5.766859,0,0,32.12607,Near-Dry,50.2944984436
-2.5564591175,13.5920743298,2000-02-18,0,5.518841,0,0,31.70013,Near-Dry,50.2944984436
-2.5564591175,13.5920743298,2000-02-19,0,5.854985,0,0,31.27886,Near-Dry,50.2944984436
-2.5564591175,13.5920743298,2000-02-20,0,6.33061,0,0,30.823065,Near-Dry,50.2944984436
-2.5564591175,13.5920743298,2000-02-21,0,6.571225,0,0,30.3445,Near-Dry,50.2944984436
-2.5564591175,13.5920743298,2000-02-22,0,6.771857,0,0,29.855905,Near-Dry,50.2944984436
-2.5564591175,13.5920743298,2000-02-23,0,6.807778,0,0,29.36552,Near-Dry,50.2944984436
-2.5564591175,13.5920743298,2000-02-24,0,6.660762,0,0,28.88248,Near-Dry,50.2944984436
-2.5564591175,13.5920743298,2000-02-25,0,6.862717,0,0,28.389345,Near-Dry,50.2944984436
-2.5564591175,13.5920743298,2000-02-26,0,6.295078,0,0,27.92459,Near-Dry,50.2944984436
-2.5564591175,13.5920743298,2000-02-27,0,6.741695,0,0,27.4375,Near-Dry,50.2944984436
-2.5564591175,13.5920743298,2000-02-28,0,6.42174,0,0,26.966415,Near-Dry,50.2944984436
-2.5564591175,13.5920743298,2000-03-01,0,6.465004,0,0,26.493165,Near-Dry,50.2944984436
-2.5564591175,13.5920743298,2000-03-02,0,7.020479,0,0,25.99214,Near-Dry,50.2944984436
-2.5564591175,13.5920743298,2000-03-03,0,6.955466,0,0,25.494365,Near-Dry,50.2944984436
-2.5564591175,13.5920743298,2000-03-04,0,7.152523,0,0,24.98674,Near-Dry,50.2944984436
-2.5564591175,13.5920743298,2000-03-05,0,7.2168,0,0,24.4759,Near-Dry,50.2944984436
-2.5564591175,13.5920743298,2000-03-06,0,7.177826,0,0,23.96701,Near-Dry,50.2944984436
-2.5564591175,13.5920743298,2000-03-07,0,7.109539,0,0,23.461535,Near-Dry,50.2944984436
-2.5564591175,13.5920743298,2000-03-08,0,6.861183,0,0,22.968475,Near-Dry,50.2944984436
-2.5564591175,13.5920743298,2000-03-09,0,6.503331,0,0,22.493305,Near-Dry,50.2944984436
-2.5564591175,13.5920743298,2000-03-10,0,6.742042,0,0,22.006205,Near-Dry,50.2944984436
-2.5564591175,13.5920743298,2000-03-11,0,7.049085,0,0,21.50375,Near-Dry,50.2944984436
-2.5564591175,13.5920743298,2000-03-12,0,6.826602,0,0,21.01242,Near-Dry,50.2944984436
-2.5564591175,13.5920743298,2000-03-13,0,6.876226,0,0,20.51861,Near-Dry,50.2944984436
-2.5564591175,13.5920743298,2000-03-14,0,6.650775,0,0,20.03607,Near-Dry,50.2944984436
-2.5564591175,13.5920743298,2000-03-15,0,6.641854,0,0,20.800195,Near-Dry,50.2944984436
