admin2,indicator,choice,bfa_2020,choice_key
ioba,access_to_soap,non,0.25787890842547934,access_to_soapnon
ioba,access_to_soap,oui,0.7421210915745208,access_to_soapoui
ioba,critical_handwashing_times,nsp,0,critical_handwashing_timesnsp
ioba,critical_handwashing_times,autre,0,critical_handwashing_timesautre
ioba,critical_handwashing_times,ablution,0.3721903775955499,critical_handwashing_timesablution
ioba,critical_handwashing_times,retour_champ,0.3768006057962953,critical_handwashing_timesretour_champ
ioba,critical_handwashing_times,avant_sein,0.025012620693394258,critical_handwashing_timesavant_sein
ioba,critical_handwashing_times,apres_netto,0.029171379453432178,critical_handwashing_timesapres_netto
ioba,critical_handwashing_times,avant_prepare,0.19570872393295108,critical_handwashing_timesavant_prepare
ioba,critical_handwashing_times,avant_manger,0.9895730690333219,critical_handwashing_timesavant_manger
ioba,critical_handwashing_times,apres_toilette,0.27967005668119543,critical_handwashing_timesapres_toilette
ioba,critical_handwashing_times,aucun,0,critical_handwashing_timesaucun
ioba,diarrhea_rate_hh_2w,NA,0.38118880393967997,diarrhea_rate_hh_2wNA
ioba,distance_to_water_source,entre_16_30mn,0.25185204711063824,distance_to_water_sourceentre_16_30mn
ioba,distance_to_water_source,entre_31_45mn,0.26835304717921327,distance_to_water_sourceentre_31_45mn
ioba,distance_to_water_source,entre_5_15mn,0.2870974956659673,distance_to_water_sourceentre_5_15mn
ioba,distance_to_water_source,plus_46mn,0.19269741004418128,distance_to_water_sourceplus_46mn
ioba,fcs_score,acceptable,0.5694067953644191,fcs_scoreacceptable
ioba,fcs_score,limite,0.31621000517971537,fcs_scorelimite
ioba,fcs_score,pauvre,0.11438319945586564,fcs_scorepauvre
ioba,gbv_30days,NA,0,gbv_30daysNA
ioba,hhs_score,NA,0.3349789761652087,hhs_scoreNA
ioba,hhs_thresholds,faim_moderee,0.10390906070213171,hhs_thresholdsfaim_moderee
ioba,hhs_thresholds,peu_pasFaim,0.8960909392978684,hhs_thresholdspeu_pasFaim
ioba,lcsi_score,crisis,0.0766369361463935,lcsi_scorecrisis
ioba,lcsi_score,none,0.4754977186869974,lcsi_scorenone
ioba,lcsi_score,stress,0.4478653451666092,lcsi_scorestress
ioba,livelihoods_change_pratique_agri,non,0.2900969876478736,livelihoods_change_pratique_agrinon
ioba,livelihoods_change_pratique_agri,non_applicable,0.018594358071012385,livelihoods_change_pratique_agrinon_applicable
ioba,livelihoods_change_pratique_agri,oui,0.6913086542811141,livelihoods_change_pratique_agrioui
ioba,livelihoods_change_pratique_agri_prob,acces_terre,0.05027866661070101,livelihoods_change_pratique_agri_probacces_terre
ioba,livelihoods_change_pratique_agri_prob,autre,0.20803142498685362,livelihoods_change_pratique_agri_probautre
ioba,livelihoods_change_pratique_agri_prob,finance,0.03594291361389322,livelihoods_change_pratique_agri_probfinance
ioba,livelihoods_change_pratique_agri_prob,insuff_pluie,0.3382991547722611,livelihoods_change_pratique_agri_probinsuff_pluie
ioba,livelihoods_change_pratique_agri_prob,insuff_pluie finance,0.03594291361389322,livelihoods_change_pratique_agri_probinsuff_pluie finance
ioba,livelihoods_change_pratique_agri_prob,insuff_pluie main_oeuvre finance,0.03594291361389322,livelihoods_change_pratique_agri_probinsuff_pluie main_oeuvre finance
ioba,livelihoods_change_pratique_agri_prob,main_oeuvre,0.10882330021712928,livelihoods_change_pratique_agri_probmain_oeuvre
ioba,livelihoods_change_pratique_agri_prob,main_oeuvre finance semence,0.128194078964947,livelihoods_change_pratique_agri_probmain_oeuvre finance semence
ioba,livelihoods_change_pratique_agri_prob,main_oeuvre insuff_pluie,0.058544633606428274,livelihoods_change_pratique_agri_probmain_oeuvre insuff_pluie
ioba,location_sanitation_facility,dal_eau,0.03959831042011035,location_sanitation_facilitydal_eau
ioba,location_sanitation_facility,dal_zonep,0.43525064062338215,location_sanitation_facilitydal_zonep
ioba,location_sanitation_facility,dal_zonep_am,0.2581674271043342,location_sanitation_facilitydal_zonep_am
ioba,location_sanitation_facility,lat_prive,0.025012620693394258,location_sanitation_facilitylat_prive
ioba,location_sanitation_facility,lat_privep,0.15651787026454647,location_sanitation_facilitylat_privep
ioba,location_sanitation_facility,lat_publiq,0.08545313089423259,location_sanitation_facilitylat_publiq
