name,url
bfa_admin_levels,https://docs.google.com/spreadsheets/d/1SqUQ7GXUeij4rlRyCrcLzpalJUpg_1ykpwVBSFgwX3s/edit?usp=sharing
WSC_BFA_Pilote_carto_data,https://docs.google.com/spreadsheets/d/1Pv1BBf32faE6J5tryubhVOsQJfGXaDb2t23KWGab52U/edit?usp=sharing
WSC_analysis_plan,https://docs.google.com/spreadsheets/d/1TKxD_DyBTTN6onxYiooqtcI_TVSwPfeE-t7ZHK1zzMU/edit?usp=sharing
WASH_insecurity_scoring,https://docs.google.com/spreadsheets/d/1UCr-G9gD6YZmiOHDoP95qiMkEqi9jMG3lfzzv7WCFnM/edit?usp=sharing
