admin2,indicator,choice,value,context,phase
gnagna,key_score,2-/-4,0.07413237540970255,bfa_2020,NA
gnagna,key_score,3-/-1,0.01607062180262292,bfa_2020,NA
gnagna,key_score,3-/-2,0.10313576432247981,bfa_2020,NA
gnagna,key_score,3-/-3,0.07909328262340465,bfa_2020,NA
gnagna,key_score,3-/-4,0.20067779992240292,bfa_2020,NA
gnagna,key_score,4-/-2,0.041695419689249544,bfa_2020,NA
gnagna,key_score,4-/-3,0.07045044620584837,bfa_2020,NA
gnagna,key_score,4-/-4,0.11468872682884955,bfa_2020,NA
gnagna,key_score,5-/-1,0.015161395098254718,bfa_2020,NA
gnagna,key_score,5-/-2,0.009521481220354504,bfa_2020,NA
gnagna,key_score,5-/-3,0.02412228013575898,bfa_2020,NA
gnagna,key_score,5-/-4,0.12467150127547247,bfa_2020,NA
gourma,key_score,1-/-2,0.006253954263172802,bfa_2020,NA
gourma,key_score,2-/-1,0.01754214165467003,bfa_2020,NA
gourma,key_score,2-/-2,0.0852306502473732,bfa_2020,NA
gourma,key_score,2-/-3,7.316216159610683e-4,bfa_2020,NA
gourma,key_score,2-/-4,0.0520717977956875,bfa_2020,NA
gourma,key_score,3-/-1,0.06086064569135578,bfa_2020,NA
gourma,key_score,3-/-2,0.15676367607125835,bfa_2020,NA
gourma,key_score,3-/-3,0.14145733013080897,bfa_2020,NA
gourma,key_score,3-/-4,0.18249249188161212,bfa_2020,NA
gourma,key_score,4-/-1,0.013605340950287207,bfa_2020,NA
gourma,key_score,4-/-2,0.03729759721538839,bfa_2020,NA
gourma,key_score,4-/-3,0.0682938673960754,bfa_2020,NA
gourma,key_score,4-/-4,0.13091448655991675,bfa_2020,NA
gourma,key_score,5-/-1,0.012507908526345604,bfa_2020,NA
gourma,key_score,5-/-3,0.022332966455807346,bfa_2020,NA
gourma,key_score,5-/-4,0.01164352354427944,bfa_2020,NA
houet,key_score,1-/-2,0.07133204687810293,bfa_2020,NA
houet,key_score,2-/-1,0.021004265350356877,bfa_2020,NA
houet,key_score,2-/-2,0.2984610837964174,bfa_2020,NA
houet,key_score,2-/-3,0.043056185502857676,bfa_2020,NA
houet,key_score,2-/-4,0.0097904043966709,bfa_2020,NA
houet,key_score,3-/-1,0.04200853070071375,bfa_2020,NA
houet,key_score,3-/-2,0.2624718514811748,bfa_2020,NA
houet,key_score,3-/-3,0.014266409375620587,bfa_2020,NA
houet,key_score,3-/-4,0.04588476263820058,bfa_2020,NA
houet,key_score,4-/-1,0.014266409375620587,bfa_2020,NA
houet,key_score,4-/-2,0.04977421617943371,bfa_2020,NA
houet,key_score,4-/-3,0.07589961015066482,bfa_2020,NA
houet,key_score,4-/-4,0.05152726679816943,bfa_2020,NA
houet,key_score,5-/-4,2.56957375995917e-4,bfa_2020,NA
ioba,key_score,2-/-2,0.06220133683541903,bfa_2020,NA
ioba,key_score,2-/-4,0.12744937343980017,bfa_2020,NA
ioba,key_score,3-/-1,0.014585689726716089,bfa_2020,NA
ioba,key_score,3-/-2,0.052561601775359,bfa_2020,NA
ioba,key_score,3-/-3,0.037837483785529646,bfa_2020,NA
ioba,key_score,3-/-4,0.3112640505130593,bfa_2020,NA
ioba,key_score,4-/-2,0.070776220691459,bfa_2020,NA
ioba,key_score,4-/-3,0.01042693096667817,bfa_2020,NA
ioba,key_score,4-/-4,0.30247038129930154,bfa_2020,NA
ioba,key_score,5-/-4,0.01042693096667817,bfa_2020,NA
kadiogo,key_score,1-/-1,0.024083677065845903,bfa_2020,NA
kadiogo,key_score,1-/-2,0.10436260061866558,bfa_2020,NA
kadiogo,key_score,1-/-3,0.008027892355281967,bfa_2020,NA
kadiogo,key_score,2-/-1,0.20506169985693395,bfa_2020,NA
kadiogo,key_score,2-/-2,0.3005865788055242,bfa_2020,NA
kadiogo,key_score,2-/-3,0.040139461776409834,bfa_2020,NA
kadiogo,key_score,3-/-1,0.03211156942112787,bfa_2020,NA
kadiogo,key_score,3-/-2,0.11780120370621089,bfa_2020,NA
kadiogo,key_score,3-/-3,0.047012094654007464,bfa_2020,NA
kadiogo,key_score,3-/-4,0.04334859327361028,bfa_2020,NA
kadiogo,key_score,4-/-1,0.022424641457092793,bfa_2020,NA
kadiogo,key_score,4-/-2,0.024083677065845903,bfa_2020,NA
kadiogo,key_score,4-/-4,0.02292841758816156,bfa_2020,NA
kadiogo,key_score,5-/-2,0.008027892355281967,bfa_2020,NA
kenedougou,key_score,2-/-1,0.09208541945283871,bfa_2020,NA
kenedougou,key_score,2-/-2,0.2861927809379105,bfa_2020,NA
kenedougou,key_score,2-/-3,0.11430010910277837,bfa_2020,NA
kenedougou,key_score,2-/-4,3.3859564304866024e-4,bfa_2020,NA
kenedougou,key_score,3-/-1,0.06705694074960886,bfa_2020,NA
kenedougou,key_score,3-/-2,0.1572704523521611,bfa_2020,NA
kenedougou,key_score,3-/-3,0.07628033793492611,bfa_2020,NA
kenedougou,key_score,3-/-4,0.04794906987381275,bfa_2020,NA
kenedougou,key_score,4-/-2,0.06733867158873866,bfa_2020,NA
kenedougou,key_score,4-/-3,0.07808723098236332,bfa_2020,NA
kenedougou,key_score,4-/-4,0.01310039138181298,bfa_2020,NA
komonjdjari,key_score,1-/-1,0.0082559012754023,bfa_2020,NA
komonjdjari,key_score,2-/-1,0.05060722658482433,bfa_2020,NA
komonjdjari,key_score,2-/-2,0.0337181526697713,bfa_2020,NA
komonjdjari,key_score,2-/-3,0.0082559012754023,bfa_2020,NA
komonjdjari,key_score,2-/-4,0.0330236051016092,bfa_2020,NA
komonjdjari,key_score,3-/-1,0.034412700237933413,bfa_2020,NA
komonjdjari,key_score,3-/-2,0.14822815785870683,bfa_2020,NA
komonjdjari,key_score,3-/-3,0.10638058360636751,bfa_2020,NA
komonjdjari,key_score,3-/-4,0.19560398745342936,bfa_2020,NA
komonjdjari,key_score,4-/-1,0.017834413154629268,bfa_2020,NA
komonjdjari,key_score,4-/-2,0.09383740660132306,bfa_2020,NA
komonjdjari,key_score,4-/-3,0.05500366783446228,bfa_2020,NA
komonjdjari,key_score,4-/-4,0.1830954145951441,bfa_2020,NA
komonjdjari,key_score,5-/-1,0.0165118025508046,bfa_2020,NA
komonjdjari,key_score,5-/-2,6.28063035662564e-4,bfa_2020,NA
komonjdjari,key_score,5-/-3,6.28063035662564e-4,bfa_2020,NA
komonjdjari,key_score,5-/-4,0.013974953128864917,bfa_2020,NA
kompienga,key_score,1-/-1,0.00994165515167694,bfa_2020,NA
kompienga,key_score,2-/-1,0.09597343773812292,bfa_2020,NA
kompienga,key_score,2-/-2,0.07666397973121011,bfa_2020,NA
kompienga,key_score,2-/-3,0.01873560571047172,bfa_2020,NA
kompienga,key_score,2-/-4,0.09320845488707352,bfa_2020,NA
kompienga,key_score,3-/-1,0.03169174471602135,bfa_2020,NA
kompienga,key_score,3-/-2,0.11413519115215355,bfa_2020,NA
kompienga,key_score,3-/-3,0.1381806899022623,bfa_2020,NA
kompienga,key_score,3-/-4,0.14656374065345937,bfa_2020,NA
kompienga,key_score,4-/-2,0.05704634686699491,bfa_2020,NA
kompienga,key_score,4-/-3,0.06942863357610346,bfa_2020,NA
kompienga,key_score,4-/-4,0.1484305199144499,bfa_2020,NA
kossi,key_score,1-/-1,3.306178104070939e-4,bfa_2020,NA
kossi,key_score,2-/-1,0.05988712904152312,bfa_2020,NA
kossi,key_score,2-/-2,0.11839916229408341,bfa_2020,NA
kossi,key_score,2-/-3,0.07401365038628731,bfa_2020,NA
kossi,key_score,2-/-4,0.0676177449558667,bfa_2020,NA
kossi,key_score,3-/-1,0.027108401251590884,bfa_2020,NA
kossi,key_score,3-/-2,0.22984250943651988,bfa_2020,NA
kossi,key_score,3-/-3,0.06609345193110794,bfa_2020,NA
kossi,key_score,3-/-4,0.1523229272453333,bfa_2020,NA
kossi,key_score,4-/-2,0.013809264442024499,bfa_2020,NA
kossi,key_score,4-/-3,0.0890331459360801,bfa_2020,NA
kossi,key_score,4-/-4,0.09439949912981799,bfa_2020,NA
kossi,key_score,5-/-2,0.004099886699084917,bfa_2020,NA
kossi,key_score,5-/-4,0.0030426094402729023,bfa_2020,NA
koulpelogo,key_score,2-/-1,0.06587973967194248,bfa_2020,NA
koulpelogo,key_score,2-/-2,0.09834375113561657,bfa_2020,NA
koulpelogo,key_score,2-/-3,0.0028551502337828766,bfa_2020,NA
koulpelogo,key_score,2-/-4,0.3434430642229294,bfa_2020,NA
koulpelogo,key_score,3-/-2,0.034367444952862675,bfa_2020,NA
koulpelogo,key_score,3-/-4,0.4522556995490832,bfa_2020,NA
koulpelogo,key_score,4-/-4,0.0028551502337828766,bfa_2020,NA
kouritenga,key_score,2-/-1,0.0494300020294392,bfa_2020,NA
kouritenga,key_score,2-/-2,0.08973685064031814,bfa_2020,NA
kouritenga,key_score,2-/-3,0.03462250058128397,bfa_2020,NA
kouritenga,key_score,2-/-4,0.16819491609294726,bfa_2020,NA
kouritenga,key_score,3-/-1,0.11199359621443139,bfa_2020,NA
kouritenga,key_score,3-/-2,0.12146016425603251,bfa_2020,NA
kouritenga,key_score,3-/-3,0.0012035581895360732,bfa_2020,NA
kouritenga,key_score,3-/-4,0.22072176875970592,bfa_2020,NA
kouritenga,key_score,4-/-2,0.03463818398399698,bfa_2020,NA
kouritenga,key_score,4-/-4,0.14899660249257116,bfa_2020,NA
kouritenga,key_score,5-/-2,6.017790947680366e-4,bfa_2020,NA
kouritenga,key_score,5-/-4,0.01840007766496935,bfa_2020,NA
kourweogo,key_score,2-/-2,0.05926969399564777,bfa_2020,NA
kourweogo,key_score,2-/-3,0.02667027565535034,bfa_2020,NA
kourweogo,key_score,2-/-4,0.05926969399564777,bfa_2020,NA
kourweogo,key_score,3-/-1,0.11232178985321785,bfa_2020,NA
kourweogo,key_score,3-/-2,0.02768500664096058,bfa_2020,NA
kourweogo,key_score,3-/-3,0.02667027565535034,bfa_2020,NA
kourweogo,key_score,3-/-4,0.17159148384886563,bfa_2020,NA
kourweogo,key_score,4-/-4,0.3622415755167166,bfa_2020,NA
kourweogo,key_score,5-/-2,0.15428020483824317,bfa_2020,NA
leraba,key_score,2-/-2,0.625,bfa_2020,NA
leraba,key_score,3-/-1,0.125,bfa_2020,NA
leraba,key_score,3-/-3,0.125,bfa_2020,NA
leraba,key_score,3-/-4,0.125,bfa_2020,NA
loroum,key_score,1-/-1,0.006745262926367997,bfa_2020,NA
loroum,key_score,1-/-2,0.006745262926367997,bfa_2020,NA
loroum,key_score,2-/-1,0.06798496037682476,bfa_2020,NA
loroum,key_score,2-/-2,0.044232716839861234,bfa_2020,NA
loroum,key_score,2-/-3,0.0014588423697884198,bfa_2020,NA
loroum,key_score,2-/-4,0.016985499577816848,bfa_2020,NA
loroum,key_score,3-/-1,0.1038340980623953,bfa_2020,NA
loroum,key_score,3-/-2,0.22478025441600877,bfa_2020,NA
loroum,key_score,3-/-3,0.10169974308363977,bfa_2020,NA
loroum,key_score,3-/-4,0.1743873615871791,bfa_2020,NA
loroum,key_score,4-/-1,0.046610663695965525,bfa_2020,NA
loroum,key_score,4-/-2,0.068239588218555,bfa_2020,NA
loroum,key_score,4-/-3,0.041322075784123544,bfa_2020,NA
loroum,key_score,4-/-4,0.09497367013510567,bfa_2020,NA
mouhoun,key_score,1-/-2,0.03284427012862201,bfa_2020,NA
mouhoun,key_score,2-/-1,0.029380160420368593,bfa_2020,NA
mouhoun,key_score,2-/-2,0.09065447882235025,bfa_2020,NA
mouhoun,key_score,2-/-3,0.024633202596466508,bfa_2020,NA
mouhoun,key_score,2-/-4,0.12224598329328205,bfa_2020,NA
mouhoun,key_score,3-/-1,0.05403923867225686,bfa_2020,NA
mouhoun,key_score,3-/-2,0.20500324218334773,bfa_2020,NA
mouhoun,key_score,3-/-3,0.10866644780152931,bfa_2020,NA
mouhoun,key_score,3-/-4,0.2465881567511836,bfa_2020,NA
mouhoun,key_score,4-/-1,0.016422135064311005,bfa_2020,NA
mouhoun,key_score,4-/-2,0.020692370947348777,bfa_2020,NA
mouhoun,key_score,4-/-3,0.008211067532155503,bfa_2020,NA
mouhoun,key_score,4-/-4,0.040619245786777815,bfa_2020,NA
nahouri,key_score,2-/-1,0.1264465364079431,bfa_2020,NA
nahouri,key_score,2-/-2,0.09483490230595731,bfa_2020,NA
nahouri,key_score,2-/-4,0.19968947603113513,bfa_2020,NA
nahouri,key_score,3-/-1,0.09483490230595731,bfa_2020,NA
nahouri,key_score,3-/-2,0.13145637211755334,bfa_2020,NA
nahouri,key_score,3-/-4,0.13145637211755334,bfa_2020,NA
nahouri,key_score,4-/-1,0.031611634101985774,bfa_2020,NA
nahouri,key_score,4-/-2,0.031611634101985774,bfa_2020,NA
nahouri,key_score,4-/-4,0.1264465364079431,bfa_2020,NA
nahouri,key_score,5-/-4,0.031611634101985774,bfa_2020,NA
namentenga,key_score,2-/-1,0.05636065843884018,bfa_2020,NA
namentenga,key_score,2-/-2,0.05735579823261289,bfa_2020,NA
namentenga,key_score,2-/-3,0.04177149874924005,bfa_2020,NA
namentenga,key_score,2-/-4,0.058491449097000284,bfa_2020,NA
namentenga,key_score,3-/-1,0.060415576041242106,bfa_2020,NA
namentenga,key_score,3-/-2,0.17284141700279043,bfa_2020,NA
namentenga,key_score,3-/-3,0.06660247377470349,bfa_2020,NA
namentenga,key_score,3-/-4,0.20713467844121253,bfa_2020,NA
namentenga,key_score,4-/-1,0.01706718866117564,bfa_2020,NA
namentenga,key_score,4-/-2,0.06770071811745518,bfa_2020,NA
namentenga,key_score,4-/-3,0.05677146906320661,bfa_2020,NA
namentenga,key_score,4-/-4,0.11698883962304181,bfa_2020,NA
namentenga,key_score,5-/-3,0.015452949182034765,bfa_2020,NA
namentenga,key_score,5-/-4,0.005045285575444014,bfa_2020,NA
nayala,key_score,1-/-1,0.005115013867283689,bfa_2020,NA
nayala,key_score,2-/-1,0.054591604727509124,bfa_2020,NA
nayala,key_score,2-/-2,0.0694233760345341,bfa_2020,NA
nayala,key_score,2-/-3,0.04321978496949336,bfa_2020,NA
nayala,key_score,2-/-4,0.1079369705049642,bfa_2020,NA
nayala,key_score,3-/-1,0.05778402623945576,bfa_2020,NA
nayala,key_score,3-/-2,0.16145297231980496,bfa_2020,NA
nayala,key_score,3-/-3,0.0715604833082516,bfa_2020,NA
nayala,key_score,3-/-4,0.1717583288789356,bfa_2020,NA
nayala,key_score,4-/-1,0.035878254989724634,bfa_2020,NA
nayala,key_score,4-/-2,0.061125144037570835,bfa_2020,NA
nayala,key_score,4-/-3,0.03120868281493222,bfa_2020,NA
nayala,key_score,4-/-4,0.11041695170162666,bfa_2020,NA
nayala,key_score,5-/-3,0.008410164084478302,bfa_2020,NA
nayala,key_score,5-/-4,0.010118241521434916,bfa_2020,NA
oubritenga,key_score,1-/-2,0.017297170238832198,bfa_2020,NA
oubritenga,key_score,2-/-1,0.11243635423281259,bfa_2020,NA
oubritenga,key_score,2-/-2,0.3037500158641219,bfa_2020,NA
oubritenga,key_score,2-/-3,0.006153123068156319,bfa_2020,NA
oubritenga,key_score,2-/-4,0.16114367671743596,bfa_2020,NA
oubritenga,key_score,3-/-1,0.02887980923393644,bfa_2020,NA
oubritenga,key_score,3-/-2,0.07861115413866773,bfa_2020,NA
oubritenga,key_score,3-/-3,0.09540896318218789,bfa_2020,NA
oubritenga,key_score,3-/-4,0.18836423652724865,bfa_2020,NA
oubritenga,key_score,4-/-2,1.1480370499159468e-4,bfa_2020,NA
oubritenga,key_score,4-/-3,7.691403835195399e-4,bfa_2020,NA
oubritenga,key_score,4-/-4,0.005728393799611564,bfa_2020,NA
oubritenga,key_score,5-/-4,0.0013431589084775132,bfa_2020,NA
oudalan,key_score,2-/-1,0.0181949442579637,bfa_2020,NA
oudalan,key_score,2-/-2,0.022380404296157147,bfa_2020,NA
oudalan,key_score,2-/-4,0.023515359836319222,bfa_2020,NA
oudalan,key_score,3-/-1,0.017896544226490323,bfa_2020,NA
oudalan,key_score,3-/-2,0.20106785205804678,bfa_2020,NA
oudalan,key_score,3-/-3,0.03945213951639953,bfa_2020,NA
oudalan,key_score,3-/-4,0.13500904284868545,bfa_2020,NA
oudalan,key_score,4-/-1,0.05084635304445137,bfa_2020,NA
oudalan,key_score,4-/-2,0.2073527951109121,bfa_2020,NA
oudalan,key_score,4-/-3,0.08576280512064045,bfa_2020,NA
oudalan,key_score,4-/-4,0.16324022244304992,bfa_2020,NA
oudalan,key_score,5-/-1,0.007115987454471481,bfa_2020,NA
oudalan,key_score,5-/-2,0.0035579937272357406,bfa_2020,NA
oudalan,key_score,5-/-3,0.010673981181707221,bfa_2020,NA
oudalan,key_score,5-/-4,0.013933574877469587,bfa_2020,NA
passore,key_score,1-/-1,0.004780208050390772,bfa_2020,NA
passore,key_score,1-/-3,0.004780208050390772,bfa_2020,NA
passore,key_score,2-/-2,0.013902532433230155,bfa_2020,NA
passore,key_score,2-/-3,0.026780593929538087,bfa_2020,NA
passore,key_score,2-/-4,0.04403231593937901,bfa_2020,NA
passore,key_score,3-/-1,0.03808615574265609,bfa_2020,NA
passore,key_score,3-/-2,0.10815851767793988,bfa_2020,NA
passore,key_score,3-/-3,0.06919701424803984,bfa_2020,NA
passore,key_score,3-/-4,0.40846325866011785,bfa_2020,NA
passore,key_score,4-/-2,0.07919915586259185,bfa_2020,NA
passore,key_score,4-/-3,0.02358455658520255,bfa_2020,NA
passore,key_score,4-/-4,0.1521904496703147,bfa_2020,NA
passore,key_score,5-/-4,0.026845033150208496,bfa_2020,NA
poni,key_score,2-/-1,0.017390938785319148,bfa_2020,NA
poni,key_score,2-/-2,0.02951604068551395,bfa_2020,NA
poni,key_score,2-/-3,0.017390938785319148,bfa_2020,NA
poni,key_score,2-/-4,0.09210851001511536,bfa_2020,NA
poni,key_score,3-/-2,0.34589188197774867,bfa_2020,NA
poni,key_score,3-/-3,0.02947873189105192,bfa_2020,NA
poni,key_score,3-/-4,0.262079587250548,bfa_2020,NA
poni,key_score,4-/-2,0.039973049660229264,bfa_2020,NA
poni,key_score,4-/-3,0.05376834079945919,bfa_2020,NA
poni,key_score,4-/-4,0.11240198014969538,bfa_2020,NA
sanguie,key_score,2-/-2,0.07407219245548335,bfa_2020,NA
sanguie,key_score,2-/-4,0.15547920846603294,bfa_2020,NA
sanguie,key_score,3-/-1,0.024690730818494454,bfa_2020,NA
sanguie,key_score,3-/-2,0.09307764117863059,bfa_2020,NA
sanguie,key_score,3-/-3,0.010224299539241848,bfa_2020,NA
sanguie,key_score,3-/-4,0.19293761272039373,bfa_2020,NA
sanguie,key_score,4-/-2,0.05561923692426979,bfa_2020,NA
sanguie,key_score,4-/-3,0.12455070236025761,bfa_2020,NA
sanguie,key_score,4-/-4,0.24465764471870122,bfa_2020,NA
sanguie,key_score,5-/-4,0.024690730818494454,bfa_2020,NA
sanmatenga,key_score,1-/-1,0.002457864796212408,bfa_2020,NA
sanmatenga,key_score,1-/-2,0.01110006939446721,bfa_2020,NA
sanmatenga,key_score,1-/-3,0.002457864796212408,bfa_2020,NA
sanmatenga,key_score,2-/-1,0.012289323981062042,bfa_2020,NA
sanmatenga,key_score,2-/-2,0.05619308008073071,bfa_2020,NA
sanmatenga,key_score,2-/-3,0.017807670723727468,bfa_2020,NA
sanmatenga,key_score,2-/-4,0.044602641257491395,bfa_2020,NA
sanmatenga,key_score,3-/-1,0.06966532945000423,bfa_2020,NA
sanmatenga,key_score,3-/-2,0.15017406293644833,bfa_2020,NA
sanmatenga,key_score,3-/-3,0.06782499555273105,bfa_2020,NA
sanmatenga,key_score,3-/-4,0.19952297336954264,bfa_2020,NA
sanmatenga,key_score,4-/-1,0.053152662478598976,bfa_2020,NA
sanmatenga,key_score,4-/-2,0.05706244182064015,bfa_2020,NA
sanmatenga,key_score,4-/-3,0.09984667823764819,bfa_2020,NA
sanmatenga,key_score,4-/-4,0.14684010142399267,bfa_2020,NA
sanmatenga,key_score,5-/-3,0.002984116746407899,bfa_2020,NA
sanmatenga,key_score,5-/-4,0.006018122954082206,bfa_2020,NA
seno,key_score,1-/-1,0.01225343375483446,bfa_2020,NA
seno,key_score,1-/-3,0.007472269972020553,bfa_2020,NA
seno,key_score,2-/-1,0.08848286235426474,bfa_2020,NA
seno,key_score,2-/-2,0.08435603538047333,bfa_2020,NA
seno,key_score,2-/-3,0.017141153876156605,bfa_2020,NA
seno,key_score,2-/-4,0.022486529337453088,bfa_2020,NA
seno,key_score,3-/-1,0.06843240183758452,bfa_2020,NA
seno,key_score,3-/-2,0.15549860732538007,bfa_2020,NA
seno,key_score,3-/-3,0.06862339576810798,bfa_2020,NA
seno,key_score,3-/-4,0.15603087034666294,bfa_2020,NA
seno,key_score,4-/-1,0.03362797094329071,bfa_2020,NA
seno,key_score,4-/-2,0.10903027807903283,bfa_2020,NA
seno,key_score,4-/-3,0.04226204772623556,bfa_2020,NA
seno,key_score,4-/-4,0.12475075489078474,bfa_2020,NA
seno,key_score,5-/-1,0.004084477918278154,bfa_2020,NA
seno,key_score,5-/-2,0.0027334552447198946,bfa_2020,NA
seno,key_score,5-/-3,0.0027334552447198946,bfa_2020,NA
sissili,key_score,2-/-2,0.15723237501432635,bfa_2020,NA
sissili,key_score,3-/-2,0.25,bfa_2020,NA
sissili,key_score,3-/-3,0.09276762498567365,bfa_2020,NA
sissili,key_score,3-/-4,0.25,bfa_2020,NA
sissili,key_score,4-/-3,0.15723237501432635,bfa_2020,NA
sissili,key_score,4-/-4,0.09276762498567365,bfa_2020,NA
soum,key_score,2-/-1,0.009360435918389143,bfa_2020,NA
soum,key_score,2-/-2,0.017332443033028874,bfa_2020,NA
soum,key_score,2-/-3,0.005207863862469056,bfa_2020,NA
soum,key_score,3-/-1,0.044409933548452664,bfa_2020,NA
soum,key_score,3-/-2,0.24052562294978516,bfa_2020,NA
soum,key_score,3-/-3,0.08254116245044801,bfa_2020,NA
soum,key_score,3-/-4,0.09475609063127578,bfa_2020,NA
soum,key_score,4-/-1,0.05815790247675918,bfa_2020,NA
soum,key_score,4-/-2,0.20264495551009912,bfa_2020,NA
soum,key_score,4-/-3,0.07273524315626764,bfa_2020,NA
soum,key_score,4-/-4,0.14401571097353524,bfa_2020,NA
soum,key_score,5-/-1,0.006608526045361421,bfa_2020,NA
soum,key_score,5-/-2,0.003120145306129714,bfa_2020,NA
soum,key_score,5-/-3,0.0085202418721541,bfa_2020,NA
soum,key_score,5-/-4,0.010063722265844784,bfa_2020,NA
sourou,key_score,1-/-2,0.011902264741074784,bfa_2020,NA
sourou,key_score,1-/-4,0.008388920760639781,bfa_2020,NA
sourou,key_score,2-/-1,0.016777841521279563,bfa_2020,NA
sourou,key_score,2-/-2,0.12378871706391074,bfa_2020,NA
sourou,key_score,2-/-3,0.05721435132980268,bfa_2020,NA
sourou,key_score,2-/-4,0.07508490150564652,bfa_2020,NA
sourou,key_score,3-/-1,0.02021071294947964,bfa_2020,NA
sourou,key_score,3-/-2,0.166689616357768,bfa_2020,NA
sourou,key_score,3-/-3,0.1391506034404801,bfa_2020,NA
sourou,key_score,3-/-4,0.15566956740994367,bfa_2020,NA
sourou,key_score,4-/-1,0.003967421580358261,bfa_2020,NA
sourou,key_score,4-/-2,0.07949284261753836,bfa_2020,NA
sourou,key_score,4-/-3,0.06221629146073518,bfa_2020,NA
sourou,key_score,4-/-4,0.07944594726134278,bfa_2020,NA
tapoa,key_score,1-/-2,0.00244415916949493,bfa_2020,NA
tapoa,key_score,2-/-1,0.020242628580799112,bfa_2020,NA
tapoa,key_score,2-/-2,0.026150934027584442,bfa_2020,NA
tapoa,key_score,2-/-3,0.01703575408137494,bfa_2020,NA
tapoa,key_score,2-/-4,0.07251207827280247,bfa_2020,NA
tapoa,key_score,3-/-1,0.060609422414504455,bfa_2020,NA
tapoa,key_score,3-/-2,0.14482433828046953,bfa_2020,NA
tapoa,key_score,3-/-3,0.047670968127264034,bfa_2020,NA
tapoa,key_score,3-/-4,0.22441321587659338,bfa_2020,NA
tapoa,key_score,4-/-1,0.014248814838183863,bfa_2020,NA
tapoa,key_score,4-/-2,0.051370201849054435,bfa_2020,NA
tapoa,key_score,4-/-3,0.03586306701926036,bfa_2020,NA
tapoa,key_score,4-/-4,0.2631336550251911,bfa_2020,NA
tapoa,key_score,5-/-2,0.0016297225085142944,bfa_2020,NA
tapoa,key_score,5-/-4,0.0178510399289086,bfa_2020,NA
tuy,key_score,2-/-1,0.001039643655242881,bfa_2020,NA
tuy,key_score,2-/-2,0.003118930965728643,bfa_2020,NA
tuy,key_score,2-/-3,0.001039643655242881,bfa_2020,NA
tuy,key_score,3-/-2,0.19312295539519247,bfa_2020,NA
tuy,key_score,3-/-3,0.11947212931345097,bfa_2020,NA
tuy,key_score,3-/-4,0.43402607341181726,bfa_2020,NA
tuy,key_score,4-/-2,0.059216242829104045,bfa_2020,NA
tuy,key_score,4-/-3,0.001039643655242881,bfa_2020,NA
tuy,key_score,4-/-4,0.002079287310485762,bfa_2020,NA
tuy,key_score,5-/-2,0.1858454498084923,bfa_2020,NA
yagha,key_score,1-/-1,0.006590118589165416,bfa_2020,NA
yagha,key_score,2-/-1,0.020147193146167332,bfa_2020,NA
yagha,key_score,2-/-2,0.03201969907671175,bfa_2020,NA
yagha,key_score,2-/-3,0.0044031001244797955,bfa_2020,NA
yagha,key_score,2-/-4,0.025017488228345756,bfa_2020,NA
yagha,key_score,3-/-1,0.11147636014064427,bfa_2020,NA
yagha,key_score,3-/-2,0.11483650474939758,bfa_2020,NA
yagha,key_score,3-/-3,0.05208727014483128,bfa_2020,NA
yagha,key_score,3-/-4,0.11614037660554086,bfa_2020,NA
yagha,key_score,4-/-1,0.12460022151142135,bfa_2020,NA
yagha,key_score,4-/-2,0.09666530384063078,bfa_2020,NA
yagha,key_score,4-/-3,0.06043224497774752,bfa_2020,NA
yagha,key_score,4-/-4,0.20925429285580582,bfa_2020,NA
yagha,key_score,5-/-2,0.010904398108508968,bfa_2020,NA
yagha,key_score,5-/-4,0.015425427900601548,bfa_2020,NA
yatenga,key_score,1-/-1,0.020759880077952302,bfa_2020,NA
yatenga,key_score,2-/-1,0.021708400428755385,bfa_2020,NA
yatenga,key_score,2-/-2,0.06462612439460787,bfa_2020,NA
yatenga,key_score,2-/-3,0.03939191821581147,bfa_2020,NA
yatenga,key_score,2-/-4,0.03480751015332186,bfa_2020,NA
yatenga,key_score,3-/-1,0.10672105277311611,bfa_2020,NA
yatenga,key_score,3-/-2,0.22863771868688468,bfa_2020,NA
yatenga,key_score,3-/-3,0.1019399858799597,bfa_2020,NA
yatenga,key_score,3-/-4,0.1394537196142241,bfa_2020,NA
yatenga,key_score,4-/-1,0.008954650275380397,bfa_2020,NA
yatenga,key_score,4-/-2,0.07197481850217981,bfa_2020,NA
yatenga,key_score,4-/-3,0.02612924101443807,bfa_2020,NA
yatenga,key_score,4-/-4,0.12456390298771162,bfa_2020,NA
yatenga,key_score,5-/-2,0.009798428980683541,bfa_2020,NA
yatenga,key_score,5-/-4,5.32648014973141e-4,bfa_2020,NA
ziro,key_score,2-/-1,0.06553507194890255,bfa_2020,NA
ziro,key_score,2-/-2,0.09830260792335382,bfa_2020,NA
ziro,key_score,2-/-4,0.012582902427503524,bfa_2020,NA
ziro,key_score,3-/-1,0.012582902427503524,bfa_2020,NA
ziro,key_score,3-/-2,0.0956820481119689,bfa_2020,NA
ziro,key_score,3-/-3,0.03276753597445128,bfa_2020,NA
ziro,key_score,3-/-4,0.30295216952139903,bfa_2020,NA
ziro,key_score,4-/-2,0.09376405124718785,bfa_2020,NA
ziro,key_score,4-/-4,0.1920666591705417,bfa_2020,NA
ziro,key_score,5-/-4,0.09376405124718785,bfa_2020,NA
zondoma,key_score,1-/-1,0.005647963844440367,bfa_2020,NA
