admin2,indicator,choice,value,context,phase
kouritenga,time_queing_water_source,entre_31_45mn,0.15689065299838267,bfa_2020,NA
kouritenga,time_queing_water_source,entre_5_15mn,0.31340368476309133,bfa_2020,NA
kouritenga,time_queing_water_source,moins_5mn,0.1893123486006421,bfa_2020,NA
kouritenga,time_queing_water_source,nsp,0.01835502631025427,bfa_2020,NA
kouritenga,time_queing_water_source,plus_46mn,0.10247879633714828,bfa_2020,NA
kourweogo,time_queing_water_source,entre_16_30mn,0.4151202029643854,bfa_2020,NA
kourweogo,time_queing_water_source,entre_31_45mn,0.29373419420984326,bfa_2020,NA
kourweogo,time_queing_water_source,entre_5_15mn,0.11261024530634844,bfa_2020,NA
kourweogo,time_queing_water_source,moins_5mn,0.09186911233594519,bfa_2020,NA
kourweogo,time_queing_water_source,plus_46mn,0.08666624518347775,bfa_2020,NA
leraba,time_queing_water_source,eau_concession,0.125,bfa_2020,NA
leraba,time_queing_water_source,entre_16_30mn,0.125,bfa_2020,NA
leraba,time_queing_water_source,entre_5_15mn,0.375,bfa_2020,NA
leraba,time_queing_water_source,moins_5mn,0.375,bfa_2020,NA
loroum,time_queing_water_source,eau_concession,0.10818744795294513,bfa_2020,NA
loroum,time_queing_water_source,entre_16_30mn,0.3230628552368181,bfa_2020,NA
loroum,time_queing_water_source,entre_31_45mn,0.25429835931119443,bfa_2020,NA
loroum,time_queing_water_source,entre_5_15mn,0.14553223912367474,bfa_2020,NA
loroum,time_queing_water_source,moins_5mn,0.030395376339479842,bfa_2020,NA
loroum,time_queing_water_source,plus_46mn,0.13852372203588784,bfa_2020,NA
mouhoun,time_queing_water_source,eau_concession,0.1522065886562545,bfa_2020,NA
mouhoun,time_queing_water_source,entre_16_30mn,0.20032808705332342,bfa_2020,NA
mouhoun,time_queing_water_source,entre_31_45mn,0.0958876520003083,bfa_2020,NA
mouhoun,time_queing_water_source,entre_5_15mn,0.24057793210248998,bfa_2020,NA
mouhoun,time_queing_water_source,moins_5mn,0.20978490465826494,bfa_2020,NA
mouhoun,time_queing_water_source,plus_46mn,0.10121483552935878,bfa_2020,NA
nahouri,time_queing_water_source,eau_concession,0.18966980461191463,bfa_2020,NA
nahouri,time_queing_water_source,entre_16_30mn,0.09984473801556756,bfa_2020,NA
nahouri,time_queing_water_source,entre_31_45mn,0.06322326820397155,bfa_2020,NA
nahouri,time_queing_water_source,entre_5_15mn,0.2212814387139004,bfa_2020,NA
nahouri,time_queing_water_source,moins_5mn,0.16807784192914937,bfa_2020,NA
nahouri,time_queing_water_source,plus_46mn,0.25790290852549647,bfa_2020,NA
namentenga,time_queing_water_source,eau_concession,0.002656384058249609,bfa_2020,NA
namentenga,time_queing_water_source,entre_16_30mn,0.2840117403760095,bfa_2020,NA
namentenga,time_queing_water_source,entre_31_45mn,0.18186691968997543,bfa_2020,NA
namentenga,time_queing_water_source,entre_5_15mn,0.268202294441754,bfa_2020,NA
namentenga,time_queing_water_source,moins_5mn,0.08824698963384638,bfa_2020,NA
namentenga,time_queing_water_source,plus_46mn,0.17501567180016508,bfa_2020,NA
nayala,time_queing_water_source,eau_concession,0.15321025815437023,bfa_2020,NA
nayala,time_queing_water_source,entre_16_30mn,0.12386741718093564,bfa_2020,NA
nayala,time_queing_water_source,entre_31_45mn,0.07401426304836094,bfa_2020,NA
nayala,time_queing_water_source,entre_5_15mn,0.23083474864587458,bfa_2020,NA
nayala,time_queing_water_source,moins_5mn,0.37298703670028155,bfa_2020,NA
nayala,time_queing_water_source,nsp,0.004946007899190942,bfa_2020,NA
nayala,time_queing_water_source,plus_46mn,0.040140268370986054,bfa_2020,NA
oubritenga,time_queing_water_source,eau_concession,0.0777298800622991,bfa_2020,NA
oubritenga,time_queing_water_source,entre_16_30mn,0.21257446013941503,bfa_2020,NA
oubritenga,time_queing_water_source,entre_31_45mn,0.04798340430136293,bfa_2020,NA
oubritenga,time_queing_water_source,entre_5_15mn,0.3740552970651272,bfa_2020,NA
oubritenga,time_queing_water_source,moins_5mn,0.25873642405819186,bfa_2020,NA
oubritenga,time_queing_water_source,plus_46mn,0.028920534373603937,bfa_2020,NA
oudalan,time_queing_water_source,eau_concession,0.024878924362313933,bfa_2020,NA
oudalan,time_queing_water_source,entre_16_30mn,0.13706170795766684,bfa_2020,NA
oudalan,time_queing_water_source,entre_31_45mn,0.10011534091852597,bfa_2020,NA
oudalan,time_queing_water_source,entre_5_15mn,0.10841754192748532,bfa_2020,NA
oudalan,time_queing_water_source,moins_5mn,0.06971888166572524,bfa_2020,NA
oudalan,time_queing_water_source,nsp,0.011072282463044071,bfa_2020,NA
oudalan,time_queing_water_source,plus_46mn,0.5487353207052386,bfa_2020,NA
passore,time_queing_water_source,eau_concession,0.009448030519193667,bfa_2020,NA
passore,time_queing_water_source,entre_16_30mn,0.33461261340732334,bfa_2020,NA
passore,time_queing_water_source,entre_31_45mn,0.12765829855185284,bfa_2020,NA
passore,time_queing_water_source,entre_5_15mn,0.17373944375078254,bfa_2020,NA
passore,time_queing_water_source,moins_5mn,0.004724015259596833,bfa_2020,NA
passore,time_queing_water_source,plus_46mn,0.3498175985112507,bfa_2020,NA
poni,time_queing_water_source,eau_concession,0.012087793105732771,bfa_2020,NA
poni,time_queing_water_source,entre_16_30mn,0.08301433420189053,bfa_2020,NA
poni,time_queing_water_source,entre_31_45mn,0.10953680480150585,bfa_2020,NA
poni,time_queing_water_source,entre_5_15mn,0.34392651798510654,bfa_2020,NA
poni,time_queing_water_source,moins_5mn,0.3223189304678865,bfa_2020,NA
poni,time_queing_water_source,plus_46mn,0.1291156194378778,bfa_2020,NA
sanguie,time_queing_water_source,eau_concession,0.09876292327397782,bfa_2020,NA
sanguie,time_queing_water_source,entre_16_30mn,0.08005436025471445,bfa_2020,NA
sanguie,time_queing_water_source,entre_31_45mn,0.010224299539241848,bfa_2020,NA
sanguie,time_queing_water_source,entre_5_15mn,0.2877108364689079,bfa_2020,NA
sanguie,time_queing_water_source,moins_5mn,0.41570668327877747,bfa_2020,NA
sanguie,time_queing_water_source,plus_46mn,0.10754089718438051,bfa_2020,NA
sanmatenga,time_queing_water_source,eau_concession,0.046851668101013724,bfa_2020,NA
sanmatenga,time_queing_water_source,entre_16_30mn,0.24857142834382243,bfa_2020,NA
sanmatenga,time_queing_water_source,entre_31_45mn,0.19008997135015926,bfa_2020,NA
sanmatenga,time_queing_water_source,entre_5_15mn,0.13756533468737941,bfa_2020,NA
sanmatenga,time_queing_water_source,moins_5mn,0.03286979258841875,bfa_2020,NA
sanmatenga,time_queing_water_source,plus_46mn,0.3440518049292064,bfa_2020,NA
seno,time_queing_water_source,eau_concession,0.13807654456518445,bfa_2020,NA
seno,time_queing_water_source,entre_16_30mn,0.15879479756755158,bfa_2020,NA
seno,time_queing_water_source,entre_31_45mn,0.10737478973107611,bfa_2020,NA
seno,time_queing_water_source,entre_5_15mn,0.16239747148722294,bfa_2020,NA
seno,time_queing_water_source,moins_5mn,0.02840807403496315,bfa_2020,NA
seno,time_queing_water_source,nsp,0.014757285966789418,bfa_2020,NA
seno,time_queing_water_source,plus_46mn,0.3901910366472124,bfa_2020,NA
sissili,time_queing_water_source,entre_31_45mn,0.25,bfa_2020,NA
sissili,time_queing_water_source,entre_5_15mn,0.25,bfa_2020,NA
sissili,time_queing_water_source,moins_5mn,0.25,bfa_2020,NA
sissili,time_queing_water_source,plus_46mn,0.25,bfa_2020,NA
soum,time_queing_water_source,eau_concession,0.03778503137218746,bfa_2020,NA
soum,time_queing_water_source,entre_16_30mn,0.1319579279967529,bfa_2020,NA
soum,time_queing_water_source,entre_31_45mn,0.1850757190065188,bfa_2020,NA
soum,time_queing_water_source,entre_5_15mn,0.06757925953552499,bfa_2020,NA
soum,time_queing_water_source,moins_5mn,0.007316812275473091,bfa_2020,NA
soum,time_queing_water_source,plus_46mn,0.5702852498135427,bfa_2020,NA
sourou,time_queing_water_source,eau_concession,0.1179622351991837,bfa_2020,NA
sourou,time_queing_water_source,entre_16_30mn,0.2190054839841341,bfa_2020,NA
sourou,time_queing_water_source,entre_31_45mn,0.059959758796131676,bfa_2020,NA
sourou,time_queing_water_source,entre_5_15mn,0.34863312430046584,bfa_2020,NA
sourou,time_queing_water_source,moins_5mn,0.18426318969243116,bfa_2020,NA
sourou,time_queing_water_source,plus_46mn,0.07017620802765348,bfa_2020,NA
tapoa,time_queing_water_source,eau_concession,0.01464072986628864,bfa_2020,NA
tapoa,time_queing_water_source,entre_16_30mn,0.21264317885156764,bfa_2020,NA
tapoa,time_queing_water_source,entre_31_45mn,0.1748201782967777,bfa_2020,NA
tapoa,time_queing_water_source,entre_5_15mn,0.2289805609238003,bfa_2020,NA
tapoa,time_queing_water_source,moins_5mn,0.11189701532596197,bfa_2020,NA
tapoa,time_queing_water_source,nsp,0.001627030357512727,bfa_2020,NA
tapoa,time_queing_water_source,plus_46mn,0.25539130637809104,bfa_2020,NA
tuy,time_queing_water_source,eau_concession,0.003118930965728643,bfa_2020,NA
tuy,time_queing_water_source,entre_16_30mn,0.675968835083685,bfa_2020,NA
tuy,time_queing_water_source,entre_31_45mn,0.18792473711897806,bfa_2020,NA
tuy,time_queing_water_source,entre_5_15mn,0.01039643655242881,bfa_2020,NA
tuy,time_queing_water_source,moins_5mn,0.004158574620971524,bfa_2020,NA
tuy,time_queing_water_source,plus_46mn,0.11843248565820809,bfa_2020,NA
yagha,time_queing_water_source,eau_concession,0.04128383994817361,bfa_2020,NA
yagha,time_queing_water_source,entre_16_30mn,0.1714813210681673,bfa_2020,NA
yagha,time_queing_water_source,entre_31_45mn,0.2123671096327029,bfa_2020,NA
yagha,time_queing_water_source,entre_5_15mn,0.11308318172795837,bfa_2020,NA
yagha,time_queing_water_source,moins_5mn,0.051421395872448004,bfa_2020,NA
yagha,time_queing_water_source,nsp,0.008676182803953516,bfa_2020,NA
yagha,time_queing_water_source,plus_46mn,0.40168696894659633,bfa_2020,NA
yatenga,time_queing_water_source,eau_concession,0.08704029909519381,bfa_2020,NA
yatenga,time_queing_water_source,entre_16_30mn,0.2974316642119524,bfa_2020,NA
yatenga,time_queing_water_source,entre_31_45mn,0.1385355224500674,bfa_2020,NA
yatenga,time_queing_water_source,entre_5_15mn,0.2460193242519705,bfa_2020,NA
yatenga,time_queing_water_source,moins_5mn,0.03496648172422759,bfa_2020,NA
yatenga,time_queing_water_source,nsp,0.010431795265580088,bfa_2020,NA
yatenga,time_queing_water_source,plus_46mn,0.18557491300100828,bfa_2020,NA
ziro,time_queing_water_source,entre_16_30mn,0.09830260792335382,bfa_2020,NA
ziro,time_queing_water_source,entre_31_45mn,0.0453504384019548,bfa_2020,NA
ziro,time_queing_water_source,entre_5_15mn,0.2751658048550071,bfa_2020,NA
ziro,time_queing_water_source,moins_5mn,0.18900348472726344,bfa_2020,NA
ziro,time_queing_water_source,plus_46mn,0.39217766409242094,bfa_2020,NA
zondoma,time_queing_water_source,eau_concession,0.05025177020921065,bfa_2020,NA
zondoma,time_queing_water_source,entre_16_30mn,0.29239007448619925,bfa_2020,NA
zondoma,time_queing_water_source,entre_31_45mn,0.1000565872325914,bfa_2020,NA
zondoma,time_queing_water_source,entre_5_15mn,0.3287172504993187,bfa_2020,NA
zondoma,time_queing_water_source,moins_5mn,0.0636660286140425,bfa_2020,NA
zondoma,time_queing_water_source,plus_46mn,0.1649182889586376,bfa_2020,NA
zoundweogo,time_queing_water_source,eau_concession,0.0383845764713975,bfa_2020,NA
zoundweogo,time_queing_water_source,entre_16_30mn,0.17588944669166293,bfa_2020,NA
zoundweogo,time_queing_water_source,entre_31_45mn,0.07905782837122458,bfa_2020,NA
zoundweogo,time_queing_water_source,entre_5_15mn,0.25458594093430537,bfa_2020,NA
zoundweogo,time_queing_water_source,moins_5mn,0.24274972842323767,bfa_2020,NA
zoundweogo,time_queing_water_source,plus_46mn,0.20933247910817196,bfa_2020,NA
bale,time_going_water_source,eau_concession,0.11933161850058639,bfa_2020,NA
bale,time_going_water_source,entre_16_30mn,0.16833578896703424,bfa_2020,NA
bale,time_going_water_source,entre_31_45mn,0.025953028325942987,bfa_2020,NA
bale,time_going_water_source,entre_5_15mn,0.2590658780271399,bfa_2020,NA
bale,time_going_water_source,moins_5mn,0.3871764580276673,bfa_2020,NA
bale,time_going_water_source,plus_46mn,0.040137228151629116,bfa_2020,NA
bam,time_going_water_source,eau_concession,0.059776786171073355,bfa_2020,NA
bam,time_going_water_source,entre_16_30mn,0.24926645674638417,bfa_2020,NA
bam,time_going_water_source,entre_31_45mn,0.11215146348262456,bfa_2020,NA
bam,time_going_water_source,entre_5_15mn,0.40723473545937977,bfa_2020,NA
bam,time_going_water_source,moins_5mn,0.13073920667937855,bfa_2020,NA
bam,time_going_water_source,plus_46mn,0.04083135146115964,bfa_2020,NA
banwa,time_going_water_source,eau_concession,0.3007113759139035,bfa_2020,NA
banwa,time_going_water_source,entre_16_30mn,0.09166405882961429,bfa_2020,NA
banwa,time_going_water_source,entre_31_45mn,0.006778468354075298,bfa_2020,NA
banwa,time_going_water_source,entre_5_15mn,0.28006557136018834,bfa_2020,NA
banwa,time_going_water_source,moins_5mn,0.3207805255422185,bfa_2020,NA
bazega,time_going_water_source,eau_concession,0.039332566591288344,bfa_2020,NA
bazega,time_going_water_source,entre_16_30mn,0.10419785426276482,bfa_2020,NA
bazega,time_going_water_source,entre_31_45mn,0.009762533768669627,bfa_2020,NA
bazega,time_going_water_source,entre_5_15mn,0.43054848309147575,bfa_2020,NA
bazega,time_going_water_source,moins_5mn,0.34784922500894994,bfa_2020,NA
bazega,time_going_water_source,plus_46mn,0.06830933727685158,bfa_2020,NA
bougouriba,time_going_water_source,entre_16_30mn,0.054943829167450095,bfa_2020,NA
bougouriba,time_going_water_source,entre_31_45mn,0.13919475208294163,bfa_2020,NA
bougouriba,time_going_water_source,entre_5_15mn,0.38919475208294163,bfa_2020,NA
bougouriba,time_going_water_source,moins_5mn,0.38919475208294163,bfa_2020,NA
bougouriba,time_going_water_source,plus_46mn,0.027471914583725048,bfa_2020,NA
boulgou,time_going_water_source,eau_concession,0.10002076529262054,bfa_2020,NA
boulgou,time_going_water_source,entre_16_30mn,0.15122130778484325,bfa_2020,NA
boulgou,time_going_water_source,entre_31_45mn,0.03984239737054813,bfa_2020,NA
boulgou,time_going_water_source,entre_5_15mn,0.4329643391547938,bfa_2020,NA
boulgou,time_going_water_source,moins_5mn,0.19161975928659447,bfa_2020,NA
boulgou,time_going_water_source,plus_46mn,0.08433143111059976,bfa_2020,NA
boulkiemde,time_going_water_source,eau_concession,0.3149217626755304,bfa_2020,NA
boulkiemde,time_going_water_source,entre_16_30mn,0.07343492170325602,bfa_2020,NA
boulkiemde,time_going_water_source,entre_31_45mn,0.008040513494259665,bfa_2020,NA
boulkiemde,time_going_water_source,entre_5_15mn,0.2930614411056074,bfa_2020,NA
boulkiemde,time_going_water_source,moins_5mn,0.27088488229312235,bfa_2020,NA
boulkiemde,time_going_water_source,nsp,0.009798862074712759,bfa_2020,NA
boulkiemde,time_going_water_source,plus_46mn,0.02985761665351135,bfa_2020,NA
comoe,time_going_water_source,eau_concession,0.13915264546130124,bfa_2020,NA
comoe,time_going_water_source,entre_16_30mn,0.12124895978335436,bfa_2020,NA
comoe,time_going_water_source,entre_31_45mn,0.028779972307017215,bfa_2020,NA
comoe,time_going_water_source,entre_5_15mn,0.328590308261328,bfa_2020,NA
comoe,time_going_water_source,moins_5mn,0.32196226353088725,bfa_2020,NA
comoe,time_going_water_source,plus_46mn,0.06026585065611188,bfa_2020,NA
ganzourgou,time_going_water_source,eau_concession,0.05601005888284952,bfa_2020,NA
ganzourgou,time_going_water_source,entre_16_30mn,0.13702328285638993,bfa_2020,NA
ganzourgou,time_going_water_source,entre_31_45mn,0.010281929990542327,bfa_2020,NA
ganzourgou,time_going_water_source,entre_5_15mn,0.5107003051045066,bfa_2020,NA
ganzourgou,time_going_water_source,moins_5mn,0.22258995862920322,bfa_2020,NA
ganzourgou,time_going_water_source,nsp,0.011432032223076797,bfa_2020,NA
ganzourgou,time_going_water_source,plus_46mn,0.0519624323134316,bfa_2020,NA
gnagna,time_going_water_source,eau_concession,0.041868533674590175,bfa_2020,NA
gnagna,time_going_water_source,entre_16_30mn,0.264997363387281,bfa_2020,NA
gnagna,time_going_water_source,entre_31_45mn,0.058807050629414284,bfa_2020,NA
gnagna,time_going_water_source,entre_5_15mn,0.3871301713545622,bfa_2020,NA
gnagna,time_going_water_source,moins_5mn,0.19881836784801676,bfa_2020,NA
gnagna,time_going_water_source,plus_46mn,0.04837851310613549,bfa_2020,NA
gourma,time_going_water_source,eau_concession,0.030543280415775625,bfa_2020,NA
gourma,time_going_water_source,entre_16_30mn,0.2177554116421029,bfa_2020,NA
gourma,time_going_water_source,entre_31_45mn,0.13548362554477378,bfa_2020,NA
gourma,time_going_water_source,entre_5_15mn,0.40334117559975513,bfa_2020,NA
gourma,time_going_water_source,moins_5mn,0.174294522016567,bfa_2020,NA
gourma,time_going_water_source,plus_46mn,0.03858198478102549,bfa_2020,NA
houet,time_going_water_source,eau_concession,0.3320172152094352,bfa_2020,NA
houet,time_going_water_source,entre_16_30mn,0.09018073044950473,bfa_2020,NA
houet,time_going_water_source,entre_31_45mn,0.044854887134829095,bfa_2020,NA
houet,time_going_water_source,entre_5_15mn,0.17769097189743138,bfa_2020,NA
houet,time_going_water_source,moins_5mn,0.27641542032797256,bfa_2020,NA
houet,time_going_water_source,plus_46mn,0.07884077498082698,bfa_2020,NA
ioba,time_going_water_source,entre_16_30mn,0.2856251877102415,bfa_2020,NA
ioba,time_going_water_source,entre_31_45mn,0.052561601775359,bfa_2020,NA
ioba,time_going_water_source,entre_5_15mn,0.28940101221731296,bfa_2020,NA
ioba,time_going_water_source,moins_5mn,0.3515583363637303,bfa_2020,NA
ioba,time_going_water_source,plus_46mn,0.02085386193335634,bfa_2020,NA
kadiogo,time_going_water_source,eau_concession,0.5126298512603615,bfa_2020,NA
kadiogo,time_going_water_source,entre_16_30mn,0.10008638338689385,bfa_2020,NA
kadiogo,time_going_water_source,entre_31_45mn,0.008027892355281967,bfa_2020,NA
kadiogo,time_going_water_source,entre_5_15mn,0.2802158093679475,bfa_2020,NA
kadiogo,time_going_water_source,moins_5mn,0.09101217127423332,bfa_2020,NA
kadiogo,time_going_water_source,plus_46mn,0.008027892355281967,bfa_2020,NA
kenedougou,time_going_water_source,eau_concession,0.38832752645480706,bfa_2020,NA
kenedougou,time_going_water_source,entre_16_30mn,0.039591610684898894,bfa_2020,NA
kenedougou,time_going_water_source,entre_5_15mn,0.3480424244710878,bfa_2020,NA
kenedougou,time_going_water_source,moins_5mn,0.22336124710310895,bfa_2020,NA
kenedougou,time_going_water_source,plus_46mn,6.771912860973205e-4,bfa_2020,NA
komonjdjari,time_going_water_source,eau_concession,0.0409414974162756,bfa_2020,NA
komonjdjari,time_going_water_source,entre_16_30mn,0.28756161399538854,bfa_2020,NA
komonjdjari,time_going_water_source,entre_31_45mn,0.1482444521753758,bfa_2020,NA
komonjdjari,time_going_water_source,entre_5_15mn,0.4011412004382021,bfa_2020,NA
komonjdjari,time_going_water_source,moins_5mn,0.09069421458323851,bfa_2020,NA
komonjdjari,time_going_water_source,plus_46mn,0.03141702139151952,bfa_2020,NA
kompienga,time_going_water_source,eau_concession,0.06729617687597426,bfa_2020,NA
kompienga,time_going_water_source,entre_16_30mn,0.26455294539506535,bfa_2020,NA
kompienga,time_going_water_source,entre_31_45mn,0.10482761583225751,bfa_2020,NA
kompienga,time_going_water_source,entre_5_15mn,0.42530552448007575,bfa_2020,NA
kompienga,time_going_water_source,moins_5mn,0.13313647430176395,bfa_2020,NA
kompienga,time_going_water_source,plus_46mn,0.00488126311486322,bfa_2020,NA
kossi,time_going_water_source,eau_concession,0.19394019216474442,bfa_2020,NA
kossi,time_going_water_source,entre_16_30mn,0.07066000444784533,bfa_2020,NA
kossi,time_going_water_source,entre_31_45mn,0.008420760975917653,bfa_2020,NA
kossi,time_going_water_source,entre_5_15mn,0.37170543016097624,bfa_2020,NA
kossi,time_going_water_source,moins_5mn,0.32913040530990956,bfa_2020,NA
kossi,time_going_water_source,plus_46mn,0.026143206940606793,bfa_2020,NA
koulpelogo,time_going_water_source,entre_16_30mn,0.005710300467565753,bfa_2020,NA
koulpelogo,time_going_water_source,entre_31_45mn,0.004758583722971462,bfa_2020,NA
koulpelogo,time_going_water_source,entre_5_15mn,0.5429857167279454,bfa_2020,NA
koulpelogo,time_going_water_source,moins_5mn,0.44369024884773456,bfa_2020,NA
koulpelogo,time_going_water_source,plus_46mn,0.0028551502337828766,bfa_2020,NA
kouritenga,time_going_water_source,eau_concession,0.0477473859127658,bfa_2020,NA
kouritenga,time_going_water_source,entre_16_30mn,0.20918877638421232,bfa_2020,NA
kouritenga,time_going_water_source,entre_31_45mn,0.06818627042704663,bfa_2020,NA
kouritenga,time_going_water_source,entre_5_15mn,0.4738606750507789,bfa_2020,NA
kouritenga,time_going_water_source,moins_5mn,0.18266186591494213,bfa_2020,NA
kouritenga,time_going_water_source,nsp,0.01835502631025427,bfa_2020,NA
kourweogo,time_going_water_source,entre_16_30mn,0.19047662325794967,bfa_2020,NA
kourweogo,time_going_water_source,entre_31_45mn,0.07714010241912159,bfa_2020,NA
kourweogo,time_going_water_source,entre_5_15mn,0.5605033350209325,bfa_2020,NA
kourweogo,time_going_water_source,moins_5mn,0.17187993930199622,bfa_2020,NA
leraba,time_going_water_source,eau_concession,0.125,bfa_2020,NA
leraba,time_going_water_source,entre_31_45mn,0.125,bfa_2020,NA
leraba,time_going_water_source,entre_5_15mn,0.375,bfa_2020,NA
leraba,time_going_water_source,moins_5mn,0.375,bfa_2020,NA
loroum,time_going_water_source,eau_concession,0.10818744795294513,bfa_2020,NA
loroum,time_going_water_source,entre_16_30mn,0.26496891883578005,bfa_2020,NA
loroum,time_going_water_source,entre_31_45mn,0.04471834052266137,bfa_2020,NA
loroum,time_going_water_source,entre_5_15mn,0.4729457273758814,bfa_2020,NA
loroum,time_going_water_source,moins_5mn,0.09668035952156338,bfa_2020,NA
loroum,time_going_water_source,plus_46mn,0.01249920579116873,bfa_2020,NA
mouhoun,time_going_water_source,eau_concession,0.1522065886562545,bfa_2020,NA
mouhoun,time_going_water_source,entre_16_30mn,0.14509285436830732,bfa_2020,NA
mouhoun,time_going_water_source,entre_31_45mn,0.02051337250081996,bfa_2020,NA
mouhoun,time_going_water_source,entre_5_15mn,0.37438359080489975,bfa_2020,NA
mouhoun,time_going_water_source,moins_5mn,0.2897666500902498,bfa_2020,NA
mouhoun,time_going_water_source,plus_46mn,0.01803694357946857,bfa_2020,NA
nahouri,time_going_water_source,eau_concession,0.18966980461191463,bfa_2020,NA
nahouri,time_going_water_source,entre_16_30mn,0.1264465364079431,bfa_2020,NA
nahouri,time_going_water_source,entre_31_45mn,0.09483490230595731,bfa_2020,NA
nahouri,time_going_water_source,entre_5_15mn,0.29452437833709244,bfa_2020,NA
nahouri,time_going_water_source,moins_5mn,0.2313011101331209,bfa_2020,NA
nahouri,time_going_water_source,plus_46mn,0.06322326820397155,bfa_2020,NA
namentenga,time_going_water_source,eau_concession,0.002656384058249609,bfa_2020,NA
namentenga,time_going_water_source,entre_16_30mn,0.15217229811550192,bfa_2020,NA
namentenga,time_going_water_source,entre_31_45mn,0.04992326718466479,bfa_2020,NA
namentenga,time_going_water_source,entre_5_15mn,0.5475948196786472,bfa_2020,NA
namentenga,time_going_water_source,moins_5mn,0.17101297874353716,bfa_2020,NA
namentenga,time_going_water_source,plus_46mn,0.07664025221939928,bfa_2020,NA
nayala,time_going_water_source,eau_concession,0.1450779756083971,bfa_2020,NA
nayala,time_going_water_source,entre_16_30mn,0.0495290171846228,bfa_2020,NA
nayala,time_going_water_source,entre_31_45mn,0.010609665614248035,bfa_2020,NA
nayala,time_going_water_source,entre_5_15mn,0.29569214762276186,bfa_2020,NA
nayala,time_going_water_source,moins_5mn,0.4893072708390804,bfa_2020,NA
nayala,time_going_water_source,nsp,0.004946007899190942,bfa_2020,NA
nayala,time_going_water_source,plus_46mn,0.004837915231698836,bfa_2020,NA
oubritenga,time_going_water_source,eau_concession,0.0777298800622991,bfa_2020,NA
oubritenga,time_going_water_source,entre_16_30mn,0.09320557050083421,bfa_2020,NA
oubritenga,time_going_water_source,entre_31_45mn,7.690520934898758e-4,bfa_2020,NA
oubritenga,time_going_water_source,entre_5_15mn,0.5727112619673548,bfa_2020,NA
oubritenga,time_going_water_source,moins_5mn,0.25558423537602204,bfa_2020,NA
oudalan,time_going_water_source,eau_concession,0.024878924362313933,bfa_2020,NA
oudalan,time_going_water_source,entre_16_30mn,0.2131132933553552,bfa_2020,NA
oudalan,time_going_water_source,entre_31_45mn,0.10364843769872316,bfa_2020,NA
oudalan,time_going_water_source,entre_5_15mn,0.3252210914683706,bfa_2020,NA
oudalan,time_going_water_source,moins_5mn,0.16647033296898975,bfa_2020,NA
oudalan,time_going_water_source,plus_46mn,0.1666679201462473,bfa_2020,NA
passore,time_going_water_source,eau_concession,0.009448030519193667,bfa_2020,NA
passore,time_going_water_source,entre_16_30mn,0.19956822406904626,bfa_2020,NA
passore,time_going_water_source,entre_31_45mn,0.07678448967084649,bfa_2020,NA
passore,time_going_water_source,entre_5_15mn,0.36122803154946037,bfa_2020,NA
passore,time_going_water_source,moins_5mn,0.3364919066099534,bfa_2020,NA
passore,time_going_water_source,plus_46mn,0.0164793175814998,bfa_2020,NA
poni,time_going_water_source,eau_concession,0.012087793105732771,bfa_2020,NA
poni,time_going_water_source,entre_16_30mn,0.10427096791638152,bfa_2020,NA
poni,time_going_water_source,entre_31_45mn,0.06945178155128118,bfa_2020,NA
poni,time_going_water_source,entre_5_15mn,0.3788495948301573,bfa_2020,NA
poni,time_going_water_source,moins_5mn,0.43533986259644725,bfa_2020,NA
sanguie,time_going_water_source,eau_concession,0.09876292327397782,bfa_2020,NA
sanguie,time_going_water_source,entre_16_30mn,0.1279894962628642,bfa_2020,NA
sanguie,time_going_water_source,entre_31_45mn,0.010224299539241848,bfa_2020,NA
sanguie,time_going_water_source,entre_5_15mn,0.3396356720025213,bfa_2020,NA
sanguie,time_going_water_source,moins_5mn,0.36632522164178855,bfa_2020,NA
sanguie,time_going_water_source,plus_46mn,0.05706238727960626,bfa_2020,NA
sanmatenga,time_going_water_source,eau_concession,0.046851668101013724,bfa_2020,NA
sanmatenga,time_going_water_source,entre_16_30mn,0.223491091969891,bfa_2020,NA
sanmatenga,time_going_water_source,entre_31_45mn,0.11982263269398938,bfa_2020,NA
sanmatenga,time_going_water_source,entre_5_15mn,0.4031852126621981,bfa_2020,NA
sanmatenga,time_going_water_source,moins_5mn,0.1448984226374945,bfa_2020,NA
sanmatenga,time_going_water_source,plus_46mn,0.06175097193541334,bfa_2020,NA
seno,time_going_water_source,eau_concession,0.13807654456518445,bfa_2020,NA
seno,time_going_water_source,entre_16_30mn,0.13972849705286158,bfa_2020,NA
seno,time_going_water_source,entre_31_45mn,0.06162921400202025,bfa_2020,NA
seno,time_going_water_source,entre_5_15mn,0.3037850726497826,bfa_2020,NA
seno,time_going_water_source,moins_5mn,0.20216936077908187,bfa_2020,NA
seno,time_going_water_source,nsp,0.00920389238528987,bfa_2020,NA
seno,time_going_water_source,plus_46mn,0.1454074185657794,bfa_2020,NA
sissili,time_going_water_source,entre_16_30mn,0.25,bfa_2020,NA
sissili,time_going_water_source,entre_5_15mn,0.15723237501432635,bfa_2020,NA
sissili,time_going_water_source,moins_5mn,0.34276762498567365,bfa_2020,NA
sissili,time_going_water_source,plus_46mn,0.25,bfa_2020,NA
soum,time_going_water_source,eau_concession,0.03778503137218746,bfa_2020,NA
