admin2,indicator,choice,value,context
kourweogo,gam_muac,Phase,2-3,bfa_2020
komonjdjari,gam_muac,Phase,2-3,bfa_2020
kossi,gam_muac,Phase,2-3,bfa_2020
nayala,gam_muac,Phase,2-3,bfa_2020
namentenga,gam_muac,Phase,2-3,bfa_2020
sanmatenga,gam_muac,Phase,2-3,bfa_2020
passore,gam_muac,Phase,2-3,bfa_2020
sourou,gam_muac,Phase,2-3,bfa_2020
zondoma,gam_muac,Phase,2-3,bfa_2020
bam,gam_muac,Phase,2-3,bfa_2020
yagha,gam_muac,Phase,2-3,bfa_2020
yatenga,gam_muac,Phase,2-3,bfa_2020
loroum,gam_muac,Phase,2-3,bfa_2020
seno,gam_muac,Phase,2-3,bfa_2020
soum,gam_muac,Phase,2-3,bfa_2020
oudalan,gam_muac,Phase,2-3,bfa_2020
bale,nb_cases_cholera,Phase,1,bfa_2020
bale,nb_cases_awd,Phase,3,bfa_2020
bale,nb_death_awd,Phase,1,bfa_2020
bale,nb_cases_meningitis,Phase,5,bfa_2020
bale,nb_cases_malaria,Phase,NA,bfa_2020
bale,nb_cases_dengues,Phase,NA,bfa_2020
bam,nb_cases_cholera,Phase,1,bfa_2020
bam,nb_cases_awd,Phase,1,bfa_2020
bam,nb_death_awd,Phase,1,bfa_2020
bam,nb_cases_meningitis,Phase,3,bfa_2020
bam,nb_cases_malaria,Phase,NA,bfa_2020
bam,nb_cases_dengues,Phase,NA,bfa_2020
banwa,nb_cases_cholera,Phase,1,bfa_2020
banwa,nb_cases_awd,Phase,3,bfa_2020
banwa,nb_death_awd,Phase,1,bfa_2020
banwa,nb_cases_meningitis,Phase,4,bfa_2020
banwa,nb_cases_malaria,Phase,NA,bfa_2020
banwa,nb_cases_dengues,Phase,NA,bfa_2020
bazega,nb_cases_cholera,Phase,1,bfa_2020
bazega,nb_cases_awd,Phase,3,bfa_2020
bazega,nb_death_awd,Phase,1,bfa_2020
bazega,nb_cases_meningitis,Phase,5,bfa_2020
bazega,nb_cases_malaria,Phase,NA,bfa_2020
bazega,nb_cases_dengues,Phase,NA,bfa_2020
bougouriba,nb_cases_cholera,Phase,1,bfa_2020
bougouriba,nb_cases_awd,Phase,1,bfa_2020
bougouriba,nb_death_awd,Phase,1,bfa_2020
bougouriba,nb_cases_meningitis,Phase,5,bfa_2020
bougouriba,nb_cases_malaria,Phase,NA,bfa_2020
bougouriba,nb_cases_dengues,Phase,NA,bfa_2020
boulgou,nb_cases_cholera,Phase,1,bfa_2020
boulgou,nb_cases_awd,Phase,3,bfa_2020
boulgou,nb_death_awd,Phase,1,bfa_2020
boulgou,nb_cases_meningitis,Phase,5,bfa_2020
boulgou,nb_cases_malaria,Phase,NA,bfa_2020
boulgou,nb_cases_dengues,Phase,NA,bfa_2020
boulkiemde,nb_cases_cholera,Phase,1,bfa_2020
boulkiemde,nb_cases_awd,Phase,3,bfa_2020
boulkiemde,nb_death_awd,Phase,1,bfa_2020
boulkiemde,nb_cases_meningitis,Phase,5,bfa_2020
boulkiemde,nb_cases_malaria,Phase,NA,bfa_2020
boulkiemde,nb_cases_dengues,Phase,NA,bfa_2020
comoe,nb_cases_cholera,Phase,1,bfa_2020
comoe,nb_cases_awd,Phase,1,bfa_2020
comoe,nb_death_awd,Phase,1,bfa_2020
comoe,nb_cases_meningitis,Phase,5,bfa_2020
comoe,nb_cases_malaria,Phase,NA,bfa_2020
comoe,nb_cases_dengues,Phase,NA,bfa_2020
ganzourgou,nb_cases_cholera,Phase,1,bfa_2020
ganzourgou,nb_cases_awd,Phase,1,bfa_2020
ganzourgou,nb_death_awd,Phase,1,bfa_2020
ganzourgou,nb_cases_meningitis,Phase,5,bfa_2020
ganzourgou,nb_cases_malaria,Phase,NA,bfa_2020
ganzourgou,nb_cases_dengues,Phase,NA,bfa_2020
gnagna,nb_cases_cholera,Phase,1,bfa_2020
gnagna,nb_cases_awd,Phase,3,bfa_2020
gnagna,nb_death_awd,Phase,4,bfa_2020
gnagna,nb_cases_meningitis,Phase,5,bfa_2020
gnagna,nb_cases_malaria,Phase,NA,bfa_2020
gnagna,nb_cases_dengues,Phase,NA,bfa_2020
gourma,nb_cases_cholera,Phase,1,bfa_2020
gourma,nb_cases_awd,Phase,1,bfa_2020
gourma,nb_death_awd,Phase,1,bfa_2020
gourma,nb_cases_meningitis,Phase,5,bfa_2020
gourma,nb_cases_malaria,Phase,NA,bfa_2020
gourma,nb_cases_dengues,Phase,NA,bfa_2020
houet,nb_cases_cholera,Phase,1,bfa_2020
houet,nb_cases_awd,Phase,3,bfa_2020
houet,nb_death_awd,Phase,1,bfa_2020
houet,nb_cases_meningitis,Phase,5,bfa_2020
houet,nb_cases_malaria,Phase,NA,bfa_2020
houet,nb_cases_dengues,Phase,NA,bfa_2020
ioba,nb_cases_cholera,Phase,1,bfa_2020
ioba,nb_cases_awd,Phase,3,bfa_2020
ioba,nb_death_awd,Phase,1,bfa_2020
ioba,nb_cases_meningitis,Phase,5,bfa_2020
ioba,nb_cases_malaria,Phase,NA,bfa_2020
ioba,nb_cases_dengues,Phase,NA,bfa_2020
kadiogo,nb_cases_cholera,Phase,1,bfa_2020
kadiogo,nb_cases_awd,Phase,3,bfa_2020
kadiogo,nb_death_awd,Phase,1,bfa_2020
kadiogo,nb_cases_meningitis,Phase,5,bfa_2020
kadiogo,nb_cases_malaria,Phase,NA,bfa_2020
kadiogo,nb_cases_dengues,Phase,NA,bfa_2020
kenedougou,nb_cases_cholera,Phase,1,bfa_2020
kenedougou,nb_cases_awd,Phase,3,bfa_2020
kenedougou,nb_death_awd,Phase,1,bfa_2020
kenedougou,nb_cases_meningitis,Phase,5,bfa_2020
kenedougou,nb_cases_malaria,Phase,NA,bfa_2020
kenedougou,nb_cases_dengues,Phase,NA,bfa_2020
komonjdjari,nb_cases_cholera,Phase,1,bfa_2020
komonjdjari,nb_cases_awd,Phase,3,bfa_2020
komonjdjari,nb_death_awd,Phase,1,bfa_2020
komonjdjari,nb_cases_meningitis,Phase,5,bfa_2020
komonjdjari,nb_cases_malaria,Phase,NA,bfa_2020
komonjdjari,nb_cases_dengues,Phase,NA,bfa_2020
kompienga,nb_cases_cholera,Phase,1,bfa_2020
kompienga,nb_cases_awd,Phase,1,bfa_2020
kompienga,nb_death_awd,Phase,1,bfa_2020
kompienga,nb_cases_meningitis,Phase,5,bfa_2020
kompienga,nb_cases_malaria,Phase,NA,bfa_2020
kompienga,nb_cases_dengues,Phase,NA,bfa_2020
kossi,nb_cases_cholera,Phase,1,bfa_2020
kossi,nb_cases_awd,Phase,3,bfa_2020
kossi,nb_death_awd,Phase,1,bfa_2020
kossi,nb_cases_meningitis,Phase,5,bfa_2020
kossi,nb_cases_malaria,Phase,NA,bfa_2020
kossi,nb_cases_dengues,Phase,NA,bfa_2020
koulpelogo,nb_cases_cholera,Phase,1,bfa_2020
koulpelogo,nb_cases_awd,Phase,3,bfa_2020
koulpelogo,nb_death_awd,Phase,1,bfa_2020
koulpelogo,nb_cases_meningitis,Phase,4,bfa_2020
koulpelogo,nb_cases_malaria,Phase,NA,bfa_2020
koulpelogo,nb_cases_dengues,Phase,NA,bfa_2020
kouritenga,nb_cases_cholera,Phase,1,bfa_2020
kouritenga,nb_cases_awd,Phase,1,bfa_2020
kouritenga,nb_death_awd,Phase,1,bfa_2020
kouritenga,nb_cases_meningitis,Phase,5,bfa_2020
kouritenga,nb_cases_malaria,Phase,NA,bfa_2020
kouritenga,nb_cases_dengues,Phase,NA,bfa_2020
kourweogo,nb_cases_cholera,Phase,1,bfa_2020
kourweogo,nb_cases_awd,Phase,1,bfa_2020
kourweogo,nb_death_awd,Phase,1,bfa_2020
kourweogo,nb_cases_meningitis,Phase,5,bfa_2020
kourweogo,nb_cases_malaria,Phase,NA,bfa_2020
kourweogo,nb_cases_dengues,Phase,NA,bfa_2020
leraba,nb_cases_cholera,Phase,1,bfa_2020
leraba,nb_cases_awd,Phase,3,bfa_2020
leraba,nb_death_awd,Phase,1,bfa_2020
leraba,nb_cases_meningitis,Phase,4,bfa_2020
leraba,nb_cases_malaria,Phase,NA,bfa_2020
leraba,nb_cases_dengues,Phase,NA,bfa_2020
loroum,nb_cases_cholera,Phase,1,bfa_2020
loroum,nb_cases_awd,Phase,1,bfa_2020
loroum,nb_death_awd,Phase,1,bfa_2020
loroum,nb_cases_meningitis,Phase,5,bfa_2020
loroum,nb_cases_malaria,Phase,NA,bfa_2020
loroum,nb_cases_dengues,Phase,NA,bfa_2020
mouhoun,nb_cases_cholera,Phase,1,bfa_2020
mouhoun,nb_cases_awd,Phase,3,bfa_2020
mouhoun,nb_death_awd,Phase,1,bfa_2020
mouhoun,nb_cases_meningitis,Phase,5,bfa_2020
mouhoun,nb_cases_malaria,Phase,NA,bfa_2020
mouhoun,nb_cases_dengues,Phase,NA,bfa_2020
nahouri,nb_cases_cholera,Phase,1,bfa_2020
nahouri,nb_cases_awd,Phase,1,bfa_2020
nahouri,nb_death_awd,Phase,1,bfa_2020
nahouri,nb_cases_meningitis,Phase,5,bfa_2020
nahouri,nb_cases_malaria,Phase,NA,bfa_2020
nahouri,nb_cases_dengues,Phase,NA,bfa_2020
namentenga,nb_cases_cholera,Phase,1,bfa_2020
namentenga,nb_cases_awd,Phase,3,bfa_2020
namentenga,nb_death_awd,Phase,1,bfa_2020
namentenga,nb_cases_meningitis,Phase,5,bfa_2020
namentenga,nb_cases_malaria,Phase,NA,bfa_2020
namentenga,nb_cases_dengues,Phase,NA,bfa_2020
nayala,nb_cases_cholera,Phase,1,bfa_2020
nayala,nb_cases_awd,Phase,3,bfa_2020
nayala,nb_death_awd,Phase,1,bfa_2020
nayala,nb_cases_meningitis,Phase,5,bfa_2020
nayala,nb_cases_malaria,Phase,NA,bfa_2020
nayala,nb_cases_dengues,Phase,NA,bfa_2020
noumbiel,nb_cases_cholera,Phase,1,bfa_2020
noumbiel,nb_cases_awd,Phase,3,bfa_2020
noumbiel,nb_death_awd,Phase,1,bfa_2020
noumbiel,nb_cases_meningitis,Phase,5,bfa_2020
noumbiel,nb_cases_malaria,Phase,NA,bfa_2020
noumbiel,nb_cases_dengues,Phase,NA,bfa_2020
oubritenga,nb_cases_cholera,Phase,1,bfa_2020
oubritenga,nb_cases_awd,Phase,1,bfa_2020
oubritenga,nb_death_awd,Phase,1,bfa_2020
oubritenga,nb_cases_meningitis,Phase,4,bfa_2020
oubritenga,nb_cases_malaria,Phase,NA,bfa_2020
oubritenga,nb_cases_dengues,Phase,NA,bfa_2020
passore,nb_cases_cholera,Phase,1,bfa_2020
passore,nb_cases_awd,Phase,3,bfa_2020
passore,nb_death_awd,Phase,1,bfa_2020
passore,nb_cases_meningitis,Phase,4,bfa_2020
passore,nb_cases_malaria,Phase,NA,bfa_2020
passore,nb_cases_dengues,Phase,NA,bfa_2020
poni,nb_cases_cholera,Phase,1,bfa_2020
poni,nb_cases_awd,Phase,1,bfa_2020
poni,nb_death_awd,Phase,1,bfa_2020
poni,nb_cases_meningitis,Phase,5,bfa_2020
poni,nb_cases_malaria,Phase,NA,bfa_2020
poni,nb_cases_dengues,Phase,NA,bfa_2020
sanguie,nb_cases_cholera,Phase,1,bfa_2020
sanguie,nb_cases_awd,Phase,3,bfa_2020
sanguie,nb_death_awd,Phase,1,bfa_2020
sanguie,nb_cases_meningitis,Phase,5,bfa_2020
sanguie,nb_cases_malaria,Phase,NA,bfa_2020
sanguie,nb_cases_dengues,Phase,NA,bfa_2020
sanmatenga,nb_cases_cholera,Phase,1,bfa_2020
sanmatenga,nb_cases_awd,Phase,3,bfa_2020
sanmatenga,nb_death_awd,Phase,1,bfa_2020
sanmatenga,nb_cases_meningitis,Phase,5,bfa_2020
sanmatenga,nb_cases_malaria,Phase,NA,bfa_2020
sanmatenga,nb_cases_dengues,Phase,NA,bfa_2020
seno,nb_cases_cholera,Phase,1,bfa_2020
seno,nb_cases_awd,Phase,3,bfa_2020
seno,nb_death_awd,Phase,1,bfa_2020
seno,nb_cases_meningitis,Phase,5,bfa_2020
seno,nb_cases_malaria,Phase,NA,bfa_2020
seno,nb_cases_dengues,Phase,NA,bfa_2020
sissili,nb_cases_cholera,Phase,1,bfa_2020
sissili,nb_cases_awd,Phase,1,bfa_2020
sissili,nb_death_awd,Phase,1,bfa_2020
sissili,nb_cases_meningitis,Phase,3,bfa_2020
sissili,nb_cases_malaria,Phase,NA,bfa_2020
sissili,nb_cases_dengues,Phase,NA,bfa_2020
soum,nb_cases_cholera,Phase,1,bfa_2020
soum,nb_cases_awd,Phase,1,bfa_2020
soum,nb_death_awd,Phase,1,bfa_2020
soum,nb_cases_meningitis,Phase,4,bfa_2020
soum,nb_cases_malaria,Phase,NA,bfa_2020
soum,nb_cases_dengues,Phase,NA,bfa_2020
sourou,nb_cases_cholera,Phase,1,bfa_2020
sourou,nb_cases_awd,Phase,3,bfa_2020
sourou,nb_death_awd,Phase,1,bfa_2020
sourou,nb_cases_meningitis,Phase,4,bfa_2020
sourou,nb_cases_malaria,Phase,NA,bfa_2020
sourou,nb_cases_dengues,Phase,NA,bfa_2020
tapoa,nb_cases_cholera,Phase,1,bfa_2020
tapoa,nb_cases_awd,Phase,1,bfa_2020
tapoa,nb_death_awd,Phase,1,bfa_2020
tapoa,nb_cases_meningitis,Phase,5,bfa_2020
tapoa,nb_cases_malaria,Phase,NA,bfa_2020
tapoa,nb_cases_dengues,Phase,NA,bfa_2020
tuy,nb_cases_cholera,Phase,1,bfa_2020
tuy,nb_cases_awd,Phase,3,bfa_2020
tuy,nb_death_awd,Phase,1,bfa_2020
tuy,nb_cases_meningitis,Phase,5,bfa_2020
tuy,nb_cases_malaria,Phase,NA,bfa_2020
tuy,nb_cases_dengues,Phase,NA,bfa_2020
yagha,nb_cases_cholera,Phase,1,bfa_2020
yagha,nb_cases_awd,Phase,1,bfa_2020
yagha,nb_death_awd,Phase,1,bfa_2020
yagha,nb_cases_meningitis,Phase,1,bfa_2020
yagha,nb_cases_malaria,Phase,NA,bfa_2020
yagha,nb_cases_dengues,Phase,NA,bfa_2020
yatenga,nb_cases_cholera,Phase,1,bfa_2020
yatenga,nb_cases_awd,Phase,1,bfa_2020
yatenga,nb_death_awd,Phase,1,bfa_2020
yatenga,nb_cases_meningitis,Phase,5,bfa_2020
yatenga,nb_cases_malaria,Phase,NA,bfa_2020
yatenga,nb_cases_dengues,Phase,NA,bfa_2020
ziro,nb_cases_cholera,Phase,1,bfa_2020
ziro,nb_cases_awd,Phase,3,bfa_2020
ziro,nb_death_awd,Phase,1,bfa_2020
ziro,nb_cases_meningitis,Phase,5,bfa_2020
ziro,nb_cases_malaria,Phase,NA,bfa_2020
ziro,nb_cases_dengues,Phase,NA,bfa_2020
zondoma,nb_cases_cholera,Phase,1,bfa_2020
zondoma,nb_cases_awd,Phase,1,bfa_2020
zondoma,nb_death_awd,Phase,1,bfa_2020
zondoma,nb_cases_meningitis,Phase,5,bfa_2020
zondoma,nb_cases_malaria,Phase,NA,bfa_2020
zondoma,nb_cases_dengues,Phase,NA,bfa_2020
zoundweogo,nb_cases_cholera,Phase,1,bfa_2020
zoundweogo,nb_cases_awd,Phase,3,bfa_2020
zoundweogo,nb_death_awd,Phase,1,bfa_2020
zoundweogo,nb_cases_meningitis,Phase,5,bfa_2020
zoundweogo,nb_cases_malaria,Phase,NA,bfa_2020
zoundweogo,nb_cases_dengues,Phase,NA,bfa_2020
