admin2,semaine,nb_cases_cholera,nb_cases_awd,nb_death_awd,nb_cases_meningitis,nb_cases_malaria,nb_cases_dengues,femme_local,homme_local,total_local,total,total_pdi,weights_adm2,nb_cases_cholera_twoWeeks_mean,nb_cases_awd_twoWeeks_mean,nb_death_awd_twoWeeks_mean,nb_cases_meningitis_twoWeeks_mean,nb_cases_malaria_twoWeeks_mean,nb_cases_dengues_twoWeeks_mean,nb_cases_cholera_per100k,nb_cases_awd_per100k,nb_death_awd_per100k,nb_cases_meningitis_per100k,nb_cases_malaria_per100k,nb_cases_dengues_per100k,nb_cases_cholera_twoWeeks_mean_per100k,nb_cases_awd_twoWeeks_mean_per100k,nb_death_awd_twoWeeks_mean_per100k,nb_cases_meningitis_twoWeeks_mean_per100k,nb_cases_malaria_twoWeeks_mean_per100k,nb_cases_dengues_twoWeeks_mean_per100k
comoe,14,0,0,0,1,187,0,688376,650688,1339064,1346656,NA,0.04821968758121471,0,0,0,1,184,0,0,0,0,0.07425801392486277,13.886248603949339,0,0,0,0,0.07425801392486277,13.66347456217475,0
comoe,15,0,0,0,1,175,0,688376,650688,1339064,1346656,NA,0.04821968758121471,0,0,0,1,181,0,0,0,0,0.07425801392486277,12.995152436850985,0,0,0,0,0.07425801392486277,13.44070052040016,0
comoe,16,0,0,0,2,239,0,688376,650688,1339064,1346656,NA,0.04821968758121471,0,0,0,1.5,207,0,0,0,0,0.14851602784972553,17.747665328042203,0,0,0,0,0.11138702088729416,15.371408882446593,0
comoe,17,0,0,0,5,168,0,688376,650688,1339064,1346656,NA,0.04821968758121471,0,0,0,3.5,203.5,0,0,0,0,0.3712900696243139,12.475346339376944,0,0,0,0,0.2599030487370197,15.111505833709574,0
comoe,18,0,0,0,1,187,0,688376,650688,1339064,1346656,NA,0.04821968758121471,0,0,0,3,177.5,0,0,0,0,0.07425801392486277,13.886248603949339,0,0,0,0,0.22277404177458832,13.180797471663142,0
comoe,19,0,0,0,0,201,0,688376,650688,1339064,1346656,NA,0.04821968758121471,0,0,0,0.5,194,0,0,0,0,0,14.925860798897418,0,0,0,0,0.037129006962431384,14.406054701423377,0
comoe,20,0,0,0,1,186,0,688376,650688,1339064,1346656,NA,0.04821968758121471,0,0,0,0.5,193.5,0,0,0,0,0.07425801392486277,13.811990590024477,0,0,0,0,0.037129006962431384,14.368925694460945,0
comoe,21,0,0,0,1,193,0,688376,650688,1339064,1346656,NA,0.04821968758121471,0,0,0,1,189.5,0,0,0,0,0.07425801392486277,14.331796687498514,0,0,0,0,0.07425801392486277,14.071893638761495,0
comoe,22,0,0,0,0,184,0,688376,650688,1339064,1346656,NA,0.04821968758121471,0,0,0,0.5,188.5,0,0,0,0,0,13.66347456217475,0,0,0,0,0.037129006962431384,13.997635624836633,0
comoe,23,0,0,0,2,171,0,688376,650688,1339064,1346656,NA,0.04821968758121471,0,0,0,1,177.5,0,0,0,0,0.14851602784972553,12.698120381151535,0,0,0,0,0.07425801392486277,13.180797471663142,0
comoe,24,0,0,0,0,250,0,688376,650688,1339064,1346656,NA,0.04821968758121471,0,0,0,1,210.5,0,0,0,0,0,18.56450348121569,0,0,0,0,0.07425801392486277,15.631311931183614,0
comoe,25,0,0,0,1,367,0,688376,650688,1339064,1346656,NA,0.04821968758121471,0,0,0,0.5,308.5,0,0,0,0,0.07425801392486277,27.25269111042464,0,0,0,0,0.037129006962431384,22.908597295820165,0
comoe,26,0,0,0,0,376,0,688376,650688,1339064,1346656,NA,0.04821968758121471,0,0,0,0.5,371.5,0,0,0,0,0,27.921013235748404,0,0,0,0,0.037129006962431384,27.58685217308652,0
comoe,27,0,0,0,1,448,0,688376,650688,1339064,1346656,NA,0.04821968758121471,0,0,0,0.5,412,0,0,0,0,0.07425801392486277,33.26759023833852,0,0,0,0,0.037129006962431384,30.594301737043462,0
comoe,28,0,0,0,1,465,0,688376,650688,1339064,1346656,NA,0.04821968758121471,0,0,0,1,456.5,0,0,0,0,0.07425801392486277,34.52997647506119,0,0,0,0,0.07425801392486277,33.89878335669985,0
comoe,29,0,0,0,0,540,0,688376,650688,1339064,1346656,NA,0.04821968758121471,0,0,0,0.5,502.5,0,0,0,0,0,40.0993275194259,0,0,0,0,0.037129006962431384,37.314651997243544,0
comoe,30,0,0,0,0,450,0,688376,650688,1339064,1346656,NA,0.04821968758121471,0,0,0,0,495,0,0,0,0,0,33.41610626618825,0,0,0,0,0,36.75771689280707,0
comoe,31,0,0,0,1,429,0,688376,650688,1339064,1346656,NA,0.04821968758121471,0,0,0,0.5,439.5,0,0,0,0,0.07425801392486277,31.856687973766128,0,0,0,0,0.037129006962431384,32.63639711997719,0
comoe,32,0,0,0,2,541,0,688376,650688,1339064,1346656,NA,0.04821968758121471,0,0,0,1.5,485,0,0,0,0,0.14851602784972553,40.17358553335076,0,0,0,0,0.11138702088729416,36.015136753558444,0
comoe,33,0,0,0,1,497,0,688376,650688,1339064,1346656,NA,0.04821968758121471,0,0,0,1.5,519,0,0,0,0,0.07425801392486277,36.9062329206568,0,0,0,0,0.11138702088729416,38.539909227003776,0
comoe,34,0,0,0,0,514,0,688376,650688,1339064,1346656,NA,0.04821968758121471,0,0,0,0.5,505.5,0,0,0,0,0,38.16861915737947,0,0,0,0,0.037129006962431384,37.53742603901813,0
comoe,35,0,0,0,0,465,0,688376,650688,1339064,1346656,NA,0.04821968758121471,0,0,0,0,489.5,0,0,0,0,0,34.52997647506119,0,0,0,0,0,36.34929781622033,0
comoe,36,0,0,0,1,511,0,688376,650688,1339064,1346656,NA,0.04821968758121471,0,0,0,0.5,488,0,0,0,0,0.07425801392486277,37.945845115604875,0,0,0,0,0.037129006962431384,36.23791079533303,0
comoe,37,0,0,0,1,492,0,688376,650688,1339064,1346656,NA,0.04821968758121471,0,0,0,1,501.5,0,0,0,0,0.07425801392486277,36.53494285103248,0,0,0,0,0.07425801392486277,37.24039398331868,0
ganzourgou,1,0,0,0,2,137,0,241679,210395,452074,454264,NA,0.016265823015969127,NA,NA,NA,NA,NA,NA,0,0,0,0.4402726168043252,30.158674251096276,0,NA,NA,NA,NA,NA,NA
ganzourgou,2,0,0,0,1,126,0,241679,210395,452074,454264,NA,0.016265823015969127,0,0,0,1.5,131.5,0,0,0,0,0.2201363084021626,27.73717485867249,0,0,0,0,0.33020446260324393,28.947924554884384,0
ganzourgou,3,0,0,0,1,166,0,241679,210395,452074,454264,NA,0.016265823015969127,0,0,0,1,146,0,0,0,0,0.2201363084021626,36.54262719475899,0,0,0,0,0.2201363084021626,32.13990102671575,0
ganzourgou,4,0,0,0,3,101,0,241679,210395,452074,454264,NA,0.016265823015969127,0,0,0,2,133.5,0,0,0,0,0.6604089252064879,22.233767148618426,0,0,0,0,0.4402726168043252,29.38819717168871,0
ganzourgou,5,0,0,0,0,97,0,241679,210395,452074,454264,NA,0.016265823015969127,0,0,0,1.5,99,0,0,0,0,0,21.353221915009772,0,0,0,0,0.33020446260324393,21.793494531814098,0
ganzourgou,6,0,0,0,1,81,0,241679,210395,452074,454264,NA,0.016265823015969127,0,0,0,0.5,89,0,0,0,0,0.2201363084021626,17.83104098057517,0,0,0,0,0.1100681542010813,19.592131447792475,0
ganzourgou,7,0,0,0,3,100,1,241679,210395,452074,454264,NA,0.016265823015969127,0,0,0,2,90.5,0.5,0,0,0,0.6604089252064879,22.013630840216262,0.2201363084021626,0,0,0,0.4402726168043252,19.922335910395716,0.1100681542010813
ganzourgou,8,0,0,0,1,110,0,241679,210395,452074,454264,NA,0.016265823015969127,0,0,0,2,105,0.5,0,0,0,0.2201363084021626,24.214993924237888,0,0,0,0,0.4402726168043252,23.114312382227073,0.1100681542010813
ganzourgou,9,0,0,0,2,96,0,241679,210395,452074,454264,NA,0.016265823015969127,0,0,0,1.5,103,0,0,0,0,0.4402726168043252,21.13308560660761,0,0,0,0,0.33020446260324393,22.674039765422748,0
ganzourgou,10,0,0,0,0,106,0,241679,210395,452074,454264,NA,0.016265823015969127,0,0,0,1,101,0,0,0,0,0,23.334448690629237,0,0,0,0,0.2201363084021626,22.233767148618426,0
ganzourgou,11,0,0,0,1,49,0,241679,210395,452074,454264,NA,0.016265823015969127,0,0,0,0.5,77.5,0,0,0,0,0.2201363084021626,10.786679111705968,0,0,0,0,0.1100681542010813,17.060563901167605,0
ganzourgou,12,0,0,0,0,40,0,241679,210395,452074,454264,NA,0.016265823015969127,0,0,0,0.5,44.5,0,0,0,0,0,8.805452336086505,0,0,0,0,0.1100681542010813,9.796065723896238,0
ganzourgou,13,0,0,0,0,54,0,241679,210395,452074,454264,NA,0.016265823015969127,0,0,0,0,47,0,0,0,0,0,11.887360653716781,0,0,0,0,0,10.346406494901643,0
ganzourgou,14,0,0,0,0,53,0,241679,210395,452074,454264,NA,0.016265823015969127,0,0,0,0,53.5,0,0,0,0,0,11.667224345314619,0,0,0,0,0,11.777292499515701,0
ganzourgou,15,0,0,0,2,101,0,241679,210395,452074,454264,NA,0.016265823015969127,0,0,0,1,77,0,0,0,0,0.4402726168043252,22.233767148618426,0,0,0,0,0.2201363084021626,16.95049574696652,0
ganzourgou,16,0,0,0,3,78,0,241679,210395,452074,454264,NA,0.016265823015969127,0,0,0,2.5,89.5,0,0,0,0,0.6604089252064879,17.170632055368685,0,0,0,0,0.5503407710054066,19.702199601993556,0
ganzourgou,17,0,0,0,1,56,0,241679,210395,452074,454264,NA,0.016265823015969127,0,0,0,2,67,0,0,0,0,0.2201363084021626,12.327633270521105,0,0,0,0,0.4402726168043252,14.749132662944897,0
ganzourgou,18,0,0,0,0,113,0,241679,210395,452074,454264,NA,0.016265823015969127,0,0,0,0.5,84.5,0,0,0,0,0,24.875402849444374,0,0,0,0,0.1100681542010813,18.60151805998274,0
ganzourgou,19,0,0,0,0,70,0,241679,210395,452074,454264,NA,0.016265823015969127,0,0,0,0,91.5,0,0,0,0,0,15.409541588151383,0,0,0,0,0,20.142472218797877,0
ganzourgou,20,0,0,0,1,49,0,241679,210395,452074,454264,NA,0.016265823015969127,0,0,0,0.5,59.5,0,0,0,0,0.2201363084021626,10.786679111705968,0,0,0,0,0.1100681542010813,13.098110349928676,0
ganzourgou,21,0,0,0,0,50,0,241679,210395,452074,454264,NA,0.016265823015969127,0,0,0,0.5,49.5,0,0,0,0,0,11.006815420108131,0,0,0,0,0.1100681542010813,10.896747265907049,0
ganzourgou,22,0,0,0,0,57,0,241679,210395,452074,454264,NA,0.016265823015969127,0,0,0,0,53.5,0,0,0,0,0,12.547769578923269,0,0,0,0,0,11.777292499515701,0
ganzourgou,23,0,0,0,0,72,0,241679,210395,452074,454264,NA,0.016265823015969127,0,0,0,0,64.5,0,0,0,0,0,15.84981420495571,0,0,0,0,0,14.19879189193949,0
ganzourgou,24,0,0,0,0,54,0,241679,210395,452074,454264,NA,0.016265823015969127,0,0,0,0,63,0,0,0,0,0,11.887360653716781,0,0,0,0,0,13.868587429336245,0
ganzourgou,25,0,0,0,0,55,0,241679,210395,452074,454264,NA,0.016265823015969127,0,0,0,0,54.5,0,0,0,0,0,12.107496962118944,0,0,0,0,0,11.997428807917862,0
ganzourgou,26,0,0,0,0,77,0,241679,210395,452074,454264,NA,0.016265823015969127,0,0,0,0,66,0,0,0,0,0,16.95049574696652,0,0,0,0,0,14.528996354542734,0
ganzourgou,27,0,0,0,1,82,0,241679,210395,452074,454264,NA,0.016265823015969127,0,0,0,0.5,79.5,0,0,0,0,0.2201363084021626,18.051177288977335,0,0,0,0,0.1100681542010813,17.500836517971926,0
ganzourgou,28,0,0,0,0,71,0,241679,210395,452074,454264,NA,0.016265823015969127,0,0,0,0.5,76.5,0,0,0,0,0,15.629677896553547,0,0,0,0,0.1100681542010813,16.84042759276544,0
ganzourgou,29,0,0,0,0,114,0,241679,210395,452074,454264,NA,0.016265823015969127,0,0,0,0,92.5,0,0,0,0,0,25.095539157846538,0,0,0,0,0,20.36260852720004,0
ganzourgou,30,0,0,0,0,183,0,241679,210395,452074,454264,NA,0.016265823015969127,0,0,0,0,148.5,0,0,0,0,0,40.284944437595755,0,0,0,0,0,32.69024179772115,0
ganzourgou,31,0,0,0,1,188,0,241679,210395,452074,454264,NA,0.016265823015969127,0,0,0,0.5,185.5,0,0,0,0,0.2201363084021626,41.38562597960657,0,0,0,0,0.1100681542010813,40.83528520860117,0
ganzourgou,32,0,0,0,0,257,0,241679,210395,452074,454264,NA,0.016265823015969127,0,0,0,0.5,222.5,0,0,0,0,0,56.5750312593558,0,0,0,0,0.1100681542010813,48.98032861948118,0
ganzourgou,33,0,0,0,0,347,0,241679,210395,452074,454264,NA,0.016265823015969127,0,0,0,0,302,0,0,0,0,0,76.38729901555043,0,0,0,0,0,66.4811651374531,0
ganzourgou,34,0,0,0,0,375,0,241679,210395,452074,454264,NA,0.016265823015969127,0,0,0,0,361,0,0,0,0,0,82.55111565081098,0,0,0,0,0,79.4692073331807,0
ganzourgou,35,0,0,0,0,420,0,241679,210395,452074,454264,NA,0.016265823015969127,0,0,0,0,397.5,0,0,0,0,0,92.45724952890829,0,0,0,0,0,87.50418258985964,0
ganzourgou,36,0,0,0,0,530,0,241679,210395,452074,454264,NA,0.016265823015969127,0,0,0,0,475,0,0,0,0,0,116.67224345314618,0,0,0,0,0,104.56474649102724,0
ganzourgou,37,0,0,0,0,616,0,241679,210395,452074,454264,NA,0.016265823015969127,0,0,0,0,573,0,0,0,0,0,135.60396597573217,0,0,0,0,0,126.1381047144392,0
gnagna,1,0,0,0,0,94,0,608096,585586,1193682,1203956,10274,0.04311003120435281,NA,NA,NA,NA,NA,NA,0,0,0,0,7.807594297466021,0,NA,NA,NA,NA,NA,NA
gnagna,2,0,0,0,0,203,0,608096,585586,1193682,1203956,10274,0.04311003120435281,0,0,0,0,148.5,0,0,0,0,0,16.86108130197449,0,0,0,0,0,12.334337799720256,0
gnagna,3,0,0,0,2,102,0,608096,585586,1193682,1203956,10274,0.04311003120435281,0,0,0,1,152.5,0,0,0,0,0.16611902760566002,8.47207040788866,0,0,0,0,0.08305951380283001,12.666575854931576,0
gnagna,4,0,0,0,1,78,0,608096,585586,1193682,1203956,10274,0.04311003120435281,0,0,0,1.5,90,0,0,0,0,0.08305951380283001,6.47864207662074,0,0,0,0,0.124589270704245,7.4753562422547,0
gnagna,5,0,0,0,0,75,0,608096,585586,1193682,1203956,10274,0.04311003120435281,0,0,0,0.5,76.5,0,0,0,0,0,6.22946353521225,0,0,0,0,0.041529756901415006,6.354052805916495,0
gnagna,6,0,0,0,1,78,0,608096,585586,1193682,1203956,10274,0.04311003120435281,0,0,0,0.5,76.5,0,0,0,0,0.08305951380283001,6.47864207662074,0,0,0,0,0.041529756901415006,6.354052805916495,0
gnagna,7,0,0,0,0,64,0,608096,585586,1193682,1203956,10274,0.04311003120435281,0,0,0,0.5,71,0,0,0,0,0,5.315808883381121,0,0,0,0,0.041529756901415006,5.89722548000093,0
gnagna,8,0,0,0,0,77,0,608096,585586,1193682,1203956,10274,0.04311003120435281,0,0,0,0,70.5,0,0,0,0,0,6.39558256281791,0,0,0,0,0,5.855695723099515,0
gnagna,9,0,0,0,2,74,0,608096,585586,1193682,1203956,10274,0.04311003120435281,0,0,0,1,75.5,0,0,0,0,0.16611902760566002,6.14640402140942,0,0,0,0,0.08305951380283001,6.270993292113665,0
gnagna,10,0,0,0,0,85,0,608096,585586,1193682,1203956,10274,0.04311003120435281,0,0,0,1,79.5,0,0,0,0,0,7.060058673240551,0,0,0,0,0.08305951380283001,6.603231347324985,0
gnagna,11,0,0,0,1,80,0,608096,585586,1193682,1203956,10274,0.04311003120435281,0,0,0,0.5,82.5,0,0,0,0,0.08305951380283001,6.6447611042264,0,0,0,0,0.041529756901415006,6.852409888733476,0
gnagna,12,0,0,0,2,47,0,608096,585586,1193682,1203956,10274,0.04311003120435281,0,0,0,1.5,63.5,0,0,0,0,0.16611902760566002,3.9037971487330103,0,0,0,0,0.124589270704245,5.274279126479705,0
gnagna,13,0,0,0,1,77,0,608096,585586,1193682,1203956,10274,0.04311003120435281,0,0,0,1.5,62,0,0,0,0,0.08305951380283001,6.39558256281791,0,0,0,0,0.124589270704245,5.14968985577546,0
gnagna,14,0,0,0,0,56,0,608096,585586,1193682,1203956,10274,0.04311003120435281,0,0,0,0.5,66.5,0,0,0,0,0,4.65133277295848,0,0,0,0,0.041529756901415006,5.523457667888195,0
gnagna,15,0,0,0,0,54,0,608096,585586,1193682,1203956,10274,0.04311003120435281,0,0,0,0,55,0,0,0,0,0,4.48521374535282,0,0,0,0,0,4.56827325915565,0
gnagna,16,0,0,0,2,58,0,608096,585586,1193682,1203956,10274,0.04311003120435281,0,0,0,1,56,0,0,0,0,0.16611902760566002,4.8174518005641405,0,0,0,0,0.08305951380283001,4.65133277295848,0
gnagna,17,0,0,0,1,45,0,608096,585586,1193682,1203956,10274,0.04311003120435281,0,0,0,1.5,51.5,0,0,0,0,0.08305951380283001,3.73767812112735,0,0,0,0,0.124589270704245,4.277564960845745,0
gnagna,18,0,0,0,2,30,0,608096,585586,1193682,1203956,10274,0.04311003120435281,0,0,0,1.5,37.5,0,0,0,0,0.16611902760566002,2.4917854140849,0,0,0,0,0.124589270704245,3.114731767606125,0
gnagna,19,0,0,0,0,60,0,608096,585586,1193682,1203956,10274,0.04311003120435281,0,0,0,1,45,0,0,0,0,0,4.9835708281698,0,0,0,0,0.08305951380283001,3.73767812112735,0
gnagna,20,0,0,0,0,43,0,608096,585586,1193682,1203956,10274,0.04311003120435281,0,0,0,0,51.5,0,0,0,0,0,3.5715590935216905,0,0,0,0,0,4.277564960845745,0
gnagna,21,0,0,0,3,43,0,608096,585586,1193682,1203956,10274,0.04311003120435281,0,0,0,1.5,43,0,0,0,0,0.24917854140849,3.5715590935216905,0,0,0,0,0.124589270704245,3.5715590935216905,0
gnagna,22,0,0,0,0,31,0,608096,585586,1193682,1203956,10274,0.04311003120435281,0,0,0,1.5,37,0,0,0,0,0,2.57484492788773,0,0,0,0,0.124589270704245,3.07320201070471,0
gnagna,23,0,0,0,0,35,0,608096,585586,1193682,1203956,10274,0.04311003120435281,0,0,0,0,33,0,0,0,0,0,2.90708298309905,0,0,0,0,0,2.7409639554933904,0
gnagna,24,0,1,0,1,33,0,608096,585586,1193682,1203956,10274,0.04311003120435281,0,0.5,0,0.5,34,0,0,0.08305951380283001,0,0.08305951380283001,2.7409639554933904,0,0,0.041529756901415006,0,0.041529756901415006,2.82402346929622,0
gnagna,25,0,0,0,0,48,0,608096,585586,1193682,1203956,10274,0.04311003120435281,0,0.5,0,0.5,40.5,0,0,0,0,0,3.98685666253584,0,0,0.041529756901415006,0,0.041529756901415006,3.363910309014615,0
gnagna,26,0,0,0,0,48,0,608096,585586,1193682,1203956,10274,0.04311003120435281,0,0,0,0,48,0,0,0,0,0,3.98685666253584,0,0,0,0,0,3.98685666253584,0
gnagna,27,0,0,0,0,55,0,608096,585586,1193682,1203956,10274,0.04311003120435281,0,0,0,0,51.5,0,0,0,0,0,4.56827325915565,0,0,0,0,0,4.277564960845745,0
gnagna,28,0,0,0,0,52,0,608096,585586,1193682,1203956,10274,0.04311003120435281,0,0,0,0,53.5,0,0,0,0,0,4.31909471774716,0,0,0,0,0,4.443683988451405,0
gnagna,29,0,0,0,0,65,0,608096,585586,1193682,1203956,10274,0.04311003120435281,0,0,0,0,58.5,0,0,0,0,0,5.398868397183951,0,0,0,0,0,4.8589815574655555,0
gnagna,30,0,1,1,0,88,0,608096,585586,1193682,1203956,10274,0.04311003120435281,0,0.5,0.5,0,76.5,0,0,0.08305951380283001,0.08305951380283001,0,7.30923721464904,0,0,0.041529756901415006,0.041529756901415006,0,6.354052805916495,0
gnagna,31,0,0,0,0,106,0,608096,585586,1193682,1203956,10274,0.04311003120435281,0,0.5,0.5,0,97,0,0,0,0,0,8.80430846309998,0,0,0.041529756901415006,0.041529756901415006,0,8.05677283887451,0
gnagna,32,0,0,0,0,309,0,608096,585586,1193682,1203956,10274,0.04311003120435281,0,0,0,0,207.5,0,0,0,0,0,25.665389765074472,0,0,0,0,0,17.234849114087226,0
gnagna,33,0,0,0,0,530,0,608096,585586,1193682,1203956,10274,0.04311003120435281,0,0,0,0,419.5,0,0,0,0,0,44.0215423154999,0,0,0,0,0,34.84346604028719,0
gnagna,34,0,0,0,0,386,0,608096,585586,1193682,1203956,10274,0.04311003120435281,0,0,0,0,458,0,0,0,0,0,32.06097232789238,0,0,0,0,0,38.04125732169614,0
gnagna,35,0,0,0,0,333,0,608096,585586,1193682,1203956,10274,0.04311003120435281,0,0,0,0,359.5,0,0,0,0,0,27.65881809634239,0,0,0,0,0,29.859895212117387,0
gnagna,36,0,0,0,0,384,0,608096,585586,1193682,1203956,10274,0.04311003120435281,0,0,0,0,358.5,0,0,0,0,0,31.89485330028672,0,0,0,0,0,29.77683569831456,0
gnagna,37,0,0,0,0,488,0,608096,585586,1193682,1203956,10274,0.04311003120435281,0,0,0,0,436,0,0,0,0,0,40.53304273578104,0,0,0,0,0,36.21394801803388,0
gourma,1,0,0,0,0,202,1,232722,224095,456817,500415,NA,0.017918351056954086,NA,NA,NA,NA,NA,NA,0,0,0,0,40.366495808478966,0.19983413766573743,NA,NA,NA,NA,NA,NA
gourma,2,0,0,0,0,390,1,232722,224095,456817,500415,NA,0.017918351056954086,0,0,0,0,296,1,0,0,0,0,77.93531368963761,0.19983413766573743,0,0,0,0,59.15090474905828,0.19983413766573743
gourma,3,0,0,0,0,165,1,232722,224095,456817,500415,NA,0.017918351056954086,0,0,0,0,277.5,1,0,0,0,0,32.972632714846675,0.19983413766573743,0,0,0,0,55.45397320224214,0.19983413766573743
gourma,4,0,0,0,1,205,0,232722,224095,456817,500415,NA,0.017918351056954086,0,0,0,0.5,185,0.5,0,0,0,0.19983413766573743,40.96599822147618,0,0,0,0,0.09991706883286872,36.969315468161426,0.09991706883286872
gourma,5,0,0,0,1,163,0,232722,224095,456817,500415,NA,0.017918351056954086,0,0,0,1,184,0,0,0,0,0.19983413766573743,32.572964439515204,0,0,0,0,0.19983413766573743,36.76948133049569,0
gourma,6,0,0,0,2,170,0,232722,224095,456817,500415,NA,0.017918351056954086,0,0,0,1.5,166.5,0,0,0,0,0.39966827533147486,33.971803403175365,0,0,0,0,0.29975120649860615,33.27238392134529,0
gourma,7,0,0,0,0,742,0,232722,224095,456817,500415,NA,0.017918351056954086,0,0,0,1,456,0,0,0,0,0,148.27693014797717,0,0,0,0,0.19983413766573743,91.12436677557628,0
gourma,8,0,0,0,0,188,0,232722,224095,456817,500415,NA,0.017918351056954086,0,0,0,0,465,0,0,0,0,0,37.56881788115864,0,0,0,0,0,92.92287401456791,0
gourma,9,0,0,0,3,155,1,232722,224095,456817,500415,NA,0.017918351056954086,0,0,0,1.5,171.5,0.5,0,0,0,0.5995024129972123,30.974291338189303,0.19983413766573743,0,0,0,0.29975120649860615,34.27155460967397,0.09991706883286872
gourma,10,0,0,0,2,151,0,232722,224095,456817,500415,NA,0.017918351056954086,0,0,0,2.5,153,0.5,0,0,0,0.39966827533147486,30.174954787526353,0,0,0,0,0.4995853441643436,30.574623062857828,0.09991706883286872
gourma,11,0,0,0,6,150,0,232722,224095,456817,500415,NA,0.017918351056954086,0,0,0,4,150.5,0,0,0,0,1.1990048259944246,29.975120649860614,0,0,0,0,0.7993365506629497,30.075037718693487,0
gourma,12,0,0,0,2,156,0,232722,224095,456817,500415,NA,0.017918351056954086,0,0,0,4,153,0,0,0,0,0.39966827533147486,31.17412547585504,0,0,0,0,0.7993365506629497,30.574623062857828,0
gourma,13,0,0,0,1,114,0,232722,224095,456817,500415,NA,0.017918351056954086,0,0,0,1.5,135,0,0,0,0,0.19983413766573743,22.78109169389407,0,0,0,0,0.29975120649860615,26.977608584874552,0
gourma,14,0,0,0,1,162,0,232722,224095,456817,500415,NA,0.017918351056954086,0,0,0,1,138,0,0,0,0,0.19983413766573743,32.373130301849464,0,0,0,0,0.19983413766573743,27.577110997871767,0
gourma,15,0,0,0,2,132,0,232722,224095,456817,500415,NA,0.017918351056954086,0,0,0,1.5,147,0,0,0,0,0.39966827533147486,26.37810617187734,0,0,0,0,0.29975120649860615,29.375618236863403,0
gourma,16,0,0,0,1,144,1,232722,224095,456817,500415,NA,0.017918351056954086,0,0,0,1.5,138,0.5,0,0,0,0.19983413766573743,28.776115823866192,0.19983413766573743,0,0,0,0.29975120649860615,27.577110997871767,0.09991706883286872
gourma,17,0,0,0,2,138,0,232722,224095,456817,500415,NA,0.017918351056954086,0,0,0,1.5,141,0.5,0,0,0,0.39966827533147486,27.577110997871767,0,0,0,0,0.29975120649860615,28.176613410868978,0.09991706883286872
gourma,18,0,0,0,2,128,1,232722,224095,456817,500415,NA,0.017918351056954086,0,0,0,2,133,0.5,0,0,0,0.39966827533147486,25.57876962121439,0.19983413766573743,0,0,0,0.39966827533147486,26.57794030954308,0.09991706883286872
gourma,19,0,0,0,3,122,0,232722,224095,456817,500415,NA,0.017918351056954086,0,0,0,2.5,125,0.5,0,0,0,0.5995024129972123,24.379764795219966,0,0,0,0,0.4995853441643436,24.97926720821718,0.09991706883286872
gourma,20,0,0,0,3,113,0,232722,224095,456817,500415,NA,0.017918351056954086,0,0,0,3,117.5,0,0,0,0,0.5995024129972123,22.58125755622833,0,0,0,0,0.5995024129972123,23.48051117572415,0
gourma,21,0,0,0,0,140,0,232722,224095,456817,500415,NA,0.017918351056954086,0,0,0,1.5,126.5,0,0,0,0,0,27.976779273203242,0,0,0,0,0.29975120649860615,25.279018414715782,0
gourma,22,0,0,0,1,115,0,232722,224095,456817,500415,NA,0.017918351056954086,0,0,0,0.5,127.5,0,0,0,0,0.19983413766573743,22.980925831559805,0,0,0,0,0.09991706883286872,25.47885255238152,0
gourma,23,0,0,0,2,133,1,232722,224095,456817,500415,NA,0.017918351056954086,0,0,0,1.5,124,0.5,0,0,0,0.39966827533147486,26.57794030954308,0.19983413766573743,0,0,0,0.29975120649860615,24.77943307055144,0.09991706883286872
gourma,24,0,0,0,1,102,0,232722,224095,456817,500415,NA,0.017918351056954086,0,0,0,1.5,117.5,0.5,0,0,0,0.19983413766573743,20.38308204190522,0,0,0,0,0.29975120649860615,23.48051117572415,0.09991706883286872
gourma,25,0,0,0,0,97,0,232722,224095,456817,500415,NA,0.017918351056954086,0,0,0,0.5,99.5,0,0,0,0,0,19.383911353576533,0,0,0,0,0.09991706883286872,19.883496697740878,0
gourma,26,0,0,0,0,137,0,232722,224095,456817,500415,NA,0.017918351056954086,0,0,0,0,117,0,0,0,0,0,27.377276860206027,0,0,0,0,0,23.38059410689128,0
gourma,27,0,0,0,0,165,0,232722,224095,456817,500415,NA,0.017918351056954086,0,0,0,0,151,0,0,0,0,0,32.972632714846675,0,0,0,0,0,30.174954787526353,0
gourma,28,0,0,0,0,279,0,232722,224095,456817,500415,NA,0.017918351056954086,0,0,0,0,222,0,0,0,0,0,55.75372440874075,0,0,0,0,0,44.36317856179371,0
gourma,29,0,0,0,1,426,0,232722,224095,456817,500415,NA,0.017918351056954086,0,0,0,0.5,352.5,0,0,0,0,0.19983413766573743,85.12934264560415,0,0,0,0,0.09991706883286872,70.44153352717244,0
gourma,30,0,0,0,0,537,0,232722,224095,456817,500415,NA,0.017918351056954086,0,0,0,0.5,481.5,0,0,0,0,0,107.31093192650101,0,0,0,0,0.09991706883286872,96.22013728605258,0
gourma,31,0,0,0,1,460,0,232722,224095,456817,500415,NA,0.017918351056954086,0,0,0,0.5,498.5,0,0,0,0,0.19983413766573743,91.92370332623922,0,0,0,0,0.09991706883286872,99.61731762637011,0
gourma,32,0,0,0,0,518,0,232722,224095,456817,500415,NA,0.017918351056954086,0,0,0,0.5,489,0,0,0,0,0,103.514083310852,0,0,0,0,0.09991706883286872,97.71889331854561,0
