admin2,year,month,nb_events
komondjari,1999,8,0
komondjari,1999,11,0
komondjari,1999,12,0
komondjari,2000,1,0
komondjari,2000,4,0
komondjari,2000,5,0
komondjari,2000,10,0
komondjari,2000,11,0
komondjari,2000,12,0
komondjari,2001,6,0
komondjari,2001,7,0
komondjari,2001,12,0
komondjari,2002,2,0
komondjari,2002,9,0
komondjari,2003,10,0
komondjari,2004,2,0
komondjari,2004,6,0
komondjari,2005,2,0
komondjari,2005,10,0
komondjari,2005,12,0
komondjari,2006,5,0
komondjari,2006,6,0
komondjari,2006,7,0
komondjari,2006,12,0
komondjari,2007,10,0
komondjari,2008,2,0
komondjari,2008,3,0
komondjari,2008,5,0
komondjari,2008,6,0
komondjari,2009,1,0
komondjari,2010,2,0
komondjari,2010,3,0
komondjari,2010,4,0
komondjari,2010,7,0
komondjari,2011,1,0
komondjari,2011,2,0
komondjari,2011,3,0
komondjari,2011,4,0
komondjari,2011,5,0
komondjari,2011,6,0
komondjari,2011,7,0
komondjari,2011,9,0
komondjari,2011,12,0
komondjari,2012,1,0
komondjari,2012,2,0
komondjari,2012,3,0
komondjari,2012,4,0
komondjari,2012,5,0
komondjari,2012,6,0
komondjari,2012,7,0
komondjari,2012,8,0
komondjari,2012,9,0
komondjari,2012,10,0
komondjari,2012,11,0
komondjari,2012,12,0
komondjari,2013,1,0
komondjari,2013,2,0
komondjari,2013,3,0
komondjari,2013,5,0
komondjari,2013,6,0
komondjari,2013,7,0
komondjari,2013,8,0
komondjari,2013,9,0
komondjari,2013,10,0
komondjari,2013,11,0
komondjari,2013,12,0
komondjari,2014,1,0
komondjari,2014,2,0
komondjari,2014,3,0
komondjari,2014,4,0
komondjari,2014,5,0
komondjari,2014,6,0
komondjari,2014,7,0
komondjari,2014,8,0
komondjari,2014,9,0
komondjari,2014,10,0
komondjari,2014,11,0
komondjari,2014,12,0
komondjari,2015,1,0
komondjari,2015,2,0
komondjari,2015,3,0
komondjari,2015,4,0
komondjari,2015,5,0
komondjari,2015,6,0
komondjari,2015,7,0
komondjari,2015,8,0
komondjari,2015,9,0
komondjari,2015,10,0
komondjari,2015,11,0
komondjari,2015,12,0
komondjari,2016,1,0
komondjari,2016,2,0
komondjari,2016,3,0
komondjari,2016,4,0
komondjari,2016,5,0
komondjari,2016,6,0
komondjari,2016,7,0
komondjari,2016,8,0
komondjari,2016,9,0
komondjari,2016,10,0
komondjari,2016,11,0
komondjari,2016,12,0
komondjari,2017,1,0
komondjari,2017,2,0
komondjari,2017,3,0
komondjari,2017,4,0
komondjari,2017,5,0
komondjari,2017,6,0
komondjari,2017,7,0
komondjari,2017,8,0
komondjari,2017,9,0
komondjari,2017,10,0
komondjari,2017,11,0
komondjari,2017,12,0
komondjari,2018,1,0
komondjari,2018,2,0
komondjari,2018,3,0
komondjari,2018,4,0
komondjari,2018,5,0
komondjari,2018,6,0
komondjari,2018,7,0
komondjari,2018,8,0
komondjari,2018,9,0
komondjari,2018,10,0
komondjari,2018,11,0
komondjari,2018,12,0
komondjari,2019,1,0
komondjari,2019,2,0
komondjari,2019,3,0
komondjari,2019,4,0
komondjari,2019,5,0
komondjari,2019,6,0
komondjari,2019,7,0
komondjari,2019,8,0
komondjari,2019,9,0
komondjari,2019,10,0
komondjari,2019,11,0
komondjari,2019,12,0
komondjari,2020,1,0
komondjari,2020,2,0
komondjari,2020,3,0
komondjari,2020,4,0
komondjari,2020,5,2
komondjari,2020,6,0
komondjari,2020,7,2
komondjari,2020,8,0
komondjari,2020,9,1
komondjari,2020,10,2
komondjari,2020,11,0
komondjari,2020,12,0
komonjdjari,1997,2,0
komonjdjari,1998,12,0
komonjdjari,1999,1,0
komonjdjari,1999,3,0
komonjdjari,1999,4,0
komonjdjari,1999,5,0
komonjdjari,1999,6,0
komonjdjari,1999,7,0
komonjdjari,1999,8,0
komonjdjari,1999,11,0
komonjdjari,1999,12,0
komonjdjari,2000,1,0
komonjdjari,2000,4,0
komonjdjari,2000,5,0
komonjdjari,2000,10,0
komonjdjari,2000,11,0
komonjdjari,2000,12,0
komonjdjari,2001,6,0
komonjdjari,2001,7,0
komonjdjari,2001,12,0
komonjdjari,2002,2,0
komonjdjari,2002,9,0
komonjdjari,2003,10,0
komonjdjari,2004,2,0
komonjdjari,2004,6,1
komonjdjari,2005,2,0
komonjdjari,2005,10,0
komonjdjari,2005,12,0
komonjdjari,2006,5,0
komonjdjari,2006,6,0
komonjdjari,2006,7,0
komonjdjari,2006,12,0
komonjdjari,2007,10,0
komonjdjari,2008,2,0
komonjdjari,2008,3,0
komonjdjari,2008,5,0
komonjdjari,2008,6,0
komonjdjari,2009,1,0
komonjdjari,2010,2,0
komonjdjari,2010,3,0
komonjdjari,2010,4,0
komonjdjari,2010,7,0
komonjdjari,2011,1,0
komonjdjari,2011,2,0
komonjdjari,2011,3,0
komonjdjari,2011,4,0
komonjdjari,2011,5,0
komonjdjari,2011,6,0
komonjdjari,2011,7,0
komonjdjari,2011,9,0
komonjdjari,2011,12,0
komonjdjari,2012,1,0
komonjdjari,2012,2,0
komonjdjari,2012,3,0
komonjdjari,2012,4,0
komonjdjari,2012,5,0
komonjdjari,2012,6,0
komonjdjari,2012,7,0
komonjdjari,2012,8,0
komonjdjari,2012,9,0
komonjdjari,2012,10,0
komonjdjari,2012,11,0
komonjdjari,2012,12,0
komonjdjari,2013,1,0
komonjdjari,2013,2,0
komonjdjari,2013,3,0
komonjdjari,2013,5,0
komonjdjari,2013,6,0
komonjdjari,2013,7,0
komonjdjari,2013,8,0
komonjdjari,2013,9,0
komonjdjari,2013,10,0
komonjdjari,2013,11,0
komonjdjari,2013,12,0
komonjdjari,2014,1,0
komonjdjari,2014,2,0
komonjdjari,2014,3,0
komonjdjari,2014,4,0
komonjdjari,2014,5,0
komonjdjari,2014,6,0
komonjdjari,2014,7,0
komonjdjari,2014,8,0
komonjdjari,2014,9,0
komonjdjari,2014,10,0
komonjdjari,2014,11,0
komonjdjari,2014,12,0
komonjdjari,2015,1,0
komonjdjari,2015,2,0
komonjdjari,2015,3,0
komonjdjari,2015,4,0
komonjdjari,2015,5,0
komonjdjari,2015,6,0
komonjdjari,2015,7,0
komonjdjari,2015,8,0
komonjdjari,2015,9,0
komonjdjari,2015,10,0
komonjdjari,2015,11,0
komonjdjari,2015,12,0
komonjdjari,2016,1,0
komonjdjari,2016,2,0
komonjdjari,2016,3,0
komonjdjari,2016,4,0
komonjdjari,2016,5,0
komonjdjari,2016,6,0
komonjdjari,2016,7,0
komonjdjari,2016,8,0
komonjdjari,2016,9,0
komonjdjari,2016,10,0
komonjdjari,2016,11,0
komonjdjari,2016,12,0
komonjdjari,2017,1,0
komonjdjari,2017,2,0
komonjdjari,2017,3,0
komonjdjari,2017,4,1
komonjdjari,2017,5,0
komonjdjari,2017,6,0
komonjdjari,2017,7,0
komonjdjari,2017,8,0
komonjdjari,2017,9,0
komonjdjari,2017,10,0
komonjdjari,2017,11,0
komonjdjari,2017,12,0
komonjdjari,2018,1,0
komonjdjari,2018,2,0
komonjdjari,2018,3,1
komonjdjari,2018,4,3
komonjdjari,2018,5,0
komonjdjari,2018,6,1
komonjdjari,2018,7,0
komonjdjari,2018,8,0
komonjdjari,2018,9,5
komonjdjari,2018,10,3
komonjdjari,2018,11,2
komonjdjari,2018,12,1
komonjdjari,2019,1,0
komonjdjari,2019,2,0
komonjdjari,2019,3,2
komonjdjari,2019,4,3
komonjdjari,2019,5,1
komonjdjari,2019,6,0
komonjdjari,2019,7,3
komonjdjari,2019,8,0
komonjdjari,2019,9,0
komonjdjari,2019,10,1
komonjdjari,2019,11,2
komonjdjari,2019,12,1
komonjdjari,2020,1,5
komonjdjari,2020,2,1
komonjdjari,2020,3,2
komonjdjari,2020,4,1
komonjdjari,2020,5,2
komonjdjari,2020,6,2
komonjdjari,2020,7,0
komonjdjari,2020,8,0
komonjdjari,2020,9,0
komonjdjari,2020,10,0
komonjdjari,2020,11,0
komonjdjari,2020,12,0
kompienga,1997,2,0
kompienga,1998,12,0
kompienga,1999,1,0
kompienga,1999,3,0
kompienga,1999,4,0
kompienga,1999,5,0
kompienga,1999,6,0
kompienga,1999,7,0
kompienga,1999,8,0
kompienga,1999,11,0
kompienga,1999,12,0
kompienga,2000,1,0
kompienga,2000,4,0
kompienga,2000,5,0
kompienga,2000,10,0
kompienga,2000,11,0
kompienga,2000,12,0
kompienga,2001,6,0
kompienga,2001,7,0
kompienga,2001,12,0
kompienga,2002,2,0
kompienga,2002,9,0
kompienga,2003,10,0
kompienga,2004,2,0
kompienga,2004,6,0
kompienga,2005,2,0
kompienga,2005,10,0
kompienga,2005,12,0
kompienga,2006,5,0
kompienga,2006,6,0
kompienga,2006,7,0
kompienga,2006,12,0
kompienga,2007,10,0
kompienga,2008,2,0
kompienga,2008,3,0
kompienga,2008,5,0
kompienga,2008,6,0
kompienga,2009,1,0
kompienga,2010,2,0
kompienga,2010,3,0
kompienga,2010,4,0
kompienga,2010,7,0
kompienga,2011,1,0
kompienga,2011,2,0
kompienga,2011,3,0
kompienga,2011,4,0
kompienga,2011,5,0
kompienga,2011,6,0
kompienga,2011,7,0
kompienga,2011,9,0
kompienga,2011,12,0
kompienga,2012,1,0
kompienga,2012,2,0
kompienga,2012,3,0
kompienga,2012,4,0
kompienga,2012,5,0
kompienga,2012,6,0
kompienga,2012,7,0
kompienga,2012,8,0
kompienga,2012,9,0
kompienga,2012,10,0
kompienga,2012,11,0
kompienga,2012,12,0
kompienga,2013,1,0
kompienga,2013,2,0
kompienga,2013,3,0
kompienga,2013,5,0
kompienga,2013,6,0
kompienga,2013,7,0
kompienga,2013,8,0
kompienga,2013,9,0
kompienga,2013,10,0
kompienga,2013,11,0
kompienga,2013,12,0
kompienga,2014,1,0
kompienga,2014,2,0
kompienga,2014,3,0
kompienga,2014,4,0
kompienga,2014,5,0
kompienga,2014,6,0
kompienga,2014,7,0
kompienga,2014,8,0
kompienga,2014,9,0
kompienga,2014,10,0
kompienga,2014,11,0
kompienga,2014,12,0
kompienga,2015,1,0
kompienga,2015,2,0
kompienga,2015,3,0
kompienga,2015,4,0
kompienga,2015,5,0
kompienga,2015,6,0
kompienga,2015,7,0
kompienga,2015,8,0
kompienga,2015,9,0
kompienga,2015,10,0
kompienga,2015,11,0
kompienga,2015,12,0
kompienga,2016,1,0
kompienga,2016,2,0
kompienga,2016,3,1
kompienga,2016,4,0
kompienga,2016,5,0
kompienga,2016,6,0
kompienga,2016,7,0
kompienga,2016,8,0
kompienga,2016,9,0
kompienga,2016,10,0
kompienga,2016,11,0
kompienga,2016,12,0
kompienga,2017,1,0
kompienga,2017,2,0
kompienga,2017,3,0
kompienga,2017,4,3
kompienga,2017,5,0
kompienga,2017,6,0
kompienga,2017,7,0
kompienga,2017,8,0
kompienga,2017,9,0
kompienga,2017,10,0
kompienga,2017,11,0
kompienga,2017,12,0
kompienga,2018,1,0
kompienga,2018,2,1
kompienga,2018,3,0
kompienga,2018,4,0
kompienga,2018,5,0
kompienga,2018,6,1
kompienga,2018,7,0
kompienga,2018,8,3
kompienga,2018,9,9
kompienga,2018,10,1
kompienga,2018,11,3
kompienga,2018,12,6
kompienga,2019,1,6
kompienga,2019,2,8
kompienga,2019,3,2
kompienga,2019,4,3
kompienga,2019,5,1
kompienga,2019,6,3
kompienga,2019,7,1
kompienga,2019,8,2
kompienga,2019,9,0
kompienga,2019,10,1
kompienga,2019,11,2
kompienga,2019,12,2
kompienga,2020,1,2
kompienga,2020,2,0
kompienga,2020,3,6
kompienga,2020,4,4
kompienga,2020,5,4
kompienga,2020,6,5
kompienga,2020,7,0
kompienga,2020,8,0
kompienga,2020,9,4
kompienga,2020,10,1
kompienga,2020,11,1
kompienga,2020,12,0
kossi,1997,2,0
kossi,1998,12,0
kossi,1999,1,0
kossi,1999,3,0
kossi,1999,4,0
kossi,1999,5,0
kossi,1999,6,0
kossi,1999,7,0
kossi,1999,8,0
kossi,1999,11,0
kossi,1999,12,0
kossi,2000,1,0
kossi,2000,4,0
kossi,2000,5,0
kossi,2000,10,0
kossi,2000,11,0
kossi,2000,12,0
kossi,2001,6,0
kossi,2001,7,0
kossi,2001,12,0
kossi,2002,2,0
kossi,2002,9,0
kossi,2003,10,0
kossi,2004,2,0
kossi,2004,6,0
kossi,2005,2,0
kossi,2005,10,0
kossi,2005,12,0
kossi,2006,5,0
kossi,2006,6,0
kossi,2006,7,1
kossi,2006,12,0
kossi,2007,10,0
kossi,2008,2,0
kossi,2008,3,0
kossi,2008,5,0
kossi,2008,6,0
kossi,2009,1,0
kossi,2010,2,0
kossi,2010,3,0
kossi,2010,4,0
kossi,2010,7,0
kossi,2011,1,0
kossi,2011,2,0
kossi,2011,3,0
kossi,2011,4,0
kossi,2011,5,0
kossi,2011,6,0
kossi,2011,7,0
kossi,2011,9,0
kossi,2011,12,0
kossi,2012,1,0
kossi,2012,2,0
kossi,2012,3,1
kossi,2012,4,0
kossi,2012,5,0
kossi,2012,6,0
kossi,2012,7,0
kossi,2012,8,0
kossi,2012,9,0
kossi,2012,10,0
kossi,2012,11,0
kossi,2012,12,0
kossi,2013,1,0
kossi,2013,2,0
kossi,2013,3,0
kossi,2013,5,0
kossi,2013,6,0
kossi,2013,7,0
kossi,2013,8,0
kossi,2013,9,0
kossi,2013,10,0
kossi,2013,11,0
kossi,2013,12,0
kossi,2014,1,0
kossi,2014,2,0
kossi,2014,3,0
kossi,2014,4,0
kossi,2014,5,0
kossi,2014,6,0
kossi,2014,7,0
kossi,2014,8,0
kossi,2014,9,0
kossi,2014,10,0
kossi,2014,11,0
kossi,2014,12,0
kossi,2015,1,0
kossi,2015,2,0
kossi,2015,3,0
kossi,2015,4,1
kossi,2015,5,0
kossi,2015,6,0
kossi,2015,7,0
kossi,2015,8,0
kossi,2015,9,0
kossi,2015,10,0
kossi,2015,11,0
kossi,2015,12,0
kossi,2016,1,0
kossi,2016,2,0
kossi,2016,3,0
kossi,2016,4,0
kossi,2016,5,0
kossi,2016,6,0
kossi,2016,7,0
kossi,2016,8,0
kossi,2016,9,0
kossi,2016,10,0
kossi,2016,11,0
kossi,2016,12,0
kossi,2017,1,0
kossi,2017,2,0
kossi,2017,3,0
kossi,2017,4,0
kossi,2017,5,0
kossi,2017,6,0
kossi,2017,7,2
kossi,2017,8,1
kossi,2017,9,0
kossi,2017,10,0
kossi,2017,11,0
kossi,2017,12,1
kossi,2018,1,0
kossi,2018,2,0
kossi,2018,3,0
kossi,2018,4,2
kossi,2018,5,0
kossi,2018,6,0
kossi,2018,7,0
kossi,2018,8,0
kossi,2018,9,0
kossi,2018,10,1
kossi,2018,11,1
kossi,2018,12,1
kossi,2019,1,0
kossi,2019,2,1
kossi,2019,3,1
kossi,2019,4,0
kossi,2019,5,1
kossi,2019,6,2
kossi,2019,7,3
kossi,2019,8,0
kossi,2019,9,2
kossi,2019,10,2
kossi,2019,11,3
kossi,2019,12,0
kossi,2020,1,1
kossi,2020,2,2
kossi,2020,3,1
kossi,2020,4,3
kossi,2020,5,3
kossi,2020,6,2
kossi,2020,7,2
kossi,2020,8,6
kossi,2020,9,4
kossi,2020,10,2
kossi,2020,11,1
kossi,2020,12,0
koulpelogo,1997,2,0
koulpelogo,1998,12,0
koulpelogo,1999,1,0
koulpelogo,1999,3,0
koulpelogo,1999,4,0
koulpelogo,1999,5,0
koulpelogo,1999,6,0
koulpelogo,1999,7,0
koulpelogo,1999,8,0
koulpelogo,1999,11,0
koulpelogo,1999,12,0
koulpelogo,2000,1,0
koulpelogo,2000,4,0
koulpelogo,2000,5,0
koulpelogo,2000,10,0
koulpelogo,2000,11,0
koulpelogo,2000,12,0
koulpelogo,2001,6,0
koulpelogo,2001,7,0
koulpelogo,2001,12,0
koulpelogo,2002,2,0
koulpelogo,2002,9,0
koulpelogo,2003,10,0
koulpelogo,2004,2,0
koulpelogo,2004,6,0
koulpelogo,2005,2,0
koulpelogo,2005,10,0
koulpelogo,2005,12,0
koulpelogo,2006,5,0
koulpelogo,2006,6,0
koulpelogo,2006,7,0
koulpelogo,2006,12,0
koulpelogo,2007,10,0
koulpelogo,2008,2,0
koulpelogo,2008,3,0
koulpelogo,2008,5,0
koulpelogo,2008,6,0
koulpelogo,2009,1,0
koulpelogo,2010,2,0
koulpelogo,2010,3,0
koulpelogo,2010,4,0
koulpelogo,2010,7,0
koulpelogo,2011,1,0
koulpelogo,2011,2,0
koulpelogo,2011,3,0
koulpelogo,2011,4,0
koulpelogo,2011,5,0
koulpelogo,2011,6,0
koulpelogo,2011,7,0
koulpelogo,2011,9,0
koulpelogo,2011,12,0
koulpelogo,2012,1,0
koulpelogo,2012,2,0
koulpelogo,2012,3,0
koulpelogo,2012,4,0
koulpelogo,2012,5,0
koulpelogo,2012,6,0
koulpelogo,2012,7,0
koulpelogo,2012,8,0
koulpelogo,2012,9,0
koulpelogo,2012,10,0
koulpelogo,2012,11,0
koulpelogo,2012,12,0
koulpelogo,2013,1,0
koulpelogo,2013,2,0
koulpelogo,2013,3,0
koulpelogo,2013,5,0
koulpelogo,2013,6,0
koulpelogo,2013,7,0
koulpelogo,2013,8,0
koulpelogo,2013,9,0
koulpelogo,2013,10,0
koulpelogo,2013,11,0
koulpelogo,2013,12,0
koulpelogo,2014,1,0
koulpelogo,2014,2,0
koulpelogo,2014,3,0
koulpelogo,2014,4,0
koulpelogo,2014,5,0
koulpelogo,2014,6,0
koulpelogo,2014,7,0
koulpelogo,2014,8,0
koulpelogo,2014,9,0
koulpelogo,2014,10,0
koulpelogo,2014,11,0
koulpelogo,2014,12,0
koulpelogo,2015,1,0
koulpelogo,2015,2,0
koulpelogo,2015,3,0
koulpelogo,2015,4,0
koulpelogo,2015,5,0
koulpelogo,2015,6,0
koulpelogo,2015,7,0
koulpelogo,2015,8,0
koulpelogo,2015,9,0
koulpelogo,2015,10,1
koulpelogo,2015,11,0
koulpelogo,2015,12,0
koulpelogo,2016,1,0
koulpelogo,2016,2,0
koulpelogo,2016,3,2
koulpelogo,2016,4,0
koulpelogo,2016,5,0
koulpelogo,2016,6,0
koulpelogo,2016,7,0
koulpelogo,2016,8,1
koulpelogo,2016,9,0
koulpelogo,2016,10,0
koulpelogo,2016,11,0
koulpelogo,2016,12,0
koulpelogo,2017,1,0
koulpelogo,2017,2,0
koulpelogo,2017,3,0
koulpelogo,2017,4,0
koulpelogo,2017,5,1
koulpelogo,2017,6,0
koulpelogo,2017,7,0
koulpelogo,2017,8,0
koulpelogo,2017,9,0
koulpelogo,2017,10,0
koulpelogo,2017,11,0
koulpelogo,2017,12,0
koulpelogo,2018,1,0
koulpelogo,2018,2,0
koulpelogo,2018,3,0
koulpelogo,2018,4,0
koulpelogo,2018,5,0
koulpelogo,2018,6,1
koulpelogo,2018,7,0
koulpelogo,2018,8,0
koulpelogo,2018,9,0
koulpelogo,2018,10,0
koulpelogo,2018,11,1
koulpelogo,2018,12,0
koulpelogo,2019,1,2
koulpelogo,2019,2,1
koulpelogo,2019,3,0
koulpelogo,2019,4,3
koulpelogo,2019,5,0
koulpelogo,2019,6,0
koulpelogo,2019,7,1
koulpelogo,2019,8,0
koulpelogo,2019,9,0
koulpelogo,2019,10,0
koulpelogo,2019,11,1
koulpelogo,2019,12,0
koulpelogo,2020,1,0
koulpelogo,2020,2,0
koulpelogo,2020,3,0
koulpelogo,2020,4,0
koulpelogo,2020,5,1
koulpelogo,2020,6,0
koulpelogo,2020,7,1
koulpelogo,2020,8,0
koulpelogo,2020,9,2
koulpelogo,2020,10,0
koulpelogo,2020,11,0
koulpelogo,2020,12,0
kouritenga,1997,2,0
kouritenga,1998,12,0
kouritenga,1999,1,0
kouritenga,1999,3,0
kouritenga,1999,4,0
kouritenga,1999,5,0
kouritenga,1999,6,0
kouritenga,1999,7,0
kouritenga,1999,8,0
kouritenga,1999,11,0
kouritenga,1999,12,0
kouritenga,2000,1,0
kouritenga,2000,4,0
kouritenga,2000,5,0
kouritenga,2000,10,0
kouritenga,2000,11,0
kouritenga,2000,12,0
kouritenga,2001,6,0
kouritenga,2001,7,0
kouritenga,2001,12,0
kouritenga,2002,2,0
kouritenga,2002,9,0
kouritenga,2003,10,0
kouritenga,2004,2,2
kouritenga,2004,6,0
kouritenga,2005,2,0
kouritenga,2005,10,0
kouritenga,2005,12,0
kouritenga,2006,5,0
kouritenga,2006,6,0
kouritenga,2006,7,0
kouritenga,2006,12,0
kouritenga,2007,10,0
kouritenga,2008,2,0
kouritenga,2008,3,0
kouritenga,2008,5,0
kouritenga,2008,6,0
kouritenga,2009,1,0
kouritenga,2010,2,0
kouritenga,2010,3,0
kouritenga,2010,4,0
kouritenga,2010,7,0
kouritenga,2011,1,0
kouritenga,2011,2,0
kouritenga,2011,3,2
kouritenga,2011,4,0
kouritenga,2011,5,0
kouritenga,2011,6,0
kouritenga,2011,7,0
kouritenga,2011,9,0
kouritenga,2011,12,0
kouritenga,2012,1,0
kouritenga,2012,2,0
kouritenga,2012,3,0
kouritenga,2012,4,0
kouritenga,2012,5,0
kouritenga,2012,6,1
kouritenga,2012,7,0
kouritenga,2012,8,0
kouritenga,2012,9,0
kouritenga,2012,10,1
kouritenga,2012,11,0
kouritenga,2012,12,0
kouritenga,2013,1,0
kouritenga,2013,2,0
kouritenga,2013,3,0
kouritenga,2013,5,0
kouritenga,2013,6,0
kouritenga,2013,7,0
kouritenga,2013,8,0
kouritenga,2013,9,0
kouritenga,2013,10,0
kouritenga,2013,11,0
kouritenga,2013,12,0
kouritenga,2014,1,0
kouritenga,2014,2,0
kouritenga,2014,3,0
kouritenga,2014,4,0
kouritenga,2014,5,0
kouritenga,2014,6,0
kouritenga,2014,7,0
kouritenga,2014,8,0
kouritenga,2014,9,0
kouritenga,2014,10,0
kouritenga,2014,11,0
kouritenga,2014,12,0
kouritenga,2015,1,0
kouritenga,2015,2,0
kouritenga,2015,3,0
kouritenga,2015,4,0
kouritenga,2015,5,0
kouritenga,2015,6,0
kouritenga,2015,7,0
kouritenga,2015,8,0
kouritenga,2015,9,0
kouritenga,2015,10,0
kouritenga,2015,11,0
kouritenga,2015,12,0
kouritenga,2016,1,0
kouritenga,2016,2,0
kouritenga,2016,3,1
kouritenga,2016,4,0
kouritenga,2016,5,0
kouritenga,2016,6,0
kouritenga,2016,7,0
kouritenga,2016,8,0
kouritenga,2016,9,0
kouritenga,2016,10,0
kouritenga,2016,11,0
kouritenga,2016,12,0
kouritenga,2017,1,0
kouritenga,2017,2,0
kouritenga,2017,3,1
kouritenga,2017,4,1
kouritenga,2017,5,0
kouritenga,2017,6,0
kouritenga,2017,7,0
kouritenga,2017,8,0
kouritenga,2017,9,0
kouritenga,2017,10,0
kouritenga,2017,11,1
kouritenga,2017,12,1
kouritenga,2018,1,2
kouritenga,2018,2,0
kouritenga,2018,3,1
kouritenga,2018,4,0
kouritenga,2018,5,0
kouritenga,2018,6,0
kouritenga,2018,7,0
kouritenga,2018,8,0
kouritenga,2018,9,0
kouritenga,2018,10,0
kouritenga,2018,11,1
kouritenga,2018,12,1
kouritenga,2019,1,0
kouritenga,2019,2,0
kouritenga,2019,3,0
kouritenga,2019,4,0
kouritenga,2019,5,0
kouritenga,2019,6,3
kouritenga,2019,7,0
kouritenga,2019,8,0
kouritenga,2019,9,0
kouritenga,2019,10,0
kouritenga,2019,11,0
kouritenga,2019,12,0
kouritenga,2020,1,0
kouritenga,2020,2,0
kouritenga,2020,3,0
kouritenga,2020,4,0
kouritenga,2020,5,0
kouritenga,2020,6,0
kouritenga,2020,7,0
kouritenga,2020,8,1
kouritenga,2020,9,1
kouritenga,2020,10,0
kouritenga,2020,11,0
kouritenga,2020,12,0
kourweogo,1997,2,0
kourweogo,1998,12,0
kourweogo,1999,1,0
kourweogo,1999,3,0
kourweogo,1999,4,0
kourweogo,1999,5,0
kourweogo,1999,6,0
kourweogo,1999,7,0
kourweogo,1999,8,0
kourweogo,1999,11,0
kourweogo,1999,12,0
kourweogo,2000,1,0
kourweogo,2000,4,0
kourweogo,2000,5,0
kourweogo,2000,10,0
kourweogo,2000,11,0
kourweogo,2000,12,2
kourweogo,2001,6,0
kourweogo,2001,7,0
kourweogo,2001,12,0
kourweogo,2002,2,0
kourweogo,2002,9,0
kourweogo,2003,10,0
kourweogo,2004,2,0
kourweogo,2004,6,0
kourweogo,2005,2,0
kourweogo,2005,10,0
kourweogo,2005,12,0
kourweogo,2006,5,0
kourweogo,2006,6,0
kourweogo,2006,7,0
kourweogo,2006,12,0
kourweogo,2007,10,0
kourweogo,2008,2,0
kourweogo,2008,3,0
kourweogo,2008,5,0
kourweogo,2008,6,0
kourweogo,2009,1,0
kourweogo,2010,2,0
kourweogo,2010,3,0
kourweogo,2010,4,0
kourweogo,2010,7,0
kourweogo,2011,1,0
kourweogo,2011,2,0
kourweogo,2011,3,2
kourweogo,2011,4,0
kourweogo,2011,5,0
kourweogo,2011,6,0
kourweogo,2011,7,0
kourweogo,2011,9,0
kourweogo,2011,12,0
kourweogo,2012,1,0
kourweogo,2012,2,0
kourweogo,2012,3,0
kourweogo,2012,4,0
kourweogo,2012,5,0
kourweogo,2012,6,0
kourweogo,2012,7,0
kourweogo,2012,8,1
kourweogo,2012,9,1
kourweogo,2012,10,0
kourweogo,2012,11,0
kourweogo,2012,12,0
kourweogo,2013,1,0
kourweogo,2013,2,0
kourweogo,2013,3,0
kourweogo,2013,5,1
kourweogo,2013,6,0
kourweogo,2013,7,0
kourweogo,2013,8,0
kourweogo,2013,9,0
kourweogo,2013,10,0
kourweogo,2013,11,0
kourweogo,2013,12,0
kourweogo,2014,1,0
kourweogo,2014,2,0
kourweogo,2014,3,0
kourweogo,2014,4,0
kourweogo,2014,5,0
kourweogo,2014,6,0
kourweogo,2014,7,0
kourweogo,2014,8,0
kourweogo,2014,9,0
kourweogo,2014,10,0
kourweogo,2014,11,0
kourweogo,2014,12,0
kourweogo,2015,1,0
kourweogo,2015,2,0
kourweogo,2015,3,0
kourweogo,2015,4,0
kourweogo,2015,5,0
kourweogo,2015,6,0
kourweogo,2015,7,0
kourweogo,2015,8,0
kourweogo,2015,9,0
kourweogo,2015,10,0
kourweogo,2015,11,0
kourweogo,2015,12,0
kourweogo,2016,1,0
kourweogo,2016,2,0
kourweogo,2016,3,0
kourweogo,2016,4,0
kourweogo,2016,5,0
kourweogo,2016,6,0
kourweogo,2016,7,0
kourweogo,2016,8,0
kourweogo,2016,9,0
kourweogo,2016,10,0
kourweogo,2016,11,0
kourweogo,2016,12,0
kourweogo,2017,1,0
kourweogo,2017,2,0
kourweogo,2017,3,0
kourweogo,2017,4,0
kourweogo,2017,5,0
kourweogo,2017,6,0
kourweogo,2017,7,0
kourweogo,2017,8,0
kourweogo,2017,9,0
kourweogo,2017,10,0
kourweogo,2017,11,0
kourweogo,2017,12,0
kourweogo,2018,1,1
kourweogo,2018,2,0
kourweogo,2018,3,0
kourweogo,2018,4,0
kourweogo,2018,5,0
kourweogo,2018,6,0
kourweogo,2018,7,0
kourweogo,2018,8,0
kourweogo,2018,9,0
kourweogo,2018,10,0
kourweogo,2018,11,0
kourweogo,2018,12,1
kourweogo,2019,1,0
kourweogo,2019,2,0
kourweogo,2019,3,0
kourweogo,2019,4,0
kourweogo,2019,5,0
kourweogo,2019,6,0
kourweogo,2019,7,0
kourweogo,2019,8,0
kourweogo,2019,9,0
kourweogo,2019,10,0
kourweogo,2019,11,0
kourweogo,2019,12,0
kourweogo,2020,1,0
kourweogo,2020,2,1
kourweogo,2020,3,0
kourweogo,2020,4,0
kourweogo,2020,5,0
kourweogo,2020,6,0
kourweogo,2020,7,0
kourweogo,2020,8,0
kourweogo,2020,9,0
kourweogo,2020,10,0
kourweogo,2020,11,0
kourweogo,2020,12,0
leraba,1997,2,0
