admin2,year,month,nb_events
comoe,2016,5,0
comoe,2016,6,0
comoe,2016,7,0
comoe,2016,8,0
comoe,2016,9,0
comoe,2016,10,0
comoe,2016,11,1
comoe,2016,12,1
comoe,2017,1,1
comoe,2017,2,0
comoe,2017,3,0
comoe,2017,4,0
comoe,2017,5,0
comoe,2017,6,1
comoe,2017,7,1
comoe,2017,8,0
comoe,2017,9,0
comoe,2017,10,0
comoe,2017,11,1
comoe,2017,12,0
comoe,2018,1,0
comoe,2018,2,0
comoe,2018,3,0
comoe,2018,4,0
comoe,2018,5,1
comoe,2018,6,0
comoe,2018,7,0
comoe,2018,8,0
comoe,2018,9,0
comoe,2018,10,2
comoe,2018,11,1
comoe,2018,12,1
comoe,2019,1,2
comoe,2019,2,1
comoe,2019,3,3
comoe,2019,4,0
comoe,2019,5,1
comoe,2019,6,4
comoe,2019,7,0
comoe,2019,8,3
comoe,2019,9,0
comoe,2019,10,1
comoe,2019,11,4
comoe,2019,12,2
comoe,2020,1,4
comoe,2020,2,3
comoe,2020,3,2
comoe,2020,4,1
comoe,2020,5,6
comoe,2020,6,0
comoe,2020,7,0
comoe,2020,8,0
comoe,2020,9,1
comoe,2020,10,0
comoe,2020,11,0
comoe,2020,12,0
ganzourgou,1997,2,0
ganzourgou,1998,12,0
ganzourgou,1999,1,0
ganzourgou,1999,3,0
ganzourgou,1999,4,0
ganzourgou,1999,5,0
ganzourgou,1999,6,0
ganzourgou,1999,7,0
ganzourgou,1999,8,0
ganzourgou,1999,11,0
ganzourgou,1999,12,0
ganzourgou,2000,1,0
ganzourgou,2000,4,0
ganzourgou,2000,5,0
ganzourgou,2000,10,0
ganzourgou,2000,11,0
ganzourgou,2000,12,0
ganzourgou,2001,6,0
ganzourgou,2001,7,0
ganzourgou,2001,12,0
ganzourgou,2002,2,0
ganzourgou,2002,9,0
ganzourgou,2003,10,0
ganzourgou,2004,2,0
ganzourgou,2004,6,0
ganzourgou,2005,2,0
ganzourgou,2005,10,0
ganzourgou,2005,12,0
ganzourgou,2006,5,0
ganzourgou,2006,6,0
ganzourgou,2006,7,0
ganzourgou,2006,12,1
ganzourgou,2007,10,0
ganzourgou,2008,2,0
ganzourgou,2008,3,0
ganzourgou,2008,5,0
ganzourgou,2008,6,0
ganzourgou,2009,1,0
ganzourgou,2010,2,0
ganzourgou,2010,3,0
ganzourgou,2010,4,0
ganzourgou,2010,7,0
ganzourgou,2011,1,0
ganzourgou,2011,2,0
ganzourgou,2011,3,1
ganzourgou,2011,4,0
ganzourgou,2011,5,0
ganzourgou,2011,6,0
ganzourgou,2011,7,0
ganzourgou,2011,9,0
ganzourgou,2011,12,1
ganzourgou,2012,1,0
ganzourgou,2012,2,0
ganzourgou,2012,3,0
ganzourgou,2012,4,0
ganzourgou,2012,5,0
ganzourgou,2012,6,0
ganzourgou,2012,7,0
ganzourgou,2012,8,0
ganzourgou,2012,9,0
ganzourgou,2012,10,0
ganzourgou,2012,11,0
ganzourgou,2012,12,0
ganzourgou,2013,1,0
ganzourgou,2013,2,0
ganzourgou,2013,3,0
ganzourgou,2013,5,0
ganzourgou,2013,6,0
ganzourgou,2013,7,0
ganzourgou,2013,8,0
ganzourgou,2013,9,0
ganzourgou,2013,10,0
ganzourgou,2013,11,0
ganzourgou,2013,12,0
ganzourgou,2014,1,0
ganzourgou,2014,2,0
ganzourgou,2014,3,0
ganzourgou,2014,4,0
ganzourgou,2014,5,0
ganzourgou,2014,6,0
ganzourgou,2014,7,0
ganzourgou,2014,8,0
ganzourgou,2014,9,0
ganzourgou,2014,10,0
ganzourgou,2014,11,0
ganzourgou,2014,12,0
ganzourgou,2015,1,0
ganzourgou,2015,2,0
ganzourgou,2015,3,0
ganzourgou,2015,4,0
ganzourgou,2015,5,1
ganzourgou,2015,6,0
ganzourgou,2015,7,0
ganzourgou,2015,8,0
ganzourgou,2015,9,0
ganzourgou,2015,10,0
ganzourgou,2015,11,0
ganzourgou,2015,12,0
ganzourgou,2016,1,0
ganzourgou,2016,2,0
ganzourgou,2016,3,0
ganzourgou,2016,4,0
ganzourgou,2016,5,0
ganzourgou,2016,6,1
ganzourgou,2016,7,0
ganzourgou,2016,8,0
ganzourgou,2016,9,0
ganzourgou,2016,10,0
ganzourgou,2016,11,0
ganzourgou,2016,12,0
ganzourgou,2017,1,0
ganzourgou,2017,2,0
ganzourgou,2017,3,0
ganzourgou,2017,4,0
ganzourgou,2017,5,0
ganzourgou,2017,6,0
ganzourgou,2017,7,0
ganzourgou,2017,8,0
ganzourgou,2017,9,0
ganzourgou,2017,10,0
ganzourgou,2017,11,0
ganzourgou,2017,12,1
ganzourgou,2018,1,0
ganzourgou,2018,2,0
ganzourgou,2018,3,0
ganzourgou,2018,4,0
ganzourgou,2018,5,0
ganzourgou,2018,6,0
ganzourgou,2018,7,0
ganzourgou,2018,8,0
ganzourgou,2018,9,0
ganzourgou,2018,10,1
ganzourgou,2018,11,1
ganzourgou,2018,12,0
ganzourgou,2019,1,2
ganzourgou,2019,2,1
ganzourgou,2019,3,0
ganzourgou,2019,4,1
ganzourgou,2019,5,0
ganzourgou,2019,6,1
ganzourgou,2019,7,0
ganzourgou,2019,8,0
ganzourgou,2019,9,0
ganzourgou,2019,10,0
ganzourgou,2019,11,0
ganzourgou,2019,12,2
ganzourgou,2020,1,0
ganzourgou,2020,2,0
ganzourgou,2020,3,1
ganzourgou,2020,4,0
ganzourgou,2020,5,0
ganzourgou,2020,6,0
ganzourgou,2020,7,0
ganzourgou,2020,8,0
ganzourgou,2020,9,0
ganzourgou,2020,10,0
ganzourgou,2020,11,0
ganzourgou,2020,12,0
gnagna,1997,2,0
gnagna,1998,12,0
gnagna,1999,1,0
gnagna,1999,3,0
gnagna,1999,4,0
gnagna,1999,5,0
gnagna,1999,6,0
gnagna,1999,7,0
gnagna,1999,8,0
gnagna,1999,11,0
gnagna,1999,12,0
gnagna,2000,1,0
gnagna,2000,4,0
gnagna,2000,5,0
gnagna,2000,10,0
gnagna,2000,11,0
gnagna,2000,12,0
gnagna,2001,6,0
gnagna,2001,7,0
gnagna,2001,12,0
gnagna,2002,2,0
gnagna,2002,9,0
gnagna,2003,10,0
gnagna,2004,2,0
gnagna,2004,6,0
gnagna,2005,2,0
gnagna,2005,10,0
gnagna,2005,12,0
gnagna,2006,5,0
gnagna,2006,6,0
gnagna,2006,7,0
gnagna,2006,12,0
gnagna,2007,10,0
gnagna,2008,2,0
gnagna,2008,3,0
gnagna,2008,5,0
gnagna,2008,6,0
gnagna,2009,1,0
gnagna,2010,2,0
gnagna,2010,3,0
gnagna,2010,4,0
gnagna,2010,7,0
gnagna,2011,1,0
gnagna,2011,2,0
gnagna,2011,3,1
gnagna,2011,4,0
gnagna,2011,5,0
gnagna,2011,6,0
gnagna,2011,7,0
gnagna,2011,9,0
gnagna,2011,12,0
gnagna,2012,1,0
gnagna,2012,2,0
gnagna,2012,3,0
gnagna,2012,4,0
gnagna,2012,5,1
gnagna,2012,6,0
gnagna,2012,7,0
gnagna,2012,8,0
gnagna,2012,9,0
gnagna,2012,10,0
gnagna,2012,11,0
gnagna,2012,12,1
gnagna,2013,1,0
gnagna,2013,2,0
gnagna,2013,3,0
gnagna,2013,5,0
gnagna,2013,6,0
gnagna,2013,7,0
gnagna,2013,8,0
gnagna,2013,9,0
gnagna,2013,10,0
gnagna,2013,11,0
gnagna,2013,12,0
gnagna,2014,1,0
gnagna,2014,2,0
gnagna,2014,3,1
gnagna,2014,4,0
gnagna,2014,5,0
gnagna,2014,6,0
gnagna,2014,7,0
gnagna,2014,8,0
gnagna,2014,9,0
gnagna,2014,10,0
gnagna,2014,11,0
gnagna,2014,12,0
gnagna,2015,1,0
gnagna,2015,2,0
gnagna,2015,3,0
gnagna,2015,4,0
gnagna,2015,5,0
gnagna,2015,6,0
gnagna,2015,7,0
gnagna,2015,8,0
gnagna,2015,9,0
gnagna,2015,10,0
gnagna,2015,11,0
gnagna,2015,12,0
gnagna,2016,1,0
gnagna,2016,2,0
gnagna,2016,3,1
gnagna,2016,4,0
gnagna,2016,5,0
gnagna,2016,6,0
gnagna,2016,7,0
gnagna,2016,8,0
gnagna,2016,9,0
gnagna,2016,10,0
gnagna,2016,11,0
gnagna,2016,12,0
gnagna,2017,1,4
gnagna,2017,2,0
gnagna,2017,3,0
gnagna,2017,4,1
gnagna,2017,5,0
gnagna,2017,6,0
gnagna,2017,7,0
gnagna,2017,8,0
gnagna,2017,9,0
gnagna,2017,10,0
gnagna,2017,11,0
gnagna,2017,12,0
gnagna,2018,1,0
gnagna,2018,2,0
gnagna,2018,3,0
gnagna,2018,4,0
gnagna,2018,5,0
gnagna,2018,6,0
gnagna,2018,7,0
gnagna,2018,8,0
gnagna,2018,9,0
gnagna,2018,10,1
gnagna,2018,11,1
gnagna,2018,12,0
gnagna,2019,1,0
gnagna,2019,2,0
gnagna,2019,3,1
gnagna,2019,4,0
gnagna,2019,5,2
gnagna,2019,6,0
gnagna,2019,7,0
gnagna,2019,8,0
gnagna,2019,9,1
gnagna,2019,10,0
gnagna,2019,11,1
gnagna,2019,12,0
gnagna,2020,1,1
gnagna,2020,2,1
gnagna,2020,3,2
gnagna,2020,4,1
gnagna,2020,5,1
gnagna,2020,6,0
gnagna,2020,7,0
gnagna,2020,8,0
gnagna,2020,9,1
gnagna,2020,10,2
gnagna,2020,11,3
gnagna,2020,12,1
gourma,1997,2,0
gourma,1998,12,0
gourma,1999,1,0
gourma,1999,3,0
gourma,1999,4,0
gourma,1999,5,0
gourma,1999,6,0
gourma,1999,7,0
gourma,1999,8,0
gourma,1999,11,0
gourma,1999,12,0
gourma,2000,1,0
gourma,2000,4,0
gourma,2000,5,0
gourma,2000,10,0
gourma,2000,11,0
gourma,2000,12,0
gourma,2001,6,0
gourma,2001,7,0
gourma,2001,12,0
gourma,2002,2,0
gourma,2002,9,0
gourma,2003,10,0
gourma,2004,2,0
gourma,2004,6,0
gourma,2005,2,0
gourma,2005,10,0
gourma,2005,12,0
gourma,2006,5,0
gourma,2006,6,0
gourma,2006,7,0
gourma,2006,12,0
gourma,2007,10,0
gourma,2008,2,0
gourma,2008,3,0
gourma,2008,5,0
gourma,2008,6,0
gourma,2009,1,0
gourma,2010,2,0
gourma,2010,3,0
gourma,2010,4,0
gourma,2010,7,0
gourma,2011,1,0
gourma,2011,2,0
gourma,2011,3,4
gourma,2011,4,1
gourma,2011,5,0
gourma,2011,6,0
gourma,2011,7,0
gourma,2011,9,0
gourma,2011,12,0
gourma,2012,1,0
gourma,2012,2,0
gourma,2012,3,0
gourma,2012,4,0
gourma,2012,5,0
gourma,2012,6,0
gourma,2012,7,0
gourma,2012,8,1
gourma,2012,9,0
gourma,2012,10,0
gourma,2012,11,0
gourma,2012,12,0
gourma,2013,1,0
gourma,2013,2,0
gourma,2013,3,0
gourma,2013,5,0
gourma,2013,6,0
gourma,2013,7,0
gourma,2013,8,0
gourma,2013,9,0
gourma,2013,10,0
gourma,2013,11,0
gourma,2013,12,0
gourma,2014,1,0
gourma,2014,2,0
gourma,2014,3,3
gourma,2014,4,0
gourma,2014,5,0
gourma,2014,6,0
gourma,2014,7,0
gourma,2014,8,0
gourma,2014,9,0
gourma,2014,10,1
gourma,2014,11,0
gourma,2014,12,0
gourma,2015,1,0
gourma,2015,2,0
gourma,2015,3,0
gourma,2015,4,0
gourma,2015,5,0
gourma,2015,6,0
gourma,2015,7,0
gourma,2015,8,0
gourma,2015,9,1
gourma,2015,10,0
gourma,2015,11,0
gourma,2015,12,0
gourma,2016,1,0
gourma,2016,2,0
gourma,2016,3,4
gourma,2016,4,0
gourma,2016,5,0
gourma,2016,6,0
gourma,2016,7,0
gourma,2016,8,0
gourma,2016,9,0
gourma,2016,10,1
gourma,2016,11,0
gourma,2016,12,0
gourma,2017,1,0
gourma,2017,2,0
gourma,2017,3,0
gourma,2017,4,2
gourma,2017,5,0
gourma,2017,6,1
gourma,2017,7,0
gourma,2017,8,0
gourma,2017,9,0
gourma,2017,10,0
gourma,2017,11,0
gourma,2017,12,0
gourma,2018,1,0
gourma,2018,2,3
gourma,2018,3,6
gourma,2018,4,0
gourma,2018,5,1
gourma,2018,6,0
gourma,2018,7,3
gourma,2018,8,3
gourma,2018,9,5
gourma,2018,10,2
gourma,2018,11,4
gourma,2018,12,4
gourma,2019,1,1
gourma,2019,2,5
gourma,2019,3,5
gourma,2019,4,4
gourma,2019,5,5
gourma,2019,6,3
gourma,2019,7,6
gourma,2019,8,2
gourma,2019,9,2
gourma,2019,10,1
gourma,2019,11,9
gourma,2019,12,4
gourma,2020,1,3
gourma,2020,2,5
gourma,2020,3,3
gourma,2020,4,6
gourma,2020,5,7
gourma,2020,6,10
gourma,2020,7,9
gourma,2020,8,7
gourma,2020,9,10
gourma,2020,10,2
gourma,2020,11,1
gourma,2020,12,0
houet,1997,2,0
houet,1998,12,0
houet,1999,1,3
houet,1999,3,0
houet,1999,4,0
houet,1999,5,0
houet,1999,6,0
houet,1999,7,0
houet,1999,8,0
houet,1999,11,0
houet,1999,12,0
houet,2000,1,0
houet,2000,4,0
houet,2000,5,0
houet,2000,10,0
houet,2000,11,0
houet,2000,12,0
houet,2001,6,0
houet,2001,7,0
houet,2001,12,0
houet,2002,2,1
houet,2002,9,0
houet,2003,10,0
houet,2004,2,0
houet,2004,6,0
houet,2005,2,0
houet,2005,10,0
houet,2005,12,0
houet,2006,5,0
houet,2006,6,0
houet,2006,7,0
houet,2006,12,0
houet,2007,10,0
houet,2008,2,2
houet,2008,3,0
houet,2008,5,0
houet,2008,6,0
houet,2009,1,0
houet,2010,2,0
houet,2010,3,0
houet,2010,4,0
houet,2010,7,0
houet,2011,1,0
houet,2011,2,0
houet,2011,3,1
houet,2011,4,3
houet,2011,5,3
houet,2011,6,4
houet,2011,7,0
houet,2011,9,0
houet,2011,12,0
houet,2012,1,0
houet,2012,2,1
houet,2012,3,1
houet,2012,4,0
houet,2012,5,1
houet,2012,6,0
houet,2012,7,1
houet,2012,8,0
houet,2012,9,0
houet,2012,10,0
houet,2012,11,1
houet,2012,12,0
houet,2013,1,0
houet,2013,2,0
houet,2013,3,0
houet,2013,5,0
houet,2013,6,0
houet,2013,7,0
houet,2013,8,0
houet,2013,9,0
houet,2013,10,0
houet,2013,11,0
houet,2013,12,0
houet,2014,1,2
houet,2014,2,1
houet,2014,3,0
houet,2014,4,3
houet,2014,5,4
houet,2014,6,0
houet,2014,7,0
houet,2014,8,0
houet,2014,9,0
houet,2014,10,6
houet,2014,11,0
houet,2014,12,1
houet,2015,1,1
houet,2015,2,3
houet,2015,3,1
houet,2015,4,4
houet,2015,5,1
houet,2015,6,0
houet,2015,7,0
houet,2015,8,0
houet,2015,9,2
houet,2015,10,1
houet,2015,11,0
houet,2015,12,0
houet,2016,1,0
houet,2016,2,0
houet,2016,3,0
houet,2016,4,0
houet,2016,5,0
houet,2016,6,2
houet,2016,7,0
houet,2016,8,0
houet,2016,9,0
houet,2016,10,0
houet,2016,11,0
houet,2016,12,0
houet,2017,1,0
houet,2017,2,2
houet,2017,3,0
houet,2017,4,1
houet,2017,5,0
houet,2017,6,1
houet,2017,7,0
houet,2017,8,0
houet,2017,9,0
houet,2017,10,1
houet,2017,11,0
houet,2017,12,1
houet,2018,1,1
houet,2018,2,0
houet,2018,3,1
houet,2018,4,0
houet,2018,5,0
houet,2018,6,0
houet,2018,7,1
houet,2018,8,4
houet,2018,9,4
houet,2018,10,4
houet,2018,11,3
houet,2018,12,3
houet,2019,1,5
houet,2019,2,5
houet,2019,3,2
houet,2019,4,1
houet,2019,5,5
houet,2019,6,0
houet,2019,7,1
houet,2019,8,1
houet,2019,9,1
houet,2019,10,1
houet,2019,11,0
houet,2019,12,1
houet,2020,1,1
houet,2020,2,1
houet,2020,3,1
houet,2020,4,0
houet,2020,5,4
houet,2020,6,1
houet,2020,7,2
houet,2020,8,0
houet,2020,9,3
houet,2020,10,0
houet,2020,11,1
houet,2020,12,0
ioba,1997,2,0
ioba,1998,12,0
ioba,1999,1,0
ioba,1999,3,0
ioba,1999,4,0
ioba,1999,5,0
ioba,1999,6,0
ioba,1999,7,0
ioba,1999,8,0
ioba,1999,11,0
ioba,1999,12,0
ioba,2000,1,0
ioba,2000,4,0
ioba,2000,5,0
ioba,2000,10,0
ioba,2000,11,0
ioba,2000,12,0
ioba,2001,6,0
ioba,2001,7,0
ioba,2001,12,0
ioba,2002,2,0
ioba,2002,9,0
ioba,2003,10,0
ioba,2004,2,0
ioba,2004,6,0
ioba,2005,2,0
ioba,2005,10,0
ioba,2005,12,0
ioba,2006,5,0
ioba,2006,6,0
ioba,2006,7,0
ioba,2006,12,0
ioba,2007,10,0
ioba,2008,2,0
ioba,2008,3,0
ioba,2008,5,0
ioba,2008,6,0
ioba,2009,1,0
ioba,2010,2,0
ioba,2010,3,0
ioba,2010,4,0
ioba,2010,7,0
ioba,2011,1,0
ioba,2011,2,0
ioba,2011,3,0
ioba,2011,4,0
ioba,2011,5,0
ioba,2011,6,0
ioba,2011,7,0
ioba,2011,9,0
ioba,2011,12,0
ioba,2012,1,0
ioba,2012,2,0
ioba,2012,3,0
ioba,2012,4,0
ioba,2012,5,0
ioba,2012,6,0
ioba,2012,7,0
ioba,2012,8,0
ioba,2012,9,0
ioba,2012,10,0
ioba,2012,11,0
ioba,2012,12,0
ioba,2013,1,0
ioba,2013,2,1
ioba,2013,3,0
ioba,2013,5,0
ioba,2013,6,0
ioba,2013,7,0
ioba,2013,8,0
ioba,2013,9,0
ioba,2013,10,0
ioba,2013,11,0
ioba,2013,12,0
ioba,2014,1,0
ioba,2014,2,0
ioba,2014,3,0
ioba,2014,4,0
ioba,2014,5,0
ioba,2014,6,0
ioba,2014,7,0
ioba,2014,8,0
ioba,2014,9,0
ioba,2014,10,0
ioba,2014,11,0
ioba,2014,12,0
ioba,2015,1,0
ioba,2015,2,0
ioba,2015,3,0
ioba,2015,4,0
ioba,2015,5,0
ioba,2015,6,0
ioba,2015,7,0
ioba,2015,8,0
ioba,2015,9,0
ioba,2015,10,0
ioba,2015,11,0
ioba,2015,12,0
ioba,2016,1,0
ioba,2016,2,0
ioba,2016,3,0
ioba,2016,4,0
ioba,2016,5,0
ioba,2016,6,0
ioba,2016,7,0
ioba,2016,8,0
ioba,2016,9,0
ioba,2016,10,0
ioba,2016,11,0
ioba,2016,12,0
ioba,2017,1,0
ioba,2017,2,0
ioba,2017,3,0
ioba,2017,4,0
ioba,2017,5,0
ioba,2017,6,0
ioba,2017,7,0
ioba,2017,8,0
ioba,2017,9,0
ioba,2017,10,0
ioba,2017,11,0
ioba,2017,12,0
ioba,2018,1,0
ioba,2018,2,0
ioba,2018,3,0
ioba,2018,4,0
ioba,2018,5,0
ioba,2018,6,0
ioba,2018,7,0
ioba,2018,8,0
ioba,2018,9,1
ioba,2018,10,0
ioba,2018,11,1
ioba,2018,12,0
ioba,2019,1,2
ioba,2019,2,0
ioba,2019,3,0
ioba,2019,4,0
ioba,2019,5,0
ioba,2019,6,0
ioba,2019,7,0
ioba,2019,8,0
ioba,2019,9,0
ioba,2019,10,0
ioba,2019,11,0
ioba,2019,12,0
ioba,2020,1,0
ioba,2020,2,0
ioba,2020,3,0
ioba,2020,4,0
ioba,2020,5,0
ioba,2020,6,0
ioba,2020,7,0
ioba,2020,8,0
ioba,2020,9,0
ioba,2020,10,0
ioba,2020,11,0
ioba,2020,12,0
kadiogo,1997,2,4
kadiogo,1998,12,3
kadiogo,1999,1,5
kadiogo,1999,3,2
kadiogo,1999,4,2
kadiogo,1999,5,3
kadiogo,1999,6,1
kadiogo,1999,7,1
kadiogo,1999,8,0
kadiogo,1999,11,2
kadiogo,1999,12,2
kadiogo,2000,1,2
kadiogo,2000,4,5
kadiogo,2000,5,4
kadiogo,2000,10,2
kadiogo,2000,11,3
kadiogo,2000,12,2
kadiogo,2001,6,2
kadiogo,2001,7,1
kadiogo,2001,12,2
kadiogo,2002,2,1
kadiogo,2002,9,1
kadiogo,2003,10,1
kadiogo,2004,2,1
kadiogo,2004,6,0
kadiogo,2005,2,1
kadiogo,2005,10,2
kadiogo,2005,12,3
kadiogo,2006,5,2
kadiogo,2006,6,0
kadiogo,2006,7,0
kadiogo,2006,12,3
kadiogo,2007,10,1
kadiogo,2008,2,1
kadiogo,2008,3,1
kadiogo,2008,5,1
kadiogo,2008,6,0
kadiogo,2009,1,1
kadiogo,2010,2,1
kadiogo,2010,3,1
kadiogo,2010,4,1
kadiogo,2010,7,1
kadiogo,2011,1,1
kadiogo,2011,2,2
kadiogo,2011,3,9
kadiogo,2011,4,16
kadiogo,2011,5,7
kadiogo,2011,6,6
kadiogo,2011,7,1
kadiogo,2011,9,0
kadiogo,2011,12,0
kadiogo,2012,1,2
kadiogo,2012,2,1
kadiogo,2012,3,0
kadiogo,2012,4,1
kadiogo,2012,5,1
kadiogo,2012,6,4
kadiogo,2012,7,0
kadiogo,2012,8,0
kadiogo,2012,9,2
kadiogo,2012,10,0
kadiogo,2012,11,1
kadiogo,2012,12,4
kadiogo,2013,1,1
kadiogo,2013,2,1
kadiogo,2013,3,6
kadiogo,2013,5,2
kadiogo,2013,6,1
kadiogo,2013,7,3
kadiogo,2013,8,3
kadiogo,2013,9,2
kadiogo,2013,10,1
kadiogo,2013,11,2
kadiogo,2013,12,0
kadiogo,2014,1,7
kadiogo,2014,2,7
kadiogo,2014,3,1
kadiogo,2014,4,4
kadiogo,2014,5,8
kadiogo,2014,6,1
kadiogo,2014,7,3
kadiogo,2014,8,4
kadiogo,2014,9,1
kadiogo,2014,10,19
kadiogo,2014,11,6
kadiogo,2014,12,5
kadiogo,2015,1,1
kadiogo,2015,2,5
kadiogo,2015,3,5
kadiogo,2015,4,4
kadiogo,2015,5,6
kadiogo,2015,6,3
kadiogo,2015,7,2
kadiogo,2015,8,1
kadiogo,2015,9,23
kadiogo,2015,10,4
kadiogo,2015,11,6
kadiogo,2015,12,1
kadiogo,2016,1,5
kadiogo,2016,2,1
kadiogo,2016,3,2
kadiogo,2016,4,1
kadiogo,2016,5,3
kadiogo,2016,6,8
kadiogo,2016,7,1
kadiogo,2016,8,1
kadiogo,2016,9,6
kadiogo,2016,10,5
kadiogo,2016,11,3
kadiogo,2016,12,4
kadiogo,2017,1,4
kadiogo,2017,2,3
kadiogo,2017,3,3
kadiogo,2017,4,4
kadiogo,2017,5,4
kadiogo,2017,6,4
kadiogo,2017,7,8
kadiogo,2017,8,5
kadiogo,2017,9,0
kadiogo,2017,10,4
kadiogo,2017,11,4
kadiogo,2017,12,3
kadiogo,2018,1,1
kadiogo,2018,2,0
kadiogo,2018,3,4
kadiogo,2018,4,4
kadiogo,2018,5,5
kadiogo,2018,6,7
kadiogo,2018,7,0
kadiogo,2018,8,0
kadiogo,2018,9,3
kadiogo,2018,10,8
kadiogo,2018,11,9
kadiogo,2018,12,7
kadiogo,2019,1,7
kadiogo,2019,2,4
kadiogo,2019,3,4
kadiogo,2019,4,10
kadiogo,2019,5,12
kadiogo,2019,6,8
kadiogo,2019,7,3
kadiogo,2019,8,6
kadiogo,2019,9,2
kadiogo,2019,10,6
kadiogo,2019,11,1
kadiogo,2019,12,2
kadiogo,2020,1,2
kadiogo,2020,2,3
kadiogo,2020,3,8
kadiogo,2020,4,3
kadiogo,2020,5,1
kadiogo,2020,6,2
kadiogo,2020,7,5
kadiogo,2020,8,6
kadiogo,2020,9,1
kadiogo,2020,10,1
kadiogo,2020,11,3
kadiogo,2020,12,3
kenedougou,1997,2,0
kenedougou,1998,12,0
kenedougou,1999,1,0
kenedougou,1999,3,0
kenedougou,1999,4,0
kenedougou,1999,5,0
kenedougou,1999,6,0
kenedougou,1999,7,0
kenedougou,1999,8,0
kenedougou,1999,11,0
kenedougou,1999,12,0
kenedougou,2000,1,0
kenedougou,2000,4,0
kenedougou,2000,5,0
kenedougou,2000,10,0
kenedougou,2000,11,0
kenedougou,2000,12,0
kenedougou,2001,6,0
kenedougou,2001,7,0
kenedougou,2001,12,0
kenedougou,2002,2,0
kenedougou,2002,9,0
kenedougou,2003,10,0
kenedougou,2004,2,0
kenedougou,2004,6,0
kenedougou,2005,2,0
kenedougou,2005,10,0
kenedougou,2005,12,0
kenedougou,2006,5,0
kenedougou,2006,6,0
kenedougou,2006,7,0
kenedougou,2006,12,0
kenedougou,2007,10,0
kenedougou,2008,2,0
kenedougou,2008,3,0
kenedougou,2008,5,0
kenedougou,2008,6,0
kenedougou,2009,1,0
kenedougou,2010,2,0
kenedougou,2010,3,0
kenedougou,2010,4,0
kenedougou,2010,7,0
kenedougou,2011,1,0
kenedougou,2011,2,0
kenedougou,2011,3,0
kenedougou,2011,4,0
kenedougou,2011,5,0
kenedougou,2011,6,0
kenedougou,2011,7,1
kenedougou,2011,9,0
kenedougou,2011,12,0
kenedougou,2012,1,0
kenedougou,2012,2,0
kenedougou,2012,3,0
kenedougou,2012,4,0
kenedougou,2012,5,0
kenedougou,2012,6,0
kenedougou,2012,7,0
kenedougou,2012,8,0
kenedougou,2012,9,0
kenedougou,2012,10,0
kenedougou,2012,11,0
kenedougou,2012,12,0
kenedougou,2013,1,0
kenedougou,2013,2,0
kenedougou,2013,3,0
kenedougou,2013,5,0
kenedougou,2013,6,0
kenedougou,2013,7,0
kenedougou,2013,8,0
kenedougou,2013,9,0
kenedougou,2013,10,0
kenedougou,2013,11,0
kenedougou,2013,12,0
kenedougou,2014,1,0
kenedougou,2014,2,0
kenedougou,2014,3,0
kenedougou,2014,4,0
kenedougou,2014,5,0
kenedougou,2014,6,0
kenedougou,2014,7,0
kenedougou,2014,8,0
kenedougou,2014,9,0
kenedougou,2014,10,0
kenedougou,2014,11,0
kenedougou,2014,12,0
kenedougou,2015,1,0
kenedougou,2015,2,0
kenedougou,2015,3,0
kenedougou,2015,4,0
kenedougou,2015,5,0
kenedougou,2015,6,0
kenedougou,2015,7,0
kenedougou,2015,8,0
kenedougou,2015,9,0
kenedougou,2015,10,1
kenedougou,2015,11,0
kenedougou,2015,12,0
kenedougou,2016,1,0
kenedougou,2016,2,0
kenedougou,2016,3,0
kenedougou,2016,4,0
kenedougou,2016,5,0
kenedougou,2016,6,0
kenedougou,2016,7,0
kenedougou,2016,8,0
kenedougou,2016,9,0
kenedougou,2016,10,0
kenedougou,2016,11,0
kenedougou,2016,12,0
kenedougou,2017,1,0
kenedougou,2017,2,0
kenedougou,2017,3,0
kenedougou,2017,4,0
kenedougou,2017,5,0
kenedougou,2017,6,0
kenedougou,2017,7,0
kenedougou,2017,8,0
kenedougou,2017,9,0
kenedougou,2017,10,0
kenedougou,2017,11,0
kenedougou,2017,12,0
kenedougou,2018,1,0
kenedougou,2018,2,0
kenedougou,2018,3,0
kenedougou,2018,4,0
kenedougou,2018,5,0
kenedougou,2018,6,0
kenedougou,2018,7,0
kenedougou,2018,8,0
kenedougou,2018,9,0
kenedougou,2018,10,0
kenedougou,2018,11,0
kenedougou,2018,12,0
kenedougou,2019,1,2
kenedougou,2019,2,0
kenedougou,2019,3,0
kenedougou,2019,4,0
kenedougou,2019,5,1
kenedougou,2019,6,1
kenedougou,2019,7,0
kenedougou,2019,8,0
kenedougou,2019,9,0
kenedougou,2019,10,0
kenedougou,2019,11,0
kenedougou,2019,12,0
kenedougou,2020,1,0
kenedougou,2020,2,0
kenedougou,2020,3,0
kenedougou,2020,4,0
kenedougou,2020,5,0
kenedougou,2020,6,2
kenedougou,2020,7,0
kenedougou,2020,8,0
kenedougou,2020,9,0
kenedougou,2020,10,0
kenedougou,2020,11,0
kenedougou,2020,12,0
komondjari,1997,2,0
komondjari,1998,12,0
komondjari,1999,1,0
komondjari,1999,3,0
komondjari,1999,4,0
komondjari,1999,5,0
komondjari,1999,6,0
komondjari,1999,7,0
