admin2,indicator,choice,value,context
kadiogo,nb_sec_incidents_30d,NA,2,bfa_2020
kompienga,nb_sec_incidents_30d,NA,1,bfa_2020
kossi,nb_sec_incidents_30d,NA,1,bfa_2020
namentenga,nb_sec_incidents_30d,NA,1,bfa_2020
oudalan,nb_sec_incidents_30d,NA,12,bfa_2020
sanmatenga,nb_sec_incidents_30d,NA,1,bfa_2020
seno,nb_sec_incidents_30d,NA,3,bfa_2020
soum,nb_sec_incidents_30d,NA,1,bfa_2020
sourou,nb_sec_incidents_30d,NA,1,bfa_2020
yatenga,nb_sec_incidents_30d,NA,1,bfa_2020
